Latitude,Longitude (Decimal Degrees),Total Magnetic Field (nT),Corrected Total Magnetic Field (nT)
40.203,-111.0426,114.0,-34.8
40.203,-111.0421,122.9,-32.8
40.203,-111.0418,132.4,-32.0
40.203,-111.0414,138.9,-33.0
40.203,-111.0411,140.3,-33.8
40.203,-111.0406,136.6,-34.6
40.203,-111.0403,129.2,-34.4
40.203,-111.0398,121.3,-33.5
40.203,-111.0395,114.8,-31.1
40.203,-111.0391,109.5,-31.2
40.203,-111.0387,105.3,-31.6
40.203,-111.0383,102.4,-33.8
40.203,-111.038,101.3,-33.4
40.203,-111.0375,101.9,-32.7
40.203,-111.0372,103.9,-32.5
40.203,-111.0367,106.5,-31.4
40.203,-111.0364,108.3,-30.2
40.203,-111.036,108.9,-30.7
40.203,-111.0357,108.3,-31.2
40.203,-111.0352,106.8,-31.4
40.203,-111.0349,104.6,-30.0
40.203,-111.0344,102.0,-31.5
40.203,-111.0341,99.6,-32.6
40.203,-111.0336,97.3,-30.4
40.203,-111.0333,94.7,-29.1
40.203,-111.0329,91.5,-31.5
40.203,-111.0326,88.3,-29.1
40.203,-111.0321,85.6,-30.0
40.203,-111.0318,83.6,-30.4
40.203,-111.0313,82.2,-30.3
40.203,-111.031,82.1,-29.6
40.203,-111.0306,84.5,-29.8
40.203,-111.0302,89.5,-28.8
40.203,-111.0298,95.8,-27.9
40.203,-111.0295,102.3,-28.9
40.203,-111.029,108.7,-30.0
40.203,-111.0287,115.0,-29.6
40.203,-111.0282,121.0,-27.1
40.203,-111.0279,126.5,-26.9
40.203,-111.0275,131.6,-25.3
40.203,-111.0271,135.8,-25.6
40.203,-111.0267,138.6,-26.8
40.203,-111.0264,139.5,-26.4
40.203,-111.0259,139.1,-26.5
40.203,-111.0256,138.2,-25.7
40.203,-111.0251,136.9,-25.2
40.203,-111.0248,134.9,-25.8
40.203,-111.0244,131.8,-25.7
40.203,-111.0241,128.4,-25.3
40.203,-111.0236,126.0,-24.4
40.203,-111.0233,125.2,-26.1
40.2031,-111.0228,125.2,-25.6
40.2031,-111.0225,124.7,-25.1
40.2031,-111.022,123.5,-25.2
40.2031,-111.0217,122.5,-23.9
40.2031,-111.0213,122.4,-24.1
40.2031,-111.021,122.7,-23.9
40.2031,-111.0205,121.6,-23.8
40.2031,-111.0202,118.7,-24.2
40.2031,-111.0197,115.5,-23.8
40.2031,-111.0194,113.8,-24.7
40.2031,-111.019,113.2,-23.5
40.2031,-111.0186,111.8,-23.3
40.2031,-111.0182,109.5,-23.3
40.2031,-111.0179,108.1,-23.6
40.2031,-111.0174,109.0,-24.2
40.2031,-111.0171,112.3,-24.1
40.2031,-111.0166,116.9,-22.3
40.2031,-111.0163,122.1,-22.1
40.2031,-111.0159,126.7,-20.7
40.2031,-111.0156,129.3,-20.4
40.2031,-111.0151,129.7,-20.5
40.2031,-111.0148,128.0,-21.4
40.2031,-111.0143,125.1,-21.7
40.2031,-111.014,123.6,-22.4
40.2031,-111.0135,123.3,-21.6
40.2031,-111.0132,120.6,-20.2
40.2031,-111.0128,115.9,-19.1
40.2031,-111.0125,113.3,-18.7
40.2031,-111.012,113.0,-18.9
40.2031,-111.0117,112.1,-19.1
40.2031,-111.0112,110.7,-19.7
40.2031,-111.0109,111.6,-19.6
40.2031,-111.0105,114.8,-19.2
40.2031,-111.0101,117.6,-18.7
40.2031,-111.0097,118.0,-17.9
40.2031,-111.0094,116.7,-17.1
40.2031,-111.0089,115.4,-16.6
40.2031,-111.0086,114.4,-17.5
40.2031,-111.0081,113.3,-16.4
40.2031,-111.0078,112.5,-16.9
40.2031,-111.0074,112.2,-17.6
40.2031,-111.0071,112.5,-17.6
40.2031,-111.0066,112.6,-16.4
40.2031,-111.0063,112.6,-17.3
40.2031,-111.0058,112.7,-17.8
40.2031,-111.0055,113.1,-17.5
40.2031,-111.005,113.3,-16.3
40.2031,-111.0047,112.5,-15.8
40.2031,-111.0043,110.8,-15.8
40.2031,-111.004,109.8,-16.3
40.2031,-111.0035,111.0,-16.1
40.2031,-111.0032,113.3,-15.4
40.2031,-111.0027,114.5,-15.4
40.2031,-111.0024,113.5,-15.1
40.2031,-111.0019,110.8,-15.0
40.2031,-111.0016,108.5,-15.3
40.2031,-111.0012,107.6,-16.0
40.2031,-111.0009,107.3,-15.3
40.2031,-111.0004,106.9,-15.7
40.2031,-111.0001,107.2,-15.5
40.2031,-110.9996,110.6,-14.2
40.2031,-110.9993,117.2,-13.7
40.2031,-110.9989,121.5,-13.9
40.2031,-110.9985,119.7,-13.9
40.2031,-110.9981,114.0,-14.5
40.2031,-110.9978,107.4,-15.0
40.2031,-110.9973,100.5,-14.9
40.2032,-110.997,94.1,-15.3
40.2032,-110.9965,89.0,-14.7
40.2032,-110.9962,85.0,-14.6
40.2032,-110.9958,82.7,-15.2
40.2032,-110.9955,82.4,-15.7
40.2032,-110.995,83.4,-15.9
40.2032,-110.9947,84.9,-15.8
40.2032,-110.9942,86.1,-16.5
40.2032,-110.9939,86.6,-15.7
40.2032,-110.9934,86.5,-15.4
40.2032,-110.9931,85.4,-13.4
40.2032,-110.9927,82.6,-14.1
40.2032,-110.9924,78.4,-15.2
40.2032,-110.9919,73.9,-16.3
40.2032,-110.9916,70.0,-15.1
40.2032,-110.9911,67.2,-14.7
40.2032,-110.9908,66.0,-13.3
40.2032,-110.9904,66.1,-13.7
40.2032,-110.99,66.9,-14.0
40.2032,-110.9896,68.3,-13.1
40.2032,-110.9893,70.2,-13.6
40.2032,-110.9888,73.0,-14.5
40.2032,-110.9885,77.3,-15.1
40.2032,-110.988,82.6,-14.7
40.2032,-110.9877,87.4,-13.9
40.2032,-110.9873,90.6,-13.7
40.2032,-110.987,92.1,-13.0
40.2032,-110.9865,92.1,-12.5
40.2032,-110.9862,91.4,-12.4
40.2032,-110.9857,90.9,-12.0
40.2032,-110.9854,90.7,-13.2
40.2032,-110.9849,90.7,-13.5
40.2032,-110.9846,91.5,-12.5
40.2032,-110.9842,93.2,-11.9
40.2032,-110.9839,95.0,-11.3
40.2032,-110.9834,96.4,-12.0
40.2032,-110.9831,97.4,-11.8
40.2032,-110.9826,98.5,-12.0
40.2032,-110.9823,99.8,-11.9
40.2032,-110.9819,101.6,-10.9
40.2032,-110.9815,103.5,-11.3
40.2032,-110.9811,104.8,-10.1
40.2032,-110.9808,104.9,-10.1
40.2032,-110.9803,104.0,-9.8
40.2032,-110.98,102.5,-10.9
40.2032,-110.9795,101.8,-10.6
40.2032,-110.9792,102.9,-10.1
40.2032,-110.9788,106.0,-9.6
40.2032,-110.9785,111.3,-8.8
40.2032,-110.978,118.7,-8.6
40.2032,-110.9777,127.9,-7.9
40.2032,-110.9772,138.3,-8.1
40.2032,-110.9769,149.9,-8.8
40.2032,-110.9764,160.4,-8.2
40.2032,-110.9761,165.7,-8.1
40.2032,-110.9757,163.0,-7.7
40.2032,-110.9754,152.6,-6.7
40.2032,-110.9749,137.7,-6.9
40.2032,-110.9746,123.8,-7.6
40.2032,-110.9741,114.2,-7.8
40.2032,-110.9738,109.4,-7.9
40.2032,-110.9733,107.9,-9.2
40.2032,-110.973,108.1,-9.0
40.2032,-110.9726,108.9,-8.0
40.2032,-110.9723,109.5,-8.7
40.2032,-110.9718,109.2,-8.4
40.2032,-110.9715,108.1,-8.3
40.2032,-110.971,106.2,-8.2
40.2032,-110.9707,103.8,-8.1
40.2032,-110.9703,101.4,-7.1
40.2032,-110.9699,99.9,-7.0
40.2033,-110.9695,100.6,-7.7
40.2033,-110.9692,105.1,-7.3
40.2033,-110.9687,112.7,-7.5
40.2032,-110.9684,121.5,-7.3
40.2032,-110.9679,128.2,-6.9
40.2032,-110.9676,129.3,-6.9
40.2032,-110.9672,124.8,-7.2
40.2032,-110.9669,118.7,-7.2
40.2031,-110.9664,113.8,-6.7
40.2031,-110.9661,110.8,-6.1
40.2031,-110.9656,109.7,-6.2
40.2031,-110.9653,110.1,-7.4
40.203,-110.9648,110.4,-6.6
40.203,-110.9645,109.1,-5.4
40.203,-110.9641,107.3,-5.9
40.203,-110.9638,106.5,-5.9
40.203,-110.9633,106.1,-7.0
40.2029,-110.963,105.0,-8.2
40.2029,-110.9625,103.6,-7.6
40.2029,-110.9622,102.5,-7.8
40.2029,-110.9618,101.6,-6.8
40.2029,-110.9614,101.0,-5.8
40.2028,-110.961,100.3,-4.6
40.2028,-110.9607,99.1,-5.1
40.2028,-110.9602,97.6,-5.6
40.2028,-110.9599,96.2,-7.2
40.2028,-110.9594,94.8,-7.7
40.2027,-110.9591,93.2,-7.7
40.2027,-110.9587,91.7,-6.8
40.2027,-110.9584,90.7,-5.1
40.2027,-110.9579,90.4,-5.1
40.2027,-110.9576,90.5,-4.1
40.2026,-110.9571,91.0,-5.8
40.2026,-110.9568,91.5,-7.5
40.2026,-110.9563,92.2,-6.2
40.2026,-110.956,93.4,-5.2
40.2026,-110.9556,94.8,-5.2
40.2025,-110.9553,97.2,-4.6
40.2025,-110.9548,101.2,-4.7
40.2025,-110.9545,107.3,-5.2
40.2025,-110.954,114.5,-4.6
40.2025,-110.9537,121.4,-4.4
40.2024,-110.9533,126.7,-3.2
40.2024,-110.9529,128.0,-3.2
40.2024,-110.9525,125.3,-3.3
40.2024,-110.9522,123.3,-3.6
40.2023,-110.9517,126.4,-4.2
40.2023,-110.9514,134.2,-5.0
40.2023,-110.9509,143.2,-4.5
40.2023,-110.9506,150.0,-2.6
40.2023,-110.9502,152.4,-2.0
40.2022,-110.9499,150.2,-1.3
40.2022,-110.9494,145.0,-1.4
40.2022,-110.9491,138.6,-1.9
40.2022,-110.9486,131.0,-2.8
40.2022,-110.9483,122.1,-3.3
40.2021,-110.9478,113.6,-3.5
40.2021,-110.9475,108.0,-4.5
40.2021,-110.9471,105.8,-4.4
40.2021,-110.9468,105.4,-5.3
40.2021,-110.9463,105.6,-4.5
40.202,-110.946,105.9,-4.2
40.202,-110.9455,106.2,-3.9
40.202,-110.9452,105.5,-3.2
40.202,-110.9448,103.6,-4.3
40.202,-110.9444,100.7,-4.6
40.2019,-110.944,97.2,-4.7
40.2019,-110.9437,93.9,-3.8
40.2019,-110.9432,91.3,-3.8
40.2019,-110.9429,89.7,-3.4
40.2019,-110.9424,89.1,-3.6
40.2018,-110.9421,88.7,-3.6
40.2018,-110.9417,88.9,-3.1
40.2018,-110.9414,91.2,-5.8
40.2018,-110.9409,96.2,-5.7
40.2018,-110.9406,102.6,-4.8
40.2017,-110.9401,108.4,-4.3
40.2017,-110.9398,112.9,-3.4
40.2017,-110.9393,117.0,-3.0
40.2017,-110.939,120.9,-2.7
40.2016,-110.9386,122.8,-2.7
40.2016,-110.9383,120.5,-3.6
40.2016,-110.9378,114.3,-4.2
40.2016,-110.9375,107.6,-3.4
40.2016,-110.937,103.3,-3.2
40.2015,-110.9367,101.2,-4.4
40.2015,-110.9363,99.7,-4.5
40.2015,-110.9359,97.7,-4.3
40.2015,-110.9355,95.3,-2.7
40.2015,-110.9352,92.4,-4.5
40.2014,-110.9347,89.4,-4.7
40.2014,-110.9344,87.1,-3.5
40.2014,-110.9339,85.7,-2.4
40.2014,-110.9336,84.7,-1.9
40.2014,-110.9332,83.4,-3.9
40.2013,-110.9329,82.7,-2.9
40.2013,-110.9324,83.6,-2.9
40.2013,-110.9321,86.1,-3.0
40.2013,-110.9316,88.8,-3.5
40.2013,-110.9313,90.1,-3.5
40.2012,-110.9308,90.3,-2.9
40.2012,-110.9305,90.4,-3.1
40.2012,-110.9301,90.2,-2.7
40.2012,-110.9298,89.4,-1.9
40.2012,-110.9293,87.9,-1.7
40.2011,-110.929,86.0,-2.0
40.2011,-110.9285,83.8,-1.5
40.2011,-110.9282,81.8,-2.9
40.2011,-110.9278,81.1,-3.9
40.2011,-110.9274,83.1,-3.1
40.201,-110.927,87.2,-3.6
40.201,-110.9267,90.5,-2.1
40.201,-110.9262,91.3,-2.3
40.201,-110.9259,90.7,-1.8
40.2009,-110.9254,90.3,-2.3
40.2009,-110.9251,90.9,-1.0
40.2009,-110.9247,92.7,-1.3
40.2009,-110.9244,95.5,-2.4
40.2009,-110.9239,99.2,-2.3
40.2008,-110.9236,102.7,-2.7
40.2008,-110.9231,105.4,-2.3
40.2008,-110.9228,108.1,-2.5
40.2008,-110.9223,111.4,-2.1
40.2008,-110.922,114.3,-1.5
40.2007,-110.9216,116.1,-2.0
40.2007,-110.9213,117.2,-2.0
40.2007,-110.9208,117.6,-2.2
40.2007,-110.9205,117.0,-2.5
40.2007,-110.92,116.1,-2.5
40.2006,-110.9197,116.0,-1.9
40.2006,-110.9193,116.5,-1.9
40.2006,-110.9189,117.2,-2.6
40.2006,-110.9185,118.4,-1.1
40.2006,-110.9182,120.7,-2.8
40.2005,-110.9177,123.6,-2.0
40.2005,-110.9174,125.4,-2.1
40.2005,-110.9169,126.4,-1.8
40.2005,-110.9166,128.0,-2.6
40.2004,-110.9162,129.6,-3.2
40.2004,-110.9159,128.6,-2.0
40.2004,-110.9154,124.1,-1.6
40.2004,-110.9151,118.4,-2.0
40.2004,-110.9146,114.9,-1.1
40.2003,-110.9143,114.8,-1.2
40.2003,-110.9138,117.2,-1.7
40.2003,-110.9135,120.6,-2.6
40.2003,-110.9131,124.4,-1.5
40.2003,-110.9128,129.1,-1.4
40.2002,-110.9123,133.8,-2.5
40.2002,-110.912,136.6,-1.6
40.2002,-110.9115,136.7,0.4
40.2002,-110.9112,134.2,0.1
40.2002,-110.9108,129.3,-0.3
40.2001,-110.9104,123.4,-0.9
40.2001,-110.91,118.8,0.5
40.2001,-110.9097,116.3,3.1
40.2001,-110.9092,115.9,6.2
40.2001,-110.9089,118.2,7.2
40.2,-110.9084,121.4,4.7
40.2,-110.9081,122.4,4.4
40.2,-110.9077,120.3,3.1
40.2,-110.9074,117.5,3.3
40.2,-110.9069,115.3,3.7
40.1999,-110.9066,113.8,4.4
40.1999,-110.9061,112.8,3.7
40.1999,-110.9058,112.2,2.2
40.1999,-110.9053,111.3,-0.1
40.1999,-110.905,110.6,-1.8
40.1998,-110.9046,110.6,-2.1
40.1998,-110.9043,111.3,-3.0
40.1998,-110.9038,111.0,-3.3
40.1998,-110.9035,107.5,-3.8
40.1998,-110.903,101.5,-3.0
40.1998,-110.9027,95.3,-2.2
40.1998,-110.9023,90.5,-2.5
40.1998,-110.902,86.7,-2.9
40.1998,-110.9015,83.7,-2.7
40.1998,-110.9012,82.4,-3.0
40.1998,-110.9008,83.8,-3.7
40.1998,-110.9004,87.6,-4.0
40.1998,-110.9,93.2,-3.4
40.1998,-110.8997,100.0,-3.5
40.1998,-110.8992,107.3,-3.5
40.1998,-110.8989,113.6,-3.3
40.1998,-110.8985,117.9,-4.1
40.1998,-110.8982,120.5,-4.4
40.1998,-110.8977,120.5,-4.9
40.1998,-110.8974,115.3,-4.9
40.1998,-110.8969,105.6,-4.7
40.1998,-110.8966,96.8,-5.0
40.1998,-110.8962,93.8,-4.6
40.1998,-110.8959,95.3,-4.5
40.1998,-110.8954,95.4,-4.7
40.1998,-110.8951,91.4,-5.1
40.1997,-110.8947,86.6,-4.7
40.1997,-110.8944,85.0,-5.9
40.1997,-110.8939,86.8,-5.2
40.1997,-110.8936,89.0,-4.8
40.1997,-110.8931,89.1,-4.0
40.1997,-110.8928,88.1,-4.3
40.1997,-110.8924,88.5,-4.7
40.1997,-110.8921,88.1,-5.2
40.1997,-110.8916,85.1,-6.2
40.1997,-110.8913,83.1,-6.6
40.1997,-110.8908,85.0,-6.6
40.1997,-110.8905,88.4,-6.5
40.1997,-110.8901,90.4,-6.1
40.1997,-110.8898,91.5,-5.4
40.1997,-110.8893,94.0,-5.7
40.1997,-110.889,98.5,-6.4
40.1997,-110.8886,103.1,-6.3
40.1997,-110.8883,105.6,-6.6
40.1997,-110.8878,106.4,-6.4
40.1997,-110.8875,106.7,-5.1
40.1997,-110.887,106.5,-5.1
40.1997,-110.8867,103.4,-5.2
40.1997,-110.8863,97.9,-5.1
40.1997,-110.886,93.3,-5.2
40.1997,-110.8855,91.5,-6.0
40.1997,-110.8852,91.4,-5.5
40.1997,-110.8848,92.4,-5.5
40.1997,-110.8844,94.2,-5.1
40.1997,-110.884,96.3,-4.8
40.1997,-110.8837,98.3,-4.7
40.1997,-110.8832,100.1,-5.4
40.1997,-110.8829,101.8,-6.3
40.1997,-110.8825,103.2,-7.0
40.1997,-110.8822,104.3,-6.3
40.1997,-110.8817,105.0,-7.0
40.1997,-110.8814,105.4,-6.9
40.1997,-110.8809,104.8,-7.0
40.1997,-110.8806,103.4,-7.2
40.1997,-110.8802,101.9,-6.8
40.1997,-110.8799,101.2,-7.3
40.1997,-110.8794,101.7,-8.5
40.1997,-110.8791,102.6,-8.0
40.1997,-110.8787,103.4,-7.5
40.1997,-110.8784,104.1,-7.3
40.1997,-110.8779,104.9,-7.1
40.1997,-110.8776,105.5,-7.6
40.1997,-110.8771,105.2,-7.8
40.1997,-110.8768,104.7,-8.1
40.1997,-110.8764,104.6,-7.2
40.1997,-110.8761,105.0,-7.5
40.1997,-110.8756,105.5,-7.7
40.1997,-110.8753,106.1,-7.2
40.1997,-110.8749,106.9,-7.2
40.1997,-110.8745,107.0,-7.9
40.1997,-110.8741,106.3,-7.9
40.1997,-110.8738,105.2,-8.5
40.1997,-110.8733,103.5,-8.2
40.1997,-110.873,101.1,-7.5
40.1997,-110.8726,98.6,-7.4
40.1997,-110.8723,96.9,-7.8
40.1997,-110.8718,96.3,-7.6
40.1997,-110.8715,96.3,-8.8
40.1997,-110.871,96.6,-9.0
40.1997,-110.8707,97.4,-9.5
40.1997,-110.8703,98.7,-9.2
40.1997,-110.87,99.8,-9.1
40.1996,-110.8695,100.6,-9.1
40.1996,-110.8692,101.6,-9.5
40.1996,-110.8688,102.6,-8.7
40.1996,-110.8685,103.5,-8.4
40.1996,-110.868,104.2,-8.9
40.1996,-110.8677,104.8,-8.9
40.1996,-110.8672,105.0,-8.9
40.1996,-110.8669,104.3,-8.9
40.1996,-110.8665,102.8,-9.1
40.1996,-110.8662,101.2,-9.4
40.1996,-110.8657,100.3,-8.7
40.1996,-110.8654,100.9,-9.4
40.1996,-110.8649,102.3,-9.6
40.1996,-110.8646,103.4,-10.0
40.1996,-110.8642,103.9,-9.7
40.1996,-110.8639,104.5,-9.0
40.1996,-110.8634,106.4,-8.3
40.1996,-110.8631,109.5,-8.8
40.1996,-110.8627,113.1,-9.0
40.1996,-110.8624,117.1,-9.8
40.1996,-110.8619,121.5,-10.1
40.1996,-110.8616,125.6,-10.0
40.1996,-110.8611,127.4,-10.0
40.1996,-110.8608,125.6,-9.7
40.1996,-110.8604,121.7,-9.3
40.1996,-110.8601,118.0,-10.4
40.1996,-110.8596,115.4,-10.7
40.1996,-110.8593,113.2,-11.0
40.1996,-110.8589,110.7,-11.6
40.1996,-110.8586,108.2,-11.9
40.1996,-110.8581,106.5,-11.4
40.1996,-110.8578,106.6,-11.7
40.1996,-110.8573,108.3,-11.5
40.1996,-110.857,110.3,-11.3
40.1996,-110.8566,111.8,-11.2
40.1996,-110.8563,112.3,-11.9
40.1996,-110.8558,112.4,-11.6
40.1996,-110.8555,112.3,-11.6
40.1996,-110.855,112.2,-11.8
40.1996,-110.8547,112.0,-11.8
40.1996,-110.8543,111.8,-11.8
40.1996,-110.854,111.5,-12.5
40.1996,-110.8535,111.3,-12.2
40.1996,-110.8532,111.2,-12.2
40.1996,-110.8528,111.5,-12.2
40.1996,-110.8525,112.4,-12.2
40.1996,-110.852,113.4,-12.2
40.1996,-110.8517,113.9,-12.7
40.1996,-110.8512,114.7,-13.3
40.1996,-110.8509,116.4,-13.8
40.1996,-110.8505,117.8,-13.1
40.1996,-110.8502,117.9,-13.4
40.1996,-110.8497,117.0,-13.0
40.1996,-110.8494,116.5,-13.2
40.1996,-110.849,117.0,-13.4
40.1996,-110.8486,117.8,-13.2
40.1996,-110.8482,118.5,-13.3
40.1996,-110.8479,119.1,-13.0
40.1996,-110.8474,119.3,-14.0
40.1996,-110.8471,118.5,-14.0
40.1996,-110.8467,116.6,-13.3
40.1996,-110.8464,114.6,-13.5
40.1995,-110.8459,113.2,-13.3
40.1995,-110.8456,112.2,-13.1
40.1995,-110.8451,111.5,-13.3
40.1995,-110.8448,111.0,-13.6
40.1995,-110.8444,110.3,-14.0
40.1995,-110.8441,109.3,-13.8
40.1995,-110.8436,108.4,-13.9
40.1995,-110.8433,108.3,-14.2
40.1995,-110.8429,108.8,-13.5
40.1995,-110.8426,109.2,-13.7
40.1995,-110.8421,109.5,-13.9
40.1995,-110.8418,110.4,-14.2
40.1995,-110.8413,111.8,-14.3
40.1995,-110.841,113.5,-14.0
40.1995,-110.8406,115.3,-13.9
40.1995,-110.8403,116.7,-14.6
40.1995,-110.8398,117.4,-14.4
40.1995,-110.8395,117.6,-13.9
40.1995,-110.839,117.5,-14.1
40.1995,-110.8387,117.4,-13.8
40.1995,-110.8383,117.5,-14.0
40.1995,-110.838,117.1,-14.5
40.1995,-110.8375,116.6,-14.3
40.1995,-110.8372,116.4,-14.7
40.1995,-110.8368,116.7,-15.0
40.1995,-110.8365,116.9,-14.7
40.1995,-110.836,116.4,-14.7
40.1995,-110.8357,115.4,-14.4
40.1995,-110.8352,114.5,-14.4
40.1995,-110.8349,113.9,-14.6
40.1995,-110.8345,113.1,-14.7
40.1995,-110.8342,112.1,-14.9
40.1995,-110.8337,111.3,-14.9
40.1995,-110.8334,111.3,-15.4
40.1995,-110.833,111.5,-14.9
40.1995,-110.8327,111.4,-14.6
40.1995,-110.8322,111.0,-14.8
40.1995,-110.8319,110.1,-15.8
40.1995,-110.8314,108.3,-16.1
40.1995,-110.8311,106.3,-15.6
40.1995,-110.8307,105.1,-15.2
40.1995,-110.8304,104.8,-14.9
40.1995,-110.8299,104.7,-15.4
40.1995,-110.8296,104.3,-15.7
40.1995,-110.8291,104.1,-15.9
40.1995,-110.8288,104.3,-17.1
40.1995,-110.8284,104.4,-16.7
40.1995,-110.8281,105.0,-16.2
40.1995,-110.8276,107.2,-15.5
40.1995,-110.8273,110.5,-15.8
40.1995,-110.8269,113.2,-16.2
40.1995,-110.8266,115.1,-16.6
40.1995,-110.8261,117.2,-16.8
40.1995,-110.8258,119.7,-17.0
40.1995,-110.8253,121.9,-16.8
40.1995,-110.825,123.1,-16.8
40.1995,-110.8246,123.1,-16.1
40.1995,-110.8243,121.9,-16.5
40.1995,-110.8238,120.1,-16.4
40.1995,-110.8235,118.5,-17.1
40.1994,-110.8231,117.3,-16.8
40.1994,-110.8227,116.2,-16.6
40.1994,-110.8223,115.2,-16.5
40.1994,-110.822,115.2,-16.8
40.1994,-110.8215,116.2,-16.8
40.1994,-110.8212,117.1,-16.6
40.1994,-110.8208,117.9,-16.4
40.1994,-110.8205,119.4,-17.1
40.1994,-110.82,121.6,-17.7
40.1994,-110.8197,123.5,-17.0
40.1994,-110.8192,124.2,-16.6
40.1994,-110.8189,123.6,-17.1
40.1994,-110.8185,123.0,-16.9
40.1994,-110.8182,122.3,-16.9
40.1994,-110.8177,120.8,-17.1
40.1994,-110.8174,118.7,-17.1
40.1994,-110.817,117.3,-16.4
40.1994,-110.8167,116.7,-17.2
40.1994,-110.8162,116.3,-17.6
40.1994,-110.8159,116.0,-17.9
40.1994,-110.8154,116.5,-17.8
40.1994,-110.8151,117.5,-17.6
40.1994,-110.8147,117.8,-18.1
40.1994,-110.8144,116.7,-18.8
40.1994,-110.8139,115.0,-19.0
40.1994,-110.8136,113.4,-18.1
40.1994,-110.8132,112.4,-17.6
40.1994,-110.8128,112.3,-17.8
40.1994,-110.8124,113.4,-17.9
40.1994,-110.8121,115.1,-17.2
40.1994,-110.8116,116.6,-16.6
40.1994,-110.8113,117.2,-17.0
40.1994,-110.8109,116.9,-16.8
40.1994,-110.8106,116.1,-17.0
40.1994,-110.8101,115.5,-17.7
40.1994,-110.8098,115.3,-17.5
40.1994,-110.8093,115.3,-17.2
40.1994,-110.809,115.4,-17.9
40.1994,-110.8086,115.5,-18.4
40.1994,-110.8083,115.5,-18.9
40.1994,-110.8078,115.4,-19.1
40.1994,-110.8075,115.8,-19.4
40.1994,-110.8071,116.3,-18.3
40.1994,-110.8068,116.6,-17.3
40.1994,-110.8063,116.3,-17.0
40.1994,-110.806,115.3,-17.3
40.1994,-110.8055,113.7,-18.0
40.1994,-110.8052,112.0,-19.5
40.1994,-110.8048,110.9,-19.8
40.1994,-110.8045,110.2,-19.1
40.1994,-110.804,109.5,-18.5
40.1994,-110.8037,108.8,-18.0
40.1994,-110.8032,107.9,-17.2
40.1994,-110.8029,106.6,-17.6
40.1994,-110.8025,105.6,-19.0
40.1994,-110.8022,105.7,-20.3
40.1994,-110.8017,106.3,-20.8
40.1993,-110.8014,106.7,-20.9
40.1993,-110.801,106.8,-20.1
40.1993,-110.8007,106.5,-20.1
40.1993,-110.8002,106.0,-20.1
40.1993,-110.7999,105.1,-18.8
40.1993,-110.7994,103.9,-19.0
40.1993,-110.7991,102.7,-18.9
40.1993,-110.7987,102.0,-20.6
40.1993,-110.7984,101.4,-20.8
40.1993,-110.7979,100.1,-20.6
40.1993,-110.7976,98.6,-18.3
40.1993,-110.7972,97.7,-18.0
40.1993,-110.7968,96.9,-17.4
40.1993,-110.7964,95.8,-17.6
40.1993,-110.7961,94.6,-18.6
40.1993,-110.7956,93.5,-19.6
40.1993,-110.7953,92.5,-22.0
40.1993,-110.7949,91.4,-21.9
40.1993,-110.7946,90.6,-21.1
40.1993,-110.7941,90.3,-20.6
40.1993,-110.7938,90.7,-19.3
40.1993,-110.7933,92.0,-20.9
40.1993,-110.793,94.2,-19.8
40.1993,-110.7926,96.1,-21.1
40.1993,-110.7923,96.8,-23.2
40.1993,-110.7918,96.3,-24.0
40.1993,-110.7915,94.8,-23.7
40.1993,-110.7911,92.7,-22.2
40.1993,-110.7908,90.1,-20.8
40.1993,-110.7903,87.0,-19.4
40.1993,-110.79,83.7,-21.6
40.1993,-110.7895,80.4,-19.7
40.1993,-110.7892,76.5,-22.8
40.1993,-110.7888,72.5,-25.6
40.1993,-110.7885,69.4,-25.9
40.1993,-110.788,67.7,-24.9
40.1993,-110.7877,66.7,-21.5
40.1993,-110.7873,66.5,-16.6
40.1993,-110.7869,68.0,-0.1
40.1993,-110.7865,72.0,5.5
40.1993,-110.7862,78.3,7.0
40.1993,-110.7857,92.4,5.4
40.1993,-110.7854,120.4,2.2
40.1993,-110.7842,143.2,-4.0
40.1993,-110.7839,140.7,-1.1
40.1993,-110.7834,126.3,0.6
40.1992,-110.7828,128.8,-19.3
40.1992,-110.7824,121.1,-19.9
40.1992,-110.7819,113.0,-20.4
40.1992,-110.7815,110.0,-20.4
40.1992,-110.781,111.8,-19.8
40.1992,-110.7806,114.3,-19.8
40.1992,-110.7801,116.3,-20.7
40.1992,-110.7797,119.5,-19.1
40.1991,-110.7792,123.9,-19.6
40.1991,-110.7788,126.7,-19.7
40.1991,-110.7783,125.9,-20.4
40.1991,-110.7779,122.6,-21.0
40.1991,-110.7774,118.7,-20.7
40.1991,-110.777,114.9,-20.3
40.1991,-110.7765,112.1,-20.9
40.1991,-110.7761,111.5,-19.1
40.1991,-110.7756,113.2,-18.5
40.1991,-110.7752,116.2,-19.4
40.1991,-110.7747,120.9,-19.8
40.1991,-110.7743,126.9,-19.5
40.1991,-110.7738,132.4,-19.1
40.1991,-110.7734,137.6,-18.9
40.199,-110.7729,144.1,-19.1
40.199,-110.7725,150.8,-19.6
40.199,-110.772,153.4,-19.8
40.199,-110.7716,150.1,-20.4
40.199,-110.7711,142.7,-20.5
40.199,-110.7708,133.7,-20.5
40.199,-110.7702,125.5,-20.4
40.199,-110.7699,120.7,-20.2
40.199,-110.7693,120.5,-20.2
40.199,-110.769,122.0,-21.2
