Latitude,Longitude,Total_Magnetic_Field,Corrected_Total_Magnetic_Field
37.9371,-113.6285,171.3,QAG
37.9371,-113.6288,174.7,QAG
37.9371,-113.6292,182.6,QAG
37.9371,-113.6295,178.9,QAG
37.9371,-113.6299,180.7,QAG
37.9371,-113.6302,183.8,QAG
37.9371,-113.6306,180.7,QAG
37.9371,-113.6309,187.1,QAG
37.9371,-113.6313,179.5,QAG
37.9371,-113.6316,178.9,QAG
37.9371,-113.632,172.5,QAG
37.9371,-113.6323,177.1,QAG
37.9371,-113.6327,174.3,QAG
37.9371,-113.633,170.7,QAG
37.9371,-113.6334,174.3,QAG
37.9371,-113.6337,158.8,QAG
37.9371,-113.6341,155.4,QAG
37.9371,-113.6344,152.4,QAG
37.9371,-113.6348,145.7,QAG
37.9371,-113.6351,146.6,QAG
37.9372,-113.6355,145.7,QAG
37.9372,-113.6358,143.6,QAG
37.9372,-113.6361,145.7,QAG
37.9372,-113.6365,145.7,QAG
37.9372,-113.6368,150.6,QAG
37.9372,-113.6372,153.0,QAG
37.9372,-113.6375,156.4,QAG
37.9372,-113.6379,156.4,QAG
37.9372,-113.6382,158.8,QAG
37.9372,-113.6386,158.8,QAG
37.9372,-113.6389,163.1,QAG
37.9372,-113.6393,167.0,QAG
37.9372,-113.6396,165.8,QAG
37.9372,-113.64,172.5,QAG
37.9372,-113.6403,166.4,QAG
37.9372,-113.6407,169.5,QAG
37.9372,-113.641,173.7,QAG
37.9372,-113.6414,168.2,QAG
37.9372,-113.6417,168.9,QAG
37.9372,-113.6421,168.2,QAG
37.9372,-113.6424,164.9,QAG
37.9372,-113.6428,168.2,QAG
37.9372,-113.6431,165.2,QAG
37.9372,-113.6435,164.3,QAG
37.9373,-113.6438,163.7,QAG
37.9373,-113.6442,165.8,QAG
37.9373,-113.6445,159.4,QAG
37.9373,-113.6449,164.3,QAG
37.9373,-113.6452,166.4,QAG
37.9373,-113.6456,163.1,QAG
37.9373,-113.6459,163.1,QAG
37.9373,-113.6463,167.0,QAG
37.9373,-113.6466,160.0,QAG
37.9373,-113.647,163.1,QAG
37.9373,-113.6473,163.7,QAG
37.9373,-113.6477,169.5,QAG
37.9373,-113.648,171.9,QAG
37.9373,-113.6484,173.7,QAG
37.9373,-113.6487,178.9,QAG
37.9373,-113.6491,177.7,QAG
37.9373,-113.6494,174.7,QAG
37.9373,-113.6498,180.1,QAG
37.9373,-113.6501,170.7,QAG
37.9373,-113.6505,175.3,QAG
37.9373,-113.6508,175.9,QAG
37.9373,-113.6512,170.7,QAG
37.9373,-113.6515,171.9,QAG
37.9374,-113.6519,169.5,QAG
37.9374,-113.6522,167.0,QAG
37.9374,-113.6526,157.0,QAG
37.9374,-113.6529,173.1,QAG
37.9374,-113.6533,166.4,QAG
37.9374,-113.6536,167.0,QAG
37.9374,-113.654,164.9,QAG
37.9374,-113.6543,171.3,QAG
37.9374,-113.6546,174.3,QAG
37.9374,-113.655,170.1,QAG
37.9374,-113.6553,173.1,QAG
37.9374,-113.6557,175.9,QAG
37.9374,-113.656,173.1,QAG
37.9374,-113.6564,168.2,QAG
37.9374,-113.6567,178.9,QAG
37.9374,-113.6571,173.1,QAG
37.9374,-113.6574,174.3,QAG
37.9374,-113.6578,180.1,QAG
37.9374,-113.6581,176.5,QAG
37.9374,-113.6585,186.5,QAG
37.9374,-113.6588,178.3,QAG
37.9374,-113.6592,186.5,QAG
37.9374,-113.6595,180.1,QAG
37.9374,-113.6599,185.3,QAG
37.9375,-113.6602,182.6,QAG
37.9375,-113.6606,185.3,QAG
37.9375,-113.6609,182.6,QAG
37.9375,-113.6613,187.1,QAG
37.9375,-113.6616,184.7,QAG
37.9375,-113.662,184.1,QAG
37.9375,-113.6623,188.4,QAG
37.9375,-113.6627,180.1,QAG
37.9375,-113.663,178.3,QAG
37.9375,-113.6634,182.6,QAG
37.9375,-113.6637,175.3,QAG
37.9375,-113.6641,178.9,QAG
37.9375,-113.6644,180.1,QAG
37.9375,-113.6648,167.6,QAG
37.9375,-113.6651,174.3,QAG
37.9375,-113.6655,169.5,QAG
37.9375,-113.6658,165.8,QAG
37.9375,-113.6662,164.3,QAG
37.9375,-113.6665,175.9,QAG
37.9375,-113.6669,173.7,QAG
37.9375,-113.6672,172.5,QAG
37.9375,-113.6676,174.3,QAG
37.9375,-113.6679,161.2,QAG
37.9375,-113.6683,173.1,QAG
37.9376,-113.6686,171.3,QAG
37.9376,-113.669,172.5,QAG
37.9376,-113.6693,175.3,QAG
37.9376,-113.6697,168.2,QAG
37.9376,-113.67,175.9,QAG
37.9376,-113.6704,177.7,QAG
37.9376,-113.6707,173.1,QAG
37.9376,-113.6711,175.9,QAG
37.9376,-113.6714,175.9,QAG
37.9376,-113.6718,170.1,QAG
37.9376,-113.6721,171.9,QAG
37.9376,-113.6724,168.2,QAG
37.9376,-113.6728,176.5,QAG
37.9376,-113.6732,174.7,QAG
37.9376,-113.6735,176.5,QAG
37.9376,-113.6738,172.5,QAG
37.9376,-113.6742,177.7,QAG
37.9376,-113.6745,178.3,QAG
37.9376,-113.6749,177.7,QAG
37.9376,-113.6752,184.7,QAG
37.9376,-113.6756,178.3,QAG
37.9376,-113.6759,185.9,QAG
37.9376,-113.6763,178.9,QAG
37.9377,-113.6766,178.3,QAG
37.9377,-113.677,189.6,QAG
37.9377,-113.6773,184.7,QAG
37.9377,-113.6777,184.7,QAG
37.9377,-113.678,185.3,QAG
37.9377,-113.6784,187.1,QAG
37.9377,-113.6787,190.8,QAG
37.9377,-113.6791,182.6,QAG
37.9377,-113.6794,183.2,QAG
37.9377,-113.6798,180.1,QAG
37.9377,-113.6801,205.4,QAG
37.9377,-113.6805,194.2,QAG
37.9377,-113.6808,196.0,QAG
37.9377,-113.6812,198.4,QAG
37.9377,-113.6815,192.0,QAG
37.9377,-113.6819,194.2,QAG
37.9377,-113.6822,192.9,QAG
37.9377,-113.6826,191.4,QAG
37.9377,-113.6829,194.8,QAG
37.9377,-113.6833,184.1,QAG
37.9377,-113.6836,195.4,QAG
37.9377,-113.684,182.6,QAG
37.9377,-113.6843,182.0,QAG
37.9377,-113.6847,196.6,QAG
37.9378,-113.685,187.1,QAG
37.9378,-113.6854,175.9,QAG
37.9378,-113.6857,182.6,QAG
37.9378,-113.6861,187.1,QAG
37.9378,-113.6864,181.4,QAG
37.9378,-113.6868,181.4,QAG
37.9378,-113.6871,177.7,QAG
37.9378,-113.6875,171.9,QAG
37.9378,-113.6878,171.9,QAG
37.9378,-113.6882,167.6,QAG
37.9378,-113.6885,170.7,QAG
37.9378,-113.6889,167.0,QAG
37.9378,-113.6892,167.6,QAG
37.9378,-113.6896,160.0,QAG
37.9378,-113.6899,154.8,QAG
37.9378,-113.6903,153.0,QAG
37.9378,-113.6906,146.9,QAG
37.9378,-113.691,157.6,QAG
37.9378,-113.6913,146.9,QAG
37.9378,-113.6916,156.4,QAG
37.9378,-113.692,144.5,QAG
37.9378,-113.6923,153.0,QAG
37.9378,-113.6927,146.3,QAG
37.9378,-113.693,146.3,QAG
37.9379,-113.6934,146.0,QAG
37.9379,-113.6937,145.1,QAG
37.9379,-113.6941,142.6,QAG
37.9379,-113.6944,143.0,QAG
37.9379,-113.6948,142.3,QAG
37.9379,-113.6951,140.2,QAG
37.9379,-113.6955,142.3,QAG
37.9379,-113.6958,144.5,QAG
37.9379,-113.6962,144.5,QAG
37.9379,-113.6965,142.3,QAG
37.9379,-113.6969,143.6,QAG
37.9379,-113.6972,143.6,QAG
37.9379,-113.6976,145.4,QAG
37.9379,-113.6979,148.1,QAG
37.9379,-113.6983,152.4,QAG
37.9379,-113.6986,151.8,QAG
37.9379,-113.699,154.8,QAG
37.9379,-113.6993,161.2,QAG
37.9379,-113.6997,154.2,QAG
37.9379,-113.7,154.2,QAG
37.9379,-113.7004,168.2,QAG
37.9379,-113.7007,160.0,QAG
37.9379,-113.7011,165.8,QAG
37.938,-113.7014,160.0,QAG
37.938,-113.7018,168.2,QAG
37.938,-113.7021,165.8,QAG
37.938,-113.7025,168.9,QAG
37.938,-113.7028,170.7,QAG
37.938,-113.7032,164.9,QAG
37.938,-113.7035,166.4,QAG
37.938,-113.7039,175.3,QAG
37.938,-113.7042,173.1,QAG
37.938,-113.7046,179.5,QAG
37.938,-113.7049,174.3,QAG
37.938,-113.7053,177.7,QAG
37.938,-113.7056,181.4,QAG
37.938,-113.706,182.0,QAG
37.938,-113.7063,177.7,QAG
37.938,-113.7067,179.5,QAG
37.938,-113.707,180.1,QAG
37.938,-113.7074,174.3,QAG
37.938,-113.7077,182.6,QAG
37.938,-113.7081,178.9,QAG
37.938,-113.7084,182.0,QAG
37.938,-113.7088,183.8,QAG
37.938,-113.7091,182.6,QAG
37.938,-113.7095,181.4,QAG
37.9381,-113.7098,184.7,QAG
37.9381,-113.7101,179.5,QAG
37.9381,-113.7105,182.0,QAG
37.9381,-113.7108,184.7,QAG
37.9381,-113.7112,175.3,QAG
37.9381,-113.7116,188.4,QAG
37.9381,-113.7119,187.1,QAG
37.9381,-113.7122,181.4,QAG
37.9381,-113.7126,188.4,QAG
37.9381,-113.7129,187.1,QAG
37.9381,-113.7133,180.7,QAG
37.9381,-113.7136,183.8,QAG
37.9381,-113.714,177.7,QAG
37.9381,-113.7143,175.3,QAG
37.9381,-113.7147,173.1,QAG
37.9381,-113.715,178.9,QAG
37.9381,-113.7154,174.3,QAG
37.9381,-113.7157,175.3,QAG
37.9381,-113.7161,177.7,QAG
37.9381,-113.7164,171.9,QAG
37.9381,-113.7168,177.7,QAG
37.9381,-113.7171,165.8,QAG
37.9381,-113.7175,168.9,QAG
37.9382,-113.7178,171.9,QAG
37.9382,-113.7182,172.5,QAG
37.9382,-113.7185,178.9,QAG
37.9382,-113.7189,178.9,QAG
37.9382,-113.7192,177.7,QAG
37.9382,-113.7196,180.1,QAG
37.9382,-113.7199,177.7,QAG
37.9382,-113.7203,176.5,QAG
37.9382,-113.7206,176.5,QAG
37.9382,-113.721,169.5,QAG
37.9382,-113.7213,169.5,QAG
37.9382,-113.7217,168.2,QAG
37.9382,-113.722,173.1,QAG
37.9382,-113.7224,164.9,QAG
37.9382,-113.7227,170.7,QAG
37.9382,-113.7231,170.7,QAG
37.9382,-113.7234,168.2,QAG
37.9382,-113.7238,169.5,QAG
37.9382,-113.7241,163.7,QAG
37.9382,-113.7245,170.7,QAG
37.9382,-113.7248,164.3,QAG
37.9382,-113.7252,170.7,QAG
37.9382,-113.7255,174.3,QAG
37.9382,-113.7259,167.6,QAG
37.9382,-113.7262,174.3,QAG
37.9383,-113.7266,173.1,QAG
37.9383,-113.7269,171.9,QAG
37.9383,-113.7273,178.9,QAG
37.9383,-113.7276,174.7,QAG
37.9383,-113.728,171.3,QAG
37.9383,-113.7283,178.9,QAG
37.9383,-113.7287,174.3,QAG
37.9383,-113.729,181.4,QAG
37.9383,-113.7293,170.7,QAG
37.9383,-113.7297,182.0,QAG
37.9383,-113.73,176.5,QAG
37.9383,-113.7304,178.9,QAG
37.9383,-113.7307,177.7,QAG
37.9383,-113.7311,177.1,QAG
37.9383,-113.7314,182.6,QAG
37.9383,-113.7318,176.5,QAG
37.9383,-113.7321,173.1,QAG
37.9383,-113.7325,177.1,QAG
37.9383,-113.7328,168.9,QAG
37.9383,-113.7332,170.1,QAG
37.9383,-113.7335,176.5,QAG
37.9383,-113.7339,173.1,QAG
37.9383,-113.7342,175.3,QAG
37.9384,-113.7346,182.0,QAG
37.9384,-113.7349,177.7,QAG
37.9384,-113.7353,181.4,QAG
37.9384,-113.7356,174.3,QAG
37.9384,-113.736,177.7,QAG
37.9384,-113.7363,171.3,QAG
37.9384,-113.7367,177.7,QAG
37.9384,-113.737,174.3,QAG
37.9384,-113.7374,177.7,QAG
37.9384,-113.7377,182.6,QAG
37.9384,-113.7381,177.7,QAG
37.9384,-113.7384,182.0,QAG
37.9384,-113.7388,178.9,QAG
37.9384,-113.7391,176.5,QAG
37.9384,-113.7395,181.4,QAG
37.9384,-113.7398,175.3,QAG
37.9384,-113.7402,176.5,QAG
37.9384,-113.7405,177.1,QAG
37.9384,-113.7409,171.9,QAG
37.9384,-113.7412,174.7,QAG
37.9384,-113.7416,172.5,QAG
37.9384,-113.7419,167.0,QAG
37.9384,-113.7423,173.1,QAG
37.9385,-113.7426,164.9,QAG
37.9385,-113.743,172.5,QAG
37.9385,-113.7433,169.5,QAG
37.9385,-113.7437,170.1,QAG
37.9385,-113.744,163.7,QAG
37.9385,-113.7444,166.4,QAG
37.9385,-113.7447,174.3,QAG
37.9385,-113.7451,176.5,QAG
37.9385,-113.7454,176.5,QAG
37.9385,-113.7458,177.7,QAG
37.9385,-113.7461,172.5,QAG
37.9385,-113.7464,174.7,QAG
37.9385,-113.7468,171.9,QAG
37.9385,-113.7472,173.1,QAG
37.9385,-113.7475,178.9,QAG
37.9385,-113.7479,173.1,QAG
37.9385,-113.7482,171.9,QAG
37.9385,-113.7485,181.4,QAG
37.9385,-113.7489,176.5,QAG
37.9385,-113.7492,184.7,QAG
37.9385,-113.7496,180.1,QAG
37.9385,-113.7499,184.7,QAG
37.9385,-113.7503,178.9,QAG
37.9385,-113.7506,181.4,QAG
37.9386,-113.751,178.9,QAG
37.9386,-113.7513,174.3,QAG
37.9386,-113.7517,173.7,QAG
37.9386,-113.752,169.5,QAG
37.9386,-113.7524,171.9,QAG
37.9386,-113.7527,171.9,QAG
37.9386,-113.7531,165.8,QAG
37.9386,-113.7534,168.2,QAG
37.9386,-113.7538,167.6,QAG
37.9386,-113.7541,164.3,QAG
37.9386,-113.7545,169.5,QAG
37.9386,-113.7548,163.7,QAG
37.9386,-113.7552,167.0,QAG
37.9386,-113.7555,170.1,QAG
37.9386,-113.7559,170.7,QAG
37.9386,-113.7562,176.5,QAG
37.9386,-113.7566,174.3,QAG
37.9386,-113.7569,175.9,QAG
37.9386,-113.7573,170.7,QAG
37.9386,-113.7576,171.9,QAG
37.9386,-113.758,175.9,QAG
37.9386,-113.7583,176.5,QAG
37.9386,-113.7587,182.6,QAG
37.9387,-113.759,182.6,QAG
37.9387,-113.7594,190.8,QAG
37.9387,-113.7597,202.1,QAG
37.9387,-113.7601,194.2,QAG
37.9387,-113.7604,188.4,QAG
37.9387,-113.7608,178.3,QAG
37.9387,-113.7611,175.9,QAG
37.9387,-113.7615,179.5,QAG
37.9387,-113.7618,178.9,QAG
37.9387,-113.7622,176.5,QAG
37.9387,-113.7625,181.4,QAG
37.9387,-113.7629,180.1,QAG
37.9387,-113.7632,182.6,QAG
37.9387,-113.7636,184.7,QAG
37.9387,-113.7639,180.7,QAG
37.9387,-113.7643,189.6,QAG
37.9387,-113.7646,183.8,QAG
37.9387,-113.765,194.2,QAG
37.9387,-113.7653,184.7,QAG
37.9387,-113.7656,188.4,QAG
37.9387,-113.766,184.7,QAG
37.9387,-113.7664,178.9,QAG
37.9387,-113.7667,183.8,QAG
37.9388,-113.767,180.1,QAG
37.9388,-113.7674,182.6,QAG
37.9388,-113.7677,188.4,QAG
37.9388,-113.7681,182.6,QAG
37.9388,-113.7684,182.0,QAG
37.9388,-113.7688,188.4,QAG
37.9388,-113.7692,182.0,QAG
37.9388,-113.7696,178.3,QAG
37.9388,-113.77,160.6,QAG
37.9388,-113.7706,137.2,QAG
37.9388,-113.7711,129.8,QAG
37.9388,-113.7718,122.5,QAG
37.9388,-113.7724,119.2,QAG
37.9388,-113.773,113.1,QAG
37.9388,-113.7737,107.9,QAG
37.9388,-113.7743,107.6,QAG
37.9388,-113.7749,114.3,QAG
37.9388,-113.7756,125.0,QAG
37.9388,-113.7762,136.9,QAG
37.9388,-113.7768,155.4,QAG
37.9388,-113.7775,174.7,QAG
37.9388,-113.7781,173.1,QAG
37.9388,-113.7787,182.6,QAG
37.9387,-113.7794,182.6,QAG
37.9387,-113.78,181.4,QAG
37.9387,-113.7806,178.9,QAG
37.9387,-113.7813,175.3,QAG
37.9387,-113.7819,174.3,QAG
37.9387,-113.7826,180.1,QAG
37.9387,-113.7832,177.1,QAG
37.9387,-113.7838,180.1,QAG
37.9387,-113.7845,181.4,QAG
37.9387,-113.7851,186.5,QAG
37.9387,-113.7857,180.1,QAG
37.9387,-113.7864,181.4,QAG
37.9387,-113.787,183.8,QAG
37.9387,-113.7876,175.3,QAG
37.9387,-113.7883,182.0,QAG
37.9387,-113.7889,182.0,QAG
37.9387,-113.7895,174.3,QAG
37.9387,-113.7902,171.9,QAG
37.9387,-113.7908,166.4,QAG
37.9387,-113.7914,174.3,QAG
37.9387,-113.7921,176.5,QAG
37.9387,-113.7927,175.9,QAG
37.9387,-113.7933,180.1,QAG
37.9387,-113.794,182.6,QAG
37.9387,-113.7946,178.3,QAG
37.9387,-113.7952,184.7,QAG
37.9387,-113.7959,178.9,QAG
37.9387,-113.7965,184.7,QAG
37.9387,-113.7971,178.9,QAG
37.9387,-113.7978,183.8,QAG
37.9387,-113.7984,176.5,QAG
37.9387,-113.799,183.8,QAG
37.9387,-113.7997,184.7,QAG
37.9387,-113.8003,180.1,QAG
37.9387,-113.8009,185.9,QAG
37.9387,-113.8016,183.8,QAG
37.9387,-113.8022,192.0,QAG
37.9387,-113.8028,195.4,QAG
37.9387,-113.8035,187.1,QAG
37.9387,-113.8041,195.4,QAG
37.9386,-113.8047,195.4,QAG
37.9386,-113.8054,189.6,QAG
37.9386,-113.806,194.8,QAG
37.9386,-113.8066,196.0,QAG
37.9386,-113.8073,197.8,QAG
37.9386,-113.8079,201.5,QAG
37.9386,-113.8085,192.0,QAG
37.9386,-113.8092,194.2,QAG
37.9386,-113.8098,188.4,QAG
37.9386,-113.8104,193.5,QAG
37.9386,-113.8111,185.9,QAG
37.9386,-113.8117,183.8,QAG
37.9386,-113.8123,184.7,QAG
37.9386,-113.813,175.3,QAG
37.9386,-113.8136,195.4,QAG
37.9386,-113.8143,190.2,QAG
37.9386,-113.8149,188.4,QAG
37.9386,-113.8155,188.4,QAG
37.9386,-113.8161,185.9,QAG
37.9386,-113.8168,192.0,QAG
37.9386,-113.8174,187.1,QAG
37.9386,-113.8181,257.6,QAG
37.9386,-113.8187,250.9,QAG
37.9386,-113.8193,242.0,T1AI
37.9386,-113.82,256.9,T1AI
37.9386,-113.8206,230.4,T1AI
37.9386,-113.8212,239.9,T1AI
37.9386,-113.8219,224.9,T1AI
37.9386,-113.8225,224.9,T1AI
37.9386,-113.8231,208.5,T1AI
37.9386,-113.8238,199.0,T1AI
37.9386,-113.8244,195.4,T1AI
37.9386,-113.825,204.2,T1AI
37.9386,-113.8257,194.2,T1AI
37.9386,-113.8263,192.6,T1AI
37.9386,-113.8269,183.8,T1AI
37.9386,-113.8276,195.4,T1AI
37.9386,-113.8282,200.9,T1AI
37.9386,-113.8288,207.9,T1AI
37.9386,-113.8295,214.3,T1AI
37.9385,-113.8301,207.3,T1AI
37.9385,-113.8307,209.7,T1AI
37.9385,-113.8314,211.8,T1AI
37.9385,-113.832,204.2,T1AI
37.9385,-113.8326,207.9,T1AI
37.9385,-113.8333,206.0,T1AI
37.9385,-113.8339,203.0,T1AI
37.9385,-113.8345,207.3,T1AI
37.9385,-113.8352,205.4,T1AI
37.9385,-113.8358,207.3,T1AI
37.9385,-113.8364,205.4,T1AI
37.9385,-113.8371,211.5,T1AI
37.9385,-113.8377,210.9,T1AI
37.9385,-113.8383,209.1,T1AI
37.9385,-113.839,211.8,T1AI
37.9385,-113.8396,211.8,T1AI
37.9385,-113.8402,217.9,T1AI
37.9385,-113.8409,211.5,T1AI
37.9385,-113.8415,195.4,T1AI
37.9385,-113.8421,195.4,T1AI
37.9385,-113.8428,182.0,T1AI
37.9385,-113.8434,171.3,T1AI
37.9385,-113.844,165.8,T1AI
37.9385,-113.8447,171.9,T1AI
37.9385,-113.8453,173.1,T1AI
37.9385,-113.8459,194.2,T1AI
37.9385,-113.8466,207.3,T1AI
37.9385,-113.8472,219.8,T1AI
37.9385,-113.8479,219.8,T1AI
37.9385,-113.8485,213.1,T1AI
37.9385,-113.8491,195.4,T1AI
37.9385,-113.8498,185.3,T1AI
37.9385,-113.8504,186.5,T1AI
37.9385,-113.851,171.9,T1AI
37.9385,-113.8517,175.3,T1AI
37.9385,-113.8523,178.9,T1AI
37.9385,-113.8529,189.6,T1AI
37.9385,-113.8536,184.1,T1AI
37.9385,-113.8542,175.9,T1AI
37.9385,-113.8548,180.1,T1AI
37.9385,-113.8555,171.3,T1AI
37.9385,-113.8561,151.8,T1AI
37.9384,-113.8567,142.6,T1AI
37.9384,-113.8574,142.6,T1AI
37.9384,-113.858,146.3,T1AI
37.9384,-113.8586,164.9,T1AI
37.9384,-113.8593,170.1,T1AI
37.9384,-113.8599,183.8,T1AI
37.9384,-113.8605,180.1,T1AI
37.9384,-113.8612,194.2,T1AI
37.9384,-113.8618,192.9,T1AI
37.9384,-113.8624,195.4,T1AI
37.9384,-113.8631,207.3,T1AI
37.9384,-113.8637,201.5,T1AI
37.9384,-113.8643,210.9,T1AI
37.9384,-113.865,203.6,T1AI
37.9384,-113.8656,194.2,T1AI
37.9384,-113.8662,188.4,T1AI
37.9384,-113.8669,173.1,T1AI
37.9384,-113.8675,160.0,T1AI
37.9384,-113.8681,140.2,T1AI
37.9384,-113.8688,128.9,T1AI
37.9384,-113.8694,122.8,T1AI
37.9384,-113.87,118.9,T1AI
37.9384,-113.8707,119.8,T1AI
37.9384,-113.8713,125.3,T1AI
37.9384,-113.8719,123.4,T1AI
37.9384,-113.8726,127.1,T1AI
37.9384,-113.8732,129.5,T1AI
37.9384,-113.8738,127.7,T1AI
37.9384,-113.8745,117.7,T1AI
37.9384,-113.8751,106.1,T1AI
37.9384,-113.8757,100.6,T1AI
37.9384,-113.8764,91.4,T1AI
37.9384,-113.877,91.1,T1AI
37.9384,-113.8776,89.0,T1AI
37.9384,-113.8783,103.3,T1AI
37.9384,-113.8789,118.6,T1AI
37.9384,-113.8796,130.8,T1AI
37.9384,-113.8802,138.7,T1AI
37.9384,-113.8808,141.7,T1AI
37.9384,-113.8814,133.8,T1AI
37.9383,-113.8821,117.0,T1AI
37.9383,-113.8827,107.9,T1AI
37.9383,-113.8834,106.7,T1AI
37.9383,-113.884,106.4,T1AI
37.9383,-113.8846,108.5,T1AI
37.9383,-113.8853,103.3,T1AI
37.9383,-113.8859,98.8,T1AI
37.9383,-113.8865,101.2,T1AI
37.9383,-113.8872,111.6,T1AI
37.9383,-113.8878,120.1,T1AI
37.9383,-113.8884,133.2,T1AI
37.9383,-113.8891,139.9,T1AI
37.9383,-113.8897,140.2,T1AI
37.9383,-113.8903,136.6,T1AI
37.9383,-113.891,136.2,T1AI
37.9383,-113.8916,135.9,T1AI
37.9383,-113.8922,129.5,T1AI
37.9383,-113.8929,131.1,T1AI
37.9383,-113.8935,132.0,T1AI
37.9383,-113.8941,139.3,T1AI
37.9383,-113.8948,141.1,T1AI
37.9383,-113.8954,150.6,T1AI
37.9383,-113.896,174.3,T1AI
37.9383,-113.8967,170.7,T1AI
37.9383,-113.8973,175.3,T1AI
37.9383,-113.8979,174.3,T1AI
37.9383,-113.8986,148.1,T2RF
37.9383,-113.8992,143.9,T2RF
37.9383,-113.8998,141.4,T2RF
37.9383,-113.9005,146.3,T2RF
37.9383,-113.9011,173.1,T2RF
37.9383,-113.9017,178.9,T2RF
37.9383,-113.9024,171.3,T2RF
37.9383,-113.903,144.8,T2RF
37.9383,-113.9036,137.8,T2RF
37.9383,-113.9043,131.1,T2RF
37.9383,-113.9049,124.4,T2RF
37.9383,-113.9055,119.5,T2RF
37.9383,-113.9062,119.5,T2RF
37.9383,-113.9068,118.6,T2RF
37.9382,-113.9074,112.8,T2RF
37.9382,-113.9081,106.7,T2RF
37.9382,-113.9087,103.0,T2RF
37.9382,-113.9093,108.5,T2RF
37.9382,-113.91,112.5,T2RF
37.9382,-113.9106,119.8,T2RF
37.9382,-113.9112,123.4,T2RF
37.9382,-113.9119,115.8,T2RF
37.9382,-113.9125,103.0,T2RF
37.9382,-113.9131,94.5,T2RF
37.9382,-113.9138,94.8,T2RF
37.9382,-113.9144,96.0,T2RF
37.9382,-113.9151,104.2,T2RF
37.9382,-113.9157,111.6,T2RF
37.9382,-113.9163,105.2,T2RF
37.9382,-113.917,96.0,T2RF
37.9382,-113.9176,95.4,T2RF
37.9382,-113.9182,112.2,T2RF
37.9382,-113.9189,125.6,T2RF
37.9382,-113.9195,135.0,T2RF
37.9382,-113.9201,139.3,T2RF
37.9382,-113.9208,143.6,T2RF
37.9382,-113.9214,144.2,T2RF
37.9382,-113.922,145.1,T2RF
37.9382,-113.9227,148.7,T2RF
37.9382,-113.9233,144.8,T2RF
37.9382,-113.9239,144.8,T2RF
37.9382,-113.9246,164.9,T2RF
37.9382,-113.9252,174.3,T2RF
37.9382,-113.9258,168.2,T1AI
37.9382,-113.9265,173.7,T1AI
37.9382,-113.9271,174.7,T1AI
37.9382,-113.9277,174.3,T1AI
37.9382,-113.9284,182.0,T1AI
37.9382,-113.929,176.5,T1AI
37.9382,-113.9296,187.8,T1AI
37.9382,-113.9303,185.9,T1AI
37.9382,-113.9309,161.8,T1AI
37.9382,-113.9315,173.1,T1AI
37.9382,-113.9322,158.2,T1AI
37.9382,-113.9328,146.0,T1AI
37.9382,-113.9334,145.4,T1AI
37.9381,-113.9341,145.1,T1AI
37.9381,-113.9347,153.6,T1AI
37.9381,-113.9353,170.7,T1AI
37.9381,-113.936,175.3,T2RF
37.9381,-113.9366,174.3,T2RF
37.9381,-113.9372,165.2,T2RF
37.9381,-113.9379,171.3,T2RF
37.9381,-113.9385,188.4,T2RF
37.9381,-113.9391,182.6,T2RF
37.9381,-113.9398,178.9,T2RF
37.9381,-113.9404,173.7,T2RF
37.9381,-113.941,161.2,T2RF
37.9381,-113.9417,169.5,T2RF
37.9381,-113.9423,155.4,T2RF
37.9381,-113.9429,153.6,T2RF
37.9381,-113.9436,143.9,T2RF
37.9381,-113.9442,140.2,T2RF
37.9381,-113.9448,135.3,T2RF
37.9381,-113.9455,129.8,T2RF
37.9381,-113.9461,126.5,T2RF
37.9381,-113.9467,122.5,T2RF
37.9381,-113.9474,118.6,T2RF
37.9381,-113.948,113.7,T2RF
37.9381,-113.9486,109.7,T2RF
37.9381,-113.9493,107.6,T2RF
37.9381,-113.9499,106.7,T2RF
37.9381,-113.9506,109.7,T2RF
37.9381,-113.9512,112.8,T2RF
37.9381,-113.9518,120.4,T2RF
37.9381,-113.9525,125.9,T2RF
37.9381,-113.9531,131.4,T2RF
37.9381,-113.9537,139.3,T2RF
37.9381,-113.9544,161.8,T2RF
37.9381,-113.955,160.6,T2RF
37.9381,-113.9556,171.9,T2RF
37.9381,-113.9563,146.3,T2RF
37.9381,-113.9569,137.8,T2RF
37.9381,-113.9575,131.4,T2RF
37.9381,-113.9582,125.6,T2RF
37.9381,-113.9588,118.9,T2RF
37.938,-113.9594,114.3,T2RF
37.938,-113.9601,111.6,T2RF
37.938,-113.9607,114.3,T2RF
37.938,-113.9613,116.7,T2RF
37.938,-113.962,124.4,T2RF
37.938,-113.9626,128.6,T2RF
37.938,-113.9632,134.7,T2RF
37.938,-113.9639,141.7,T2RF
37.938,-113.9645,142.0,T2RF
37.938,-113.9651,142.3,T2RF
37.938,-113.9658,139.0,T2RF
37.938,-113.9664,134.7,T2RF
37.938,-113.967,130.5,T2RF
37.938,-113.9677,128.3,T2RF
37.938,-113.9683,127.4,T2RF
37.938,-113.9689,128.6,T2RF
37.938,-113.9696,131.1,T2RF
37.938,-113.9702,129.2,T2RF
37.938,-113.9708,126.5,T2RF
37.938,-113.9715,119.5,T2RF
37.938,-113.9721,107.6,T2RF
37.938,-113.9727,100.3,T2RF
37.938,-113.9734,94.5,T2RF
37.938,-113.974,88.7,T2RF
