Latitude,Longitude,Total_Magnetic_Field,Corrected_Total_Magnetic_Field
37.0291,-111.9977,249.6,ZNA
37.0291,-111.9982,255.7,ZNA
37.029,-111.9988,248.7,ZNA
37.029,-111.9988,233.2,ZNA
37.029,-111.9993,219.8,JNA
37.029,-111.9999,210.9,JNA
37.029,-112.0005,192.0,JNA
37.0289,-112.0011,183.8,JNA
37.0289,-112.0016,182.6,JNA
37.0289,-112.0022,180.1,JNA
37.0288,-112.0028,178.9,JNA
37.0288,-112.0033,181.4,JNA
37.0288,-112.0039,183.2,JNA
37.0288,-112.0045,178.9,JNA
37.0287,-112.0051,168.2,JNA
37.0287,-112.0056,168.2,JNA
37.0287,-112.0062,173.1,JNA
37.0287,-112.0068,189.6,JNA
37.0286,-112.0074,205.4,JNA
37.0286,-112.0079,216.7,JNA
37.0286,-112.0085,216.7,JNA
37.0285,-112.0091,207.3,JNA
37.0285,-112.0097,206.0,JNA
37.0285,-112.0102,207.3,JNA
37.0285,-112.0108,203.6,JNA
37.0284,-112.0114,195.4,JNA
37.0284,-112.012,194.2,JNA
37.0284,-112.0125,184.7,JNA
37.0283,-112.0131,194.8,JNA
37.0283,-112.0137,201.5,JNA
37.0283,-112.0143,224.9,JNA
37.0283,-112.0148,239.3,JNA
37.0282,-112.0154,250.9,JNA
37.0282,-112.016,242.0,JNA
37.0282,-112.0166,233.2,JNA
37.0281,-112.0171,242.6,JTRK
37.0281,-112.0177,266.4,JTRK
37.0281,-112.0183,256.9,JTRK
37.0281,-112.0188,249.6,JTRK
37.028,-112.0194,252.1,TRU
37.028,-112.02,254.5,TRU
37.028,-112.0206,261.5,TRU
37.0279,-112.0211,278.0,QA
37.0279,-112.0217,276.5,QA
37.0279,-112.0223,262.1,QA
37.0279,-112.0229,250.9,QA
37.0278,-112.0234,246.3,QA
37.0278,-112.024,255.7,QA
37.0278,-112.0246,250.9,QA
37.0278,-112.0252,254.5,TRM
37.0277,-112.0257,246.3,TRM
37.0277,-112.0263,246.3,TRM
37.0277,-112.0269,247.5,TRM
37.0276,-112.0275,242.0,TRM
37.0276,-112.028,228.6,TRM
37.0276,-112.0286,216.7,TRM
37.0276,-112.0292,192.6,TRM
37.0275,-112.0297,174.3,TRM
37.0275,-112.0303,145.4,TRM
37.0275,-112.0309,139.6,IPKA
37.0274,-112.0315,129.2,IPKA
37.0274,-112.032,129.2,IPKA
37.0274,-112.0326,135.3,IPKA
37.0274,-112.0332,132.6,IPKA
37.0273,-112.0338,129.5,IPKA
37.0273,-112.0343,132.3,IPKA
37.0273,-112.0349,164.9,IPKA
37.0273,-112.0355,172.5,IPKA
37.0272,-112.0361,137.2,IPKA
37.0272,-112.0366,118.9,IPKA
37.0272,-112.0372,108.5,IPKA
37.0271,-112.0378,104.2,IPKA
37.0271,-112.0384,101.8,IPKA
37.0271,-112.0389,99.7,IPKA
37.0271,-112.0395,95.7,IPKA
37.027,-112.0401,99.4,IPKA
37.027,-112.0407,109.4,IPKA
37.027,-112.0412,107.3,IPKA
37.0269,-112.0418,96.9,IPKA
37.0269,-112.0424,103.3,IPKA
37.0269,-112.0429,114.0,IPKA
37.0269,-112.0435,118.0,IPKA
37.0268,-112.0441,115.8,IPKA
37.0268,-112.0447,105.8,IPKA
37.0268,-112.0452,103.9,IPKA
37.0267,-112.0458,117.7,IPKA
37.0267,-112.0464,131.4,IPKA
37.0267,-112.047,138.7,IPKA
37.0267,-112.0475,138.1,IPKA
37.0266,-112.0481,146.3,IPKA
37.0266,-112.0487,169.5,IPKA
37.0266,-112.0493,144.5,IPKA
37.0266,-112.0498,160.6,IPKA
37.0265,-112.0504,180.7,IPKA
37.0265,-112.051,207.3,IPKA
37.0265,-112.0516,214.9,IPKA
37.0264,-112.0521,199.0,IPKA
37.0264,-112.0527,176.5,IPKA
37.0264,-112.0533,177.7,IPKA
37.0264,-112.0539,168.2,IPKA
37.0263,-112.0544,173.1,IPKA
37.0263,-112.055,177.1,IPKA
37.0263,-112.0556,186.5,IPKA
37.0262,-112.0562,178.3,IPKA
37.0262,-112.0567,143.0,IPKA
37.0262,-112.0573,133.5,IPKA
37.0262,-112.0579,131.4,IPKA
37.0261,-112.0584,128.0,IPKA
37.0261,-112.059,125.0,IPKA
37.0261,-112.0596,112.2,IPKA
37.0261,-112.0602,99.1,IPKA
37.026,-112.0607,89.0,IPKA
37.026,-112.0613,85.6,IPKA
37.026,-112.0619,82.0,IPKA
37.0259,-112.0625,82.6,IPKA
37.0259,-112.063,82.9,IPKA
37.0259,-112.0636,83.2,IPKA
37.0259,-112.0642,82.0,IPKA
37.0258,-112.0648,82.3,IPKA
37.0258,-112.0653,83.2,IPKA
37.0258,-112.0659,86.0,IPKA
37.0257,-112.0665,88.1,IPKA
37.0257,-112.0671,91.4,IPKA
37.0257,-112.0676,89.9,IPKA
37.0257,-112.0682,93.3,IPKA
37.0256,-112.0688,98.5,IPKA
37.0256,-112.0694,113.4,IPKA
37.0256,-112.0699,131.4,IPKA
37.0256,-112.0705,135.6,IPKA
37.0255,-112.0711,126.2,IPKA
37.0255,-112.0717,118.0,IPKA
37.0255,-112.0722,124.4,IPKA
37.0254,-112.0728,118.9,IPKA
37.0254,-112.0734,122.8,IPKA
37.0254,-112.0739,128.0,IPKA
37.0254,-112.0745,110.6,IPKA
37.0253,-112.0751,99.1,IPKA
37.0253,-112.0757,97.2,IPKA
37.0253,-112.0762,98.8,IPKA
37.0252,-112.0768,100.9,IPKA
37.0252,-112.0774,102.7,IPKA
37.0252,-112.078,99.1,IPKA
37.0252,-112.0785,94.2,IPKA
37.0251,-112.0791,94.2,IPKA
37.0251,-112.0797,96.0,IPKA
37.0251,-112.0803,99.4,IPKA
37.025,-112.0808,100.3,IPKA
37.025,-112.0814,100.6,IPKA
37.025,-112.082,101.5,IPKA
37.025,-112.0826,101.5,IPKA
37.0249,-112.0831,98.8,IPKA
37.0249,-112.0837,93.6,IPKA
37.0249,-112.0843,95.1,IPKA
37.0248,-112.0849,95.7,IPKA
37.0248,-112.0854,97.8,IPKA
37.0248,-112.086,101.2,IPKA
37.0248,-112.0866,99.7,IPKA
37.0247,-112.0872,96.3,IPKA
37.0247,-112.0877,96.9,IPKA
37.0247,-112.0883,96.3,IPKA
37.0247,-112.0889,91.1,IPKA
37.0246,-112.0894,89.0,IPKA
37.0246,-112.09,89.3,IPKA
37.0246,-112.0906,88.1,IPKA
37.0245,-112.0912,88.7,IPKA
37.0245,-112.0917,88.7,IPKA
37.0245,-112.0923,89.9,IPKA
37.0245,-112.0929,90.8,IPKA
37.0244,-112.0935,94.8,IPKA
37.0244,-112.094,93.0,IPKA
37.0244,-112.0946,91.7,IPKA
37.0243,-112.0952,89.9,IPKA
37.0243,-112.0958,88.1,IPKA
37.0243,-112.0963,88.7,IPKA
37.0243,-112.0969,88.7,IPKA
37.0242,-112.0975,88.4,IPKA
37.0242,-112.0981,89.0,IPKA
37.0242,-112.0986,88.7,IPKA
37.0242,-112.0992,91.7,IPKA
37.0241,-112.0998,93.3,IPKA
37.0241,-112.1003,93.3,IPKA
37.0241,-112.1009,92.7,IPKA
37.024,-112.1015,93.6,IPKA
37.024,-112.1021,91.1,IPKA
37.024,-112.1026,88.7,IPKA
37.024,-112.1032,88.4,IPKA
37.0239,-112.1038,89.0,IPKA
37.0239,-112.1044,86.9,IPKA
37.0239,-112.1049,84.7,IPKA
37.0238,-112.1055,85.6,IPKA
37.0238,-112.1061,85.0,IPKA
37.0238,-112.1067,86.0,IPKA
37.0238,-112.1072,88.1,IPKA
37.0237,-112.1078,91.1,IPKA
37.0237,-112.1084,93.3,IPKA
37.0237,-112.109,94.5,IPKA
37.0236,-112.1095,95.4,IPKA
37.0236,-112.1101,97.2,IPKA
37.0236,-112.1107,100.6,IPKA
37.0236,-112.1113,101.5,IPKA
37.0235,-112.1118,102.7,IPKA
37.0235,-112.1124,103.3,IPKA
37.0235,-112.113,103.3,IPKA
37.0235,-112.1136,104.2,IPKA
37.0234,-112.1141,104.9,IPKA
37.0234,-112.1147,106.1,IPKA
37.0234,-112.1153,106.7,IPKA
37.0233,-112.1158,107.3,IPKA
37.0233,-112.1164,105.8,IPKA
37.0233,-112.117,107.0,IPKA
37.0233,-112.1176,107.6,IPKA
37.0232,-112.1181,110.3,IPKA
37.0232,-112.1187,111.9,IPKA
37.0232,-112.1193,115.2,IPKA
37.0231,-112.1199,117.3,IPKA
37.0231,-112.1204,119.8,IPKA
37.0231,-112.121,121.0,IPKA
37.0231,-112.1216,120.1,IPKA
37.023,-112.1222,119.8,IPKA
37.023,-112.1227,119.2,IPKA
37.023,-112.1233,118.0,IPKA
37.023,-112.1239,115.5,IPKA
37.0229,-112.1245,117.7,IPKA
37.0229,-112.125,117.0,IPKA
37.0229,-112.1256,119.2,IPKA
37.0228,-112.1262,119.8,IPKA
37.0228,-112.1268,123.4,IPKA
37.0228,-112.1273,128.6,IPKA
37.0228,-112.1279,132.9,IPKA
37.0227,-112.1285,141.7,IPKA
37.0227,-112.1291,139.9,IPKA
37.0227,-112.1296,142.3,IPKA
37.0226,-112.1302,145.4,IPKA
37.0226,-112.1308,146.0,IPKA
37.0226,-112.1313,143.3,IPKA
37.0226,-112.1319,135.0,IPKA
37.0225,-112.1325,133.2,IPKA
37.0225,-112.1331,135.0,IPKA
37.0225,-112.1336,136.6,IPKA
37.0225,-112.1342,135.9,IPKA
37.0224,-112.1348,135.3,IPKA
37.0224,-112.1354,128.3,IPKA
37.0224,-112.1359,124.1,IPKA
37.0223,-112.1365,115.8,IPKA
37.0223,-112.1371,114.6,IPKA
37.0223,-112.1377,120.4,IPKA
37.0223,-112.1382,115.5,IPKA
37.0222,-112.1388,112.8,IPKA
37.0222,-112.1394,109.1,IPKA
37.0222,-112.14,100.0,IPKA
37.0221,-112.1405,100.0,IPKA
37.0221,-112.1411,104.2,IPKA
37.0221,-112.1417,105.8,IPKA
37.0221,-112.1423,102.7,IPKA
37.022,-112.1428,105.2,IPKA
37.022,-112.1434,96.6,IPKA
37.022,-112.144,90.8,IPKA
37.0219,-112.1446,91.1,IPKA
37.0219,-112.1451,96.6,IPKA
37.0219,-112.1457,104.9,IPKA
37.0219,-112.1463,105.5,IPKA
37.0218,-112.1468,105.5,IPKA
37.0218,-112.1474,105.5,IPKA
37.0218,-112.148,106.7,IPKA
37.0217,-112.1486,102.1,IPKA
37.0217,-112.1491,94.2,IPKA
37.0217,-112.1497,95.7,IPKA
37.0217,-112.1503,97.2,IPKA
37.0216,-112.1509,95.7,IPKA
37.0216,-112.1514,93.9,IPKA
37.0216,-112.152,100.0,IPKA
37.0216,-112.1526,107.0,IPKA
37.0215,-112.1532,95.7,IPKA
37.0215,-112.1537,88.1,IPKA
37.0215,-112.1543,85.0,IPKA
37.0214,-112.1549,86.3,IPKA
37.0214,-112.1555,91.7,IPKA
37.0214,-112.156,96.0,IPKA
37.0214,-112.1566,98.8,IPKA
37.0213,-112.1572,105.8,IPKA
37.0213,-112.1578,114.6,IPKA
37.0213,-112.1583,120.4,IPKA
37.0212,-112.1589,124.1,IPKA
37.0212,-112.1595,124.7,IPKA
37.0212,-112.16,127.1,IPKA
37.0212,-112.1606,128.6,IPKA
37.0211,-112.1612,127.7,IPKA
37.0211,-112.1618,128.3,IPKA
37.0211,-112.1623,126.2,IPKA
37.0211,-112.1629,125.0,IPKA
37.021,-112.1635,125.0,IPKA
37.021,-112.1641,124.7,IPKA
37.021,-112.1646,125.9,IPKA
37.0209,-112.1652,127.4,IPKA
37.0209,-112.1658,127.7,IPKA
37.0209,-112.1664,126.2,IPKA
37.0209,-112.1669,126.5,IPKA
37.0208,-112.1675,127.4,IPKA
37.0208,-112.1681,127.4,IPKA
37.0208,-112.1687,125.6,IPKA
37.0207,-112.1692,124.7,QA
37.0207,-112.1698,125.3,QA
37.0207,-112.1704,124.7,QA
37.0207,-112.1709,125.9,QA
37.0206,-112.1715,121.9,QA
37.0206,-112.1721,123.7,QA
37.0206,-112.1727,119.2,QA
37.0205,-112.1732,116.1,QA
37.0205,-112.1738,115.8,QA
37.0205,-112.1744,114.3,QA
37.0205,-112.175,119.2,QA
37.0204,-112.1755,120.1,QA
37.0204,-112.1761,121.3,QA
37.0204,-112.1767,119.5,QA
37.0204,-112.1773,116.1,QA
37.0203,-112.1778,114.0,QA
37.0203,-112.1784,111.9,QA
37.0203,-112.179,111.6,QA
37.0202,-112.1796,110.6,QA
37.0202,-112.1801,110.3,QA
37.0202,-112.1807,108.5,QA
37.0202,-112.1813,109.1,QA
37.0201,-112.1819,111.6,QA
37.0201,-112.1824,111.9,QA
37.0201,-112.183,111.6,QA
37.02,-112.1836,111.9,QA
37.02,-112.1842,112.2,QA
37.02,-112.1847,112.2,QA
37.02,-112.1853,112.5,QA
37.0199,-112.1859,111.9,QA
37.0199,-112.1864,110.9,QA
37.0199,-112.187,105.8,QA
37.0199,-112.1876,107.0,QA
37.0198,-112.1882,109.4,QA
37.0198,-112.1887,107.3,QA
37.0198,-112.1893,104.9,QA
37.0197,-112.1899,108.5,QA
37.0197,-112.1905,108.8,QA
37.0197,-112.191,108.2,QA
37.0197,-112.1916,108.8,QA
37.0196,-112.1922,107.9,QA
37.0196,-112.1928,105.5,QA
37.0196,-112.1933,105.8,QA
37.0195,-112.1939,105.2,QA
37.0195,-112.1945,105.2,QA
37.0195,-112.1951,103.0,QA
37.0195,-112.1956,103.0,QA
37.0194,-112.1962,100.9,QA
37.0194,-112.1968,102.7,QA
37.0194,-112.1974,103.6,QA
37.0194,-112.1979,104.2,QA
37.0193,-112.1985,106.7,QA
37.0193,-112.1991,108.2,QA
37.0193,-112.1997,109.1,QA
37.0192,-112.2002,110.3,QA
37.0192,-112.2008,110.0,QA
37.0192,-112.2014,109.4,QA
37.0192,-112.2019,108.2,QA
37.0191,-112.2025,107.0,QA
37.0191,-112.2031,107.9,QA
37.0191,-112.2037,107.6,QA
37.019,-112.2042,108.5,QA
37.019,-112.2048,109.1,QA
37.019,-112.2054,112.2,QA
37.019,-112.206,113.1,QA
37.0189,-112.2065,114.3,QA
37.0189,-112.2071,114.6,QA
37.0189,-112.2077,116.1,QA
37.0188,-112.2083,117.3,QA
37.0188,-112.2088,121.0,QA
37.0188,-112.2094,122.2,QA
37.0188,-112.21,123.4,QA
37.0187,-112.2106,123.1,QA
37.0187,-112.2111,125.3,QA
37.0187,-112.2117,125.6,QA
37.0187,-112.2123,121.3,QA
37.0186,-112.2129,122.2,QA
37.0186,-112.2134,122.5,QA
37.0186,-112.214,120.4,QA
37.0185,-112.2146,121.0,QA
37.0185,-112.2152,119.8,QA
37.0185,-112.2157,120.4,QA
37.0185,-112.2163,120.7,QA
37.0184,-112.2169,121.0,QA
37.0184,-112.2174,121.6,QA
37.0184,-112.218,121.3,QA
37.0183,-112.2186,121.3,QA
37.0183,-112.2192,121.6,QA
37.0183,-112.2197,121.0,QA
37.0183,-112.2203,119.8,QA
37.0182,-112.2209,119.2,QA
37.0182,-112.2215,118.0,QA
37.0182,-112.222,118.6,QA
37.0182,-112.2226,117.3,QA
37.0181,-112.2232,118.0,QA
37.0181,-112.2238,116.7,TRM
37.0181,-112.2243,116.7,TRM
37.018,-112.2249,116.1,TRM
37.018,-112.2255,116.7,TRM
37.018,-112.2261,118.6,TRM
37.018,-112.2266,121.0,TRM
37.0179,-112.2272,121.9,TRM
37.0179,-112.2278,120.7,TRM
37.0179,-112.2284,121.3,TRM
37.0178,-112.2289,120.7,TRM
37.0178,-112.2295,121.6,TRM
37.0178,-112.2301,123.1,TRM
37.0178,-112.2306,122.5,TRM
37.0177,-112.2312,125.6,TRM
37.0177,-112.2318,123.4,TRM
37.0177,-112.2324,123.4,TRM
37.0177,-112.2329,125.0,TRM
37.0177,-112.2335,125.9,TRM
37.0177,-112.234,124.4,TRM
37.0176,-112.2346,127.7,TRM
37.0176,-112.2351,125.6,TRM
37.0176,-112.2357,125.9,TRM
37.0176,-112.2362,127.1,TRM
37.0176,-112.2368,125.6,QA
37.0176,-112.2373,129.2,QA
37.0176,-112.2379,128.3,QA
37.0176,-112.2384,128.3,QA
37.0176,-112.239,125.3,QA
37.0176,-112.2395,126.5,QA
37.0176,-112.2401,128.0,QA
37.0176,-112.2406,126.8,QA
37.0176,-112.2412,127.7,QA
37.0176,-112.2418,124.4,QA
37.0176,-112.2423,127.4,QA
37.0176,-112.2429,124.7,QA
37.0176,-112.2434,126.5,QA
37.0176,-112.244,125.6,QA
37.0176,-112.2445,125.9,QA
37.0176,-112.2451,128.9,QA
37.0175,-112.2456,130.1,QA
37.0175,-112.2462,129.8,QA
37.0175,-112.2467,132.0,QA
37.0175,-112.2473,131.7,QA
37.0175,-112.2478,133.2,QA
37.0175,-112.2484,131.4,QA
37.0175,-112.2489,131.7,QA
37.0175,-112.2495,127.7,QA
37.0175,-112.25,125.0,QA
37.0175,-112.2506,124.7,QA
37.0175,-112.2511,121.3,QA
37.0175,-112.2517,121.9,QA
37.0175,-112.2522,121.0,QA
37.0175,-112.2528,119.8,QA
37.0175,-112.2533,118.3,QA
37.0175,-112.2539,115.5,QA
37.0175,-112.2544,115.2,QA
37.0175,-112.255,111.3,QA
37.0175,-112.2555,110.6,QA
37.0175,-112.2561,108.2,QA
37.0174,-112.2566,110.0,TRM
37.0174,-112.2572,110.0,TRM
37.0174,-112.2578,111.6,TRM
37.0174,-112.2583,110.6,TRM
37.0174,-112.2589,110.3,TRM
37.0174,-112.2594,110.9,TRM
37.0174,-112.26,112.2,TRM
37.0174,-112.2605,109.4,TRM
37.0174,-112.2611,112.5,TRM
37.0174,-112.2616,113.7,TRM
37.0174,-112.2622,113.4,TRM
37.0174,-112.2627,113.4,TRM
37.0174,-112.2633,109.4,TRM
37.0174,-112.2638,98.1,TRM
37.0174,-112.2644,86.3,TRM
37.0174,-112.2649,84.1,TRM
37.0174,-112.2655,86.9,TRM
37.0174,-112.266,86.3,TRM
37.0174,-112.2666,86.3,TRM
37.0174,-112.2671,86.6,TRM
37.0173,-112.2677,85.6,TRM
37.0173,-112.2682,84.7,TRM
37.0173,-112.2688,83.2,TRM
37.0173,-112.2693,84.4,TRM
37.0173,-112.2699,84.1,TRM
37.0173,-112.2704,85.3,TRM
37.0173,-112.271,85.0,TRM
37.0173,-112.2715,86.6,TRM
37.0173,-112.2721,87.8,TRS
37.0173,-112.2727,87.8,TRS
37.0173,-112.2732,86.6,TRS
37.0173,-112.2738,90.5,TRS
37.0173,-112.2743,93.0,TRS
37.0173,-112.2749,92.7,TRS
37.0173,-112.2754,94.5,TRS
37.0173,-112.276,97.8,TRS
37.0173,-112.2765,99.1,TRS
37.0173,-112.2771,100.3,TRS
37.0173,-112.2776,102.1,TRS
37.0172,-112.2782,102.1,TRS
37.0172,-112.2787,102.7,TRS
37.0172,-112.2793,103.3,TRS
37.0172,-112.2798,103.6,TRS
37.0172,-112.2804,104.2,TRS
37.0172,-112.2809,107.0,TRS
37.0172,-112.2815,108.2,TRS
37.0172,-112.282,107.9,TRS
37.0172,-112.2826,109.7,TRS
37.0172,-112.2831,111.6,TRS
37.0172,-112.2837,110.9,TRS
37.0172,-112.2842,112.2,TRS
37.0172,-112.2848,113.1,TRS
37.0172,-112.2853,111.3,TRS
37.0172,-112.2859,113.4,TRS
37.0172,-112.2864,112.2,TRS
37.0172,-112.287,112.2,TRS
37.0172,-112.2875,111.6,TRS
37.0172,-112.2881,114.0,TRS
37.0172,-112.2887,115.2,TRS
37.0171,-112.2892,112.2,TRS
37.0171,-112.2898,110.6,TRS
37.0171,-112.2903,112.8,TRS
37.0171,-112.2909,112.5,TRS
37.0171,-112.2914,108.5,TRS
37.0171,-112.292,110.6,TRS
37.0171,-112.2925,112.8,TRS
37.0171,-112.2931,112.8,TRS
37.0171,-112.2936,112.5,TRS
37.0171,-112.2942,113.1,TRS
37.0171,-112.2947,115.2,TRS
37.0171,-112.2953,113.4,TRS
37.0171,-112.2958,113.7,TRS
37.0171,-112.2964,118.6,TRS
37.0171,-112.2969,118.0,TRS
37.0171,-112.2975,121.0,TRS
37.0171,-112.298,122.2,TRS
37.0171,-112.2986,123.1,TRS
37.0171,-112.2991,124.4,TRS
37.0171,-112.2997,125.3,TRS
37.017,-112.3002,125.6,TRS
37.017,-112.3008,126.2,TRS
37.017,-112.3013,126.8,TRS
37.017,-112.3019,126.2,TRS
37.017,-112.3024,124.1,TRS
37.017,-112.303,125.0,TRS
37.017,-112.3035,121.9,TRS
37.017,-112.3041,121.3,TRS
37.017,-112.3047,122.8,TRS
37.017,-112.3052,121.6,TRS
37.017,-112.3058,121.9,TRS
37.017,-112.3063,122.8,TRS
37.017,-112.3069,122.2,TRS
37.017,-112.3074,120.7,TRS
37.017,-112.308,121.3,QA
37.017,-112.3085,121.6,QA
37.017,-112.3091,121.3,QA
37.017,-112.3096,121.9,QA
37.017,-112.3102,120.7,QA
37.0169,-112.3107,123.1,QA
37.0169,-112.3113,121.9,QA
37.0169,-112.3118,122.8,QA
37.0169,-112.3124,122.8,QA
37.0169,-112.3129,123.7,QA
37.0169,-112.3135,124.1,QA
37.0169,-112.314,122.2,QA
37.0169,-112.3146,120.7,QA
37.0169,-112.3151,121.9,QA
37.0169,-112.3157,121.9,QA
37.0169,-112.3162,122.2,QA
37.0169,-112.3168,121.3,QA
37.0169,-112.3173,122.2,QA
37.0169,-112.3179,122.8,QA
37.0169,-112.3184,119.8,QA
37.0169,-112.319,122.5,QA
37.0169,-112.3195,123.7,QA
37.0169,-112.3201,124.4,QA
37.0169,-112.3207,125.9,QA
37.0169,-112.3212,125.6,QA
37.0168,-112.3218,127.7,QA
37.0168,-112.3223,127.4,QA
37.0168,-112.3229,126.8,QA
37.0168,-112.3234,127.7,QA
37.0168,-112.324,126.5,QA
37.0168,-112.3245,127.7,QA
37.0168,-112.3251,127.7,QA
37.0168,-112.3256,129.5,QA
37.0168,-112.3262,127.1,QA
37.0168,-112.3267,128.0,QA
37.0168,-112.3273,127.4,QA
37.0168,-112.3278,128.0,QA
37.0168,-112.3284,128.9,QA
37.0168,-112.3289,128.6,QA
37.0168,-112.3295,129.5,QA
37.0168,-112.33,130.8,QA
37.0168,-112.3306,129.8,QA
37.0168,-112.3311,130.1,QA
37.0168,-112.3317,127.7,QA
37.0168,-112.3322,128.9,QA
37.0167,-112.3328,129.2,QA
37.0167,-112.3333,128.9,QA
37.0167,-112.3339,128.6,QA
37.0167,-112.3344,129.5,QA
37.0167,-112.335,128.0,QA
37.0167,-112.3356,128.3,QA
37.0167,-112.3361,131.4,QA
37.0167,-112.3367,131.7,QA
37.0167,-112.3372,134.1,QA
37.0167,-112.3378,134.7,QA
37.0167,-112.3383,134.4,QA
37.0167,-112.3389,134.7,QA
37.0167,-112.3394,136.2,QA
37.0167,-112.34,134.1,QA
37.0167,-112.3405,134.1,QA
37.0167,-112.3411,129.8,QA
37.0167,-112.3416,126.5,QA
37.0167,-112.3422,130.5,QA
37.0167,-112.3427,127.1,QA
37.0166,-112.3433,126.2,QA
37.0166,-112.3438,127.1,QA
37.0166,-112.3444,118.6,QA
37.0166,-112.3449,119.2,QA
37.0166,-112.3455,121.9,TRS
37.0166,-112.346,123.4,TRS
37.0166,-112.3466,122.5,TRS
37.0166,-112.3471,123.1,TRS
37.0166,-112.3477,120.7,TRS
37.0166,-112.3482,120.7,TRS
37.0166,-112.3488,124.1,TRS
37.0166,-112.3493,127.1,TRS
37.0166,-112.3499,122.8,TRS
37.0166,-112.3504,122.5,TRS
37.0166,-112.351,130.8,TRS
37.0166,-112.3516,132.9,TRS
37.0166,-112.3521,136.2,TRS
37.0166,-112.3527,143.3,TRS
37.0166,-112.3532,138.7,TRS
37.0166,-112.3538,149.4,TRS
37.0165,-112.3543,144.5,TRS
37.0165,-112.3549,139.3,TRS
37.0165,-112.3554,138.4,TRS
37.0165,-112.356,137.8,TRS
37.0165,-112.3565,140.8,TRS
37.0165,-112.3571,140.8,TRS
37.0165,-112.3576,142.0,TRS
37.0165,-112.3582,137.5,TRS
37.0165,-112.3587,137.2,TRS
37.0165,-112.3593,135.6,TRS
37.0165,-112.3598,121.6,TRS
37.0165,-112.3604,118.3,TRS
37.0165,-112.3609,116.4,TRS
37.0165,-112.3615,115.2,TRS
37.0165,-112.362,117.0,TRS
37.0165,-112.3626,117.0,TRS
37.0165,-112.3631,116.4,TRS
37.0165,-112.3637,117.0,QA
37.0165,-112.3642,118.6,QA
37.0165,-112.3648,119.5,QA
37.0164,-112.3653,119.8,QA
37.0164,-112.3659,121.0,QA
37.0164,-112.3665,120.4,QA
37.0164,-112.367,121.0,QA
37.0164,-112.3676,119.2,TRS
37.0164,-112.3681,117.3,TRS
37.0164,-112.3687,114.9,TRS
37.0164,-112.3692,114.0,TRS
37.0164,-112.3698,111.6,TRS
37.0164,-112.3703,112.8,TRS
37.0164,-112.3709,112.5,TRS
37.0164,-112.3714,113.4,TRS
37.0164,-112.372,113.1,TRS
37.0164,-112.3725,113.7,TRS
37.0164,-112.3731,115.5,TRS
37.0164,-112.3736,117.3,TRS
37.0164,-112.3742,120.1,TRS
37.0164,-112.3747,120.7,TRS
37.0164,-112.3753,120.1,TRS
37.0164,-112.3758,121.6,TRS
37.0163,-112.3764,120.1,TRS
37.0163,-112.3769,120.4,TRS
37.0163,-112.3775,119.5,TRS
37.0163,-112.378,119.2,TRS
37.0163,-112.3786,118.9,TRS
37.0163,-112.3791,119.2,TRS
37.0163,-112.3797,119.8,TRS
37.0163,-112.3802,118.0,TRS
37.0163,-112.3808,118.9,TRS
37.0163,-112.3813,116.4,TRS
37.0163,-112.3819,117.7,QA
37.0163,-112.3825,115.5,QA
37.0163,-112.383,114.9,QA
37.0163,-112.3836,113.4,QA
37.0163,-112.3841,112.5,QA
37.0163,-112.3847,113.1,QA
37.0163,-112.3852,112.5,QA
37.0163,-112.3858,113.4,QA
37.0163,-112.3863,114.0,QA
37.0162,-112.3869,113.4,QA
37.0162,-112.3874,113.7,QA
37.0162,-112.388,115.2,QA
37.0162,-112.3885,113.7,QA
37.0162,-112.3891,112.2,QA
37.0162,-112.3896,112.8,QA
37.0162,-112.3902,109.7,QA
37.0162,-112.3907,111.9,QA
37.0162,-112.3913,109.7,QA
37.0162,-112.3918,109.4,QA
37.0162,-112.3924,111.9,QA
37.0162,-112.3929,114.0,QA
37.0162,-112.3935,114.3,QA
37.0162,-112.394,114.3,QA
37.0162,-112.3946,112.5,QA
37.0162,-112.3951,116.1,QA
37.0162,-112.3957,115.2,QA
37.0162,-112.3962,117.7,QA
37.0162,-112.3968,117.7,QA
37.0161,-112.3974,117.0,QA
37.0161,-112.3979,116.4,QA
37.0161,-112.3985,116.1,QA
37.0161,-112.399,116.7,QA
37.0161,-112.3996,117.7,QA
37.0161,-112.4001,118.6,QA
37.0161,-112.4007,118.6,QA
37.0161,-112.4012,117.0,QA
37.0161,-112.4018,119.8,QA
37.0161,-112.4023,120.4,QA
37.0161,-112.4029,121.0,QA
37.0161,-112.4034,120.4,QA
37.0161,-112.404,119.5,QA
37.0161,-112.4045,118.9,QA
37.0161,-112.4051,118.0,QA
37.0161,-112.4056,116.7,QA
37.0161,-112.4062,116.7,QA
37.0161,-112.4067,118.6,QA
37.0161,-112.4073,118.0,QA
37.0161,-112.4078,115.8,QA
37.0161,-112.4084,114.0,QA
37.016,-112.4089,113.1,QA
37.016,-112.4095,114.3,QA
37.016,-112.41,118.6,QA
37.016,-112.4106,119.8,QA
37.016,-112.4111,113.4,QA
37.016,-112.4117,118.6,QA
37.016,-112.4122,117.0,QA
37.016,-112.4128,119.5,QA
37.016,-112.4134,119.8,QA
37.016,-112.4139,120.4,QA
37.016,-112.4145,118.3,QA
37.016,-112.415,116.4,QA
37.016,-112.4156,114.9,QA
37.016,-112.4161,114.0,QA
