Latitude(DD),Longitude(DD),TotMagField,CorrectedMag
37.196,-112.4202,52533.6,-174.2
37.1961,-112.4207,52536.8,-170.6
37.1961,-112.4213,52532.3,-175.0
37.1961,-112.4218,52540.8,-166.2
37.1961,-112.4224,52534.3,-173.2
37.1961,-112.423,52537.8,-169.8
37.1961,-112.4235,52536.4,-172.6
37.1961,-112.4241,52536.6,-173.4
37.1961,-112.4246,52534.6,-175.3
37.1962,-112.4252,52535.3,-174.8
37.1962,-112.4258,52536.6,-173.9
37.1962,-112.4263,52530.6,-180.3
37.1962,-112.4269,52534.1,-176.6
37.1962,-112.4274,52535.1,-175.4
37.1962,-112.428,52534.8,-175.4
37.1962,-112.4286,52535.1,-174.9
37.1962,-112.4291,52535.6,-174.3
37.1963,-112.4297,52533.1,-176.7
37.1963,-112.4302,52533.3,-176.8
37.1963,-112.4308,52533.3,-176.6
37.1963,-112.4314,52528.6,-181.4
37.1963,-112.4319,52528.8,-181.0
37.1963,-112.4325,52530.3,-179.4
37.1963,-112.4331,52534.1,-175.6
37.1963,-112.4336,52533.1,-176.4
37.1964,-112.4342,52529.4,-180.1
37.1964,-112.4347,52527.1,-182.2
37.1964,-112.4353,52529.6,-179.8
37.1964,-112.4358,52527.1,-182.1
37.1964,-112.4364,52525.3,-184.0
37.1964,-112.437,52525.3,-183.7
37.1964,-112.4375,52526.8,-182.1
37.1964,-112.4381,52522.8,-186.2
37.1965,-112.4387,52521.3,-187.7
37.1965,-112.4392,52526.3,-182.7
37.1965,-112.4398,52521.3,-187.6
37.1965,-112.4403,52524.1,-184.7
37.1965,-112.4409,52529.4,-179.3
37.1965,-112.4415,52526.6,-181.9
37.1965,-112.442,52527.1,-181.1
37.1965,-112.4426,52522.8,-185.0
37.1966,-112.4431,52523.6,-183.9
37.1966,-112.4437,52522.6,-184.2
37.1966,-112.4443,52522.1,-184.9
37.1966,-112.4448,52519.6,-187.9
37.1966,-112.4454,52523.1,-184.7
37.1966,-112.4459,52518.3,-189.2
37.1966,-112.4465,52521.8,-185.2
37.1966,-112.4471,52523.1,-182.7
37.1967,-112.4476,52517.3,-187.4
37.1967,-112.4482,52518.3,-186.1
37.1967,-112.4487,52524.8,-179.2
37.1967,-112.4493,52522.8,-181.4
37.1967,-112.4499,52521.1,-182.8
37.1967,-112.4504,52519.6,-184.6
37.1967,-112.451,52518.1,-185.7
37.1967,-112.4515,52521.1,-182.6
37.1967,-112.4521,52515.3,-188.2
37.1968,-112.4527,52517.3,-186.4
37.1968,-112.4532,52512.8,-190.6
37.1968,-112.4538,52517.1,-185.8
37.1968,-112.4543,52519.8,-183.2
37.1968,-112.4549,52518.6,-184.4
37.1968,-112.4555,52514.3,-188.1
37.1968,-112.456,52514.1,-187.6
37.1968,-112.4566,52510.3,-190.9
37.1969,-112.4571,52511.6,-189.5
37.1969,-112.4577,52515.6,-185.3
37.1969,-112.4583,52509.3,-192.2
37.1969,-112.4588,52511.6,-189.9
37.1969,-112.4594,52510.6,-190.7
37.1969,-112.4599,52512.1,-188.8
37.1969,-112.4605,52516.1,-185.6
37.1969,-112.4611,52509.1,-192.8
37.197,-112.4616,52515.3,-186.4
37.197,-112.4622,52512.8,-188.7
37.197,-112.4627,52512.8,-188.5
37.197,-112.4633,52511.1,-189.9
37.197,-112.4639,52511.6,-188.3
37.197,-112.4644,52509.1,-190.8
37.197,-112.465,52507.1,-193.2
37.197,-112.4655,52505.1,-195.8
37.1971,-112.4661,52512.8,-187.8
37.1971,-112.4667,52508.1,-192.1
37.1971,-112.4672,52504.8,-195.7
37.1971,-112.4678,52510.6,-190.6
37.1971,-112.4683,52506.3,-196.1
37.1971,-112.4689,52505.3,-197.4
37.1971,-112.4695,52514.6,-188.6
37.1971,-112.47,52510.1,-192.9
37.1972,-112.4706,52506.6,-196.3
37.1972,-112.4711,52513.6,-189.4
37.1972,-112.4717,52506.6,-196.5
37.1972,-112.4723,52513.3,-189.9
37.1972,-112.4728,52508.1,-194.6
37.1972,-112.4734,52509.3,-192.9
37.1972,-112.4739,52509.3,-192.2
37.1972,-112.4745,52509.6,-189.9
37.1973,-112.4751,52512.6,-186.5
37.1973,-112.4756,52506.6,-195.8
37.1973,-112.4762,52506.6,-195.7
37.1973,-112.4767,52504.1,-198.0
37.1973,-112.4773,52503.8,-198.6
37.1973,-112.4779,52504.1,-197.6
37.1973,-112.4784,52504.3,-196.5
37.1973,-112.479,52511.1,-189.2
37.1974,-112.4796,52501.6,-198.6
37.1974,-112.4801,52507.8,-192.4
37.1974,-112.4807,52512.6,-187.4
37.1974,-112.4812,52511.6,-188.3
37.1974,-112.4818,52508.6,-191.0
37.1974,-112.4823,52507.6,-192.0
37.1974,-112.4829,52507.1,-192.1
37.1974,-112.4835,52510.8,-188.4
37.1975,-112.484,52508.3,-191.0
37.1975,-112.4846,52509.3,-189.8
37.1975,-112.4852,52510.6,-188.5
37.1975,-112.4857,52508.1,-190.7
37.1975,-112.4863,52510.3,-188.1
37.1975,-112.4868,52507.3,-191.2
37.1975,-112.4874,52507.1,-191.8
37.1975,-112.488,52509.6,-189.4
37.1976,-112.4885,52508.6,-190.3
37.1976,-112.4891,52510.8,-188.1
37.1976,-112.4896,52514.3,-184.2
37.1976,-112.4902,52510.3,-187.9
37.1976,-112.4908,52513.8,-184.4
37.1976,-112.4913,52511.3,-187.4
37.1976,-112.4919,52508.1,-190.5
37.1976,-112.4924,52508.3,-190.4
37.1977,-112.493,52512.1,-186.4
37.1977,-112.4936,52512.1,-186.1
37.1977,-112.4941,52510.6,-187.4
37.1977,-112.4947,52513.1,-184.6
37.1977,-112.4952,52513.1,-184.9
37.1977,-112.4958,52511.8,-186.0
37.1977,-112.4964,52510.3,-187.6
37.1977,-112.4969,52521.8,-175.9
37.1977,-112.4975,52514.3,-183.3
37.1978,-112.498,52515.8,-181.8
37.1978,-112.4986,52516.8,-180.5
37.1978,-112.4992,52518.6,-178.8
37.1978,-112.4997,52514.8,-182.4
37.1978,-112.5003,52514.8,-182.4
37.1978,-112.5008,52519.3,-177.6
37.1978,-112.5014,52519.1,-177.7
37.1978,-112.5019,52518.3,-178.4
37.1978,-112.5025,52517.8,-178.8
37.1977,-112.503,52515.8,-180.5
37.1977,-112.5035,52513.6,-182.5
37.1977,-112.5041,52519.3,-176.8
37.1977,-112.5046,52519.6,-176.5
37.1977,-112.5052,52516.6,-179.9
37.1976,-112.5057,52519.3,-177.1
37.1976,-112.5062,52519.8,-176.8
37.1976,-112.5068,52516.8,-179.7
37.1976,-112.5073,52521.3,-175.4
37.1976,-112.5079,52520.1,-176.2
37.1975,-112.5084,52523.1,-173.0
37.1975,-112.5089,52517.6,-178.3
37.1975,-112.5095,52525.3,-170.6
37.1975,-112.51,52518.3,-177.5
37.1975,-112.5106,52525.1,-170.7
37.1974,-112.5111,52526.3,-169.6
37.1974,-112.5116,52525.6,-170.1
37.1974,-112.5122,52527.6,-167.8
37.1974,-112.5127,52524.1,-170.8
37.1974,-112.5132,52524.1,-170.6
37.1973,-112.5138,52521.8,-172.4
37.1973,-112.5143,52525.3,-168.6
37.1973,-112.5149,52528.8,-164.8
37.1973,-112.5154,52526.1,-167.5
37.1972,-112.5159,52530.3,-162.9
37.1972,-112.5165,52528.6,-164.7
37.1972,-112.517,52525.1,-168.0
37.1972,-112.5176,52526.8,-166.1
37.1972,-112.5181,52527.3,-165.9
37.1971,-112.5186,52529.6,-163.4
37.1971,-112.5192,52536.1,-156.9
37.1971,-112.5197,52534.1,-158.6
37.1971,-112.5203,52531.8,-160.7
37.1971,-112.5208,52533.3,-158.7
37.197,-112.5213,52528.8,-163.0
37.197,-112.5219,52533.6,-157.8
37.197,-112.5224,52532.3,-159.1
37.197,-112.523,52534.6,-156.5
37.197,-112.5235,52528.3,-162.7
37.1969,-112.524,52532.1,-158.7
37.1969,-112.5246,52531.1,-159.3
37.1969,-112.5251,52528.1,-162.1
37.1969,-112.5257,52529.1,-161.0
37.1968,-112.5262,52532.1,-157.9
37.1968,-112.5267,52531.8,-157.9
37.1968,-112.5273,52529.6,-160.3
37.1968,-112.5278,52532.3,-157.0
37.1968,-112.5283,52536.1,-153.0
37.1967,-112.5289,52538.3,-150.0
37.1967,-112.5294,52549.3,-138.8
37.1967,-112.53,52556.1,-132.1
37.1967,-112.5305,52553.8,-133.9
37.1967,-112.531,52544.8,-143.0
37.1966,-112.5316,52547.6,-140.0
37.1966,-112.5321,52535.1,-152.6
37.1966,-112.5327,52543.8,-143.6
37.1966,-112.5332,52536.6,-150.8
37.1966,-112.5337,52537.8,-149.4
37.1965,-112.5343,52533.1,-153.9
37.1965,-112.5348,52542.6,-144.2
37.1965,-112.5354,52536.4,-150.5
37.1965,-112.5359,52541.3,-145.5
37.1965,-112.5364,52540.1,-146.9
37.1964,-112.537,52535.8,-151.2
37.1964,-112.5375,52537.3,-150.3
37.1964,-112.5381,52538.8,-148.6
37.1964,-112.5386,52538.1,-149.1
37.1963,-112.5391,52539.1,-148.2
37.1963,-112.5397,52544.1,-143.0
37.1963,-112.5402,52541.6,-145.8
37.1963,-112.5407,52538.6,-149.0
37.1963,-112.5413,52537.6,-150.1
37.1962,-112.5418,52537.8,-149.5
37.1962,-112.5424,52538.8,-148.5
37.1962,-112.5429,52539.6,-147.4
37.1962,-112.5434,52541.3,-145.6
37.1962,-112.544,52540.8,-145.6
37.1961,-112.5445,52543.8,-142.6
37.1961,-112.5451,52541.1,-145.2
37.1961,-112.5456,52540.1,-146.1
37.1961,-112.5461,52544.8,-141.4
37.1961,-112.5467,52545.1,-140.9
37.196,-112.5472,52542.6,-143.5
37.196,-112.5478,52542.6,-143.1
37.196,-112.5483,52542.8,-142.9
37.196,-112.5488,52541.1,-144.4
37.1959,-112.5494,52538.6,-147.1
37.1959,-112.5499,52539.8,-145.6
37.1959,-112.5505,52541.8,-143.2
37.1959,-112.551,52544.6,-140.2
37.1959,-112.5515,52542.8,-141.9
37.1958,-112.5521,52546.1,-138.8
37.1958,-112.5526,52544.1,-140.7
37.1958,-112.5532,52542.8,-142.0
37.1958,-112.5537,52541.3,-143.3
37.1958,-112.5542,52538.8,-145.8
37.1957,-112.5548,52545.6,-138.7
37.1957,-112.5553,52537.6,-146.8
37.1957,-112.5558,52542.3,-141.9
37.1957,-112.5564,52540.8,-143.4
37.1957,-112.5569,52538.1,-145.9
37.1956,-112.5575,52541.6,-142.2
37.1956,-112.558,52538.1,-145.6
37.1956,-112.5585,52540.6,-143.1
37.1956,-112.5591,52538.8,-144.6
37.1956,-112.5596,52537.6,-145.2
37.1955,-112.5602,52538.1,-144.5
37.1955,-112.5607,52533.3,-149.0
37.1955,-112.5612,52536.1,-146.2
37.1955,-112.5618,52534.1,-148.2
37.1954,-112.5623,52533.8,-148.6
37.1954,-112.5629,52534.1,-148.0
37.1954,-112.5634,52530.6,-151.4
37.1954,-112.5639,52532.9,-148.8
37.1954,-112.5645,52535.3,-146.1
37.1953,-112.565,52531.6,-149.7
37.1953,-112.5656,52530.1,-151.8
37.1953,-112.5661,52528.6,-153.2
37.1953,-112.5666,52528.6,-152.7
37.1953,-112.5672,52530.1,-151.2
37.1952,-112.5677,52529.1,-151.9
37.1952,-112.5683,52532.6,-148.9
37.1952,-112.5688,52524.1,-157.6
37.1952,-112.5693,52523.8,-158.1
37.1952,-112.5699,52524.3,-157.4
37.1951,-112.5704,52525.3,-156.2
37.1951,-112.5709,52527.6,-153.6
37.1951,-112.5715,52520.8,-160.0
37.1951,-112.572,52523.3,-157.3
37.1951,-112.5726,52522.8,-157.8
37.195,-112.5731,52518.8,-161.8
37.195,-112.5736,52523.6,-156.5
37.195,-112.5742,52517.3,-162.4
37.195,-112.5747,52522.3,-156.8
37.1949,-112.5753,52516.8,-162.2
37.1949,-112.5758,52518.6,-160.7
37.1949,-112.5763,52517.3,-162.0
37.1949,-112.5769,52514.8,-164.3
37.1949,-112.5774,52519.8,-159.3
37.1948,-112.578,52514.1,-164.6
37.1948,-112.5785,52515.3,-162.6
37.1948,-112.579,52514.6,-162.8
37.1948,-112.5796,52518.8,-158.6
37.1948,-112.5801,52512.8,-165.1
37.1947,-112.5807,52511.8,-165.9
37.1947,-112.5812,52513.8,-163.9
37.1947,-112.5817,52515.1,-162.2
37.1947,-112.5823,52512.3,-164.8
37.1947,-112.5828,52507.8,-168.3
37.1946,-112.5833,52510.6,-165.4
37.1946,-112.5839,52512.6,-163.7
37.1946,-112.5844,52510.3,-166.4
37.1946,-112.585,52507.1,-169.3
37.1946,-112.5855,52509.6,-166.7
37.1945,-112.586,52508.6,-167.4
37.1945,-112.5866,52507.8,-168.0
37.1945,-112.5871,52508.3,-167.4
37.1945,-112.5877,52507.3,-168.1
37.1944,-112.5882,52506.6,-167.9
37.1944,-112.5887,52503.3,-170.7
37.1944,-112.5893,52502.3,-171.3
37.1944,-112.5898,52503.3,-170.5
37.1944,-112.5904,52500.1,-173.9
37.1943,-112.5909,52495.3,-178.7
37.1943,-112.5914,52498.6,-175.5
37.1943,-112.592,52505.8,-167.9
37.1943,-112.5925,52498.1,-175.6
37.1943,-112.5931,52497.1,-176.5
37.1942,-112.5936,52498.6,-174.6
37.1942,-112.5941,52497.8,-175.0
37.1942,-112.5947,52495.6,-177.0
37.1942,-112.5952,52498.1,-174.6
37.1942,-112.5958,52496.1,-176.9
37.1941,-112.5963,52495.6,-177.1
37.1941,-112.5968,52490.8,-181.0
37.1941,-112.5974,52499.9,-171.5
37.1941,-112.5979,52494.3,-177.0
37.1941,-112.5984,52491.1,-180.6
37.194,-112.599,52493.8,-177.9
37.194,-112.5995,52494.1,-177.5
37.194,-112.6001,52487.8,-183.6
37.194,-112.6006,52485.6,-185.5
37.1939,-112.6011,52489.6,-181.5
37.1939,-112.6017,52491.8,-179.1
37.1939,-112.6022,52489.8,-180.9
37.1939,-112.6028,52489.8,-180.8
37.1939,-112.6033,52489.3,-181.4
37.1938,-112.6038,52491.6,-178.9
37.1938,-112.6044,52488.8,-181.6
37.1938,-112.6049,52485.8,-184.4
37.1938,-112.6055,52486.6,-183.4
37.1938,-112.606,52484.6,-185.8
37.1937,-112.6065,52486.6,-183.7
37.1937,-112.6071,52488.6,-181.6
37.1937,-112.6076,52485.8,-184.2
37.1937,-112.6082,52485.1,-185.0
37.1937,-112.6087,52487.6,-182.4
37.1936,-112.6092,52486.6,-183.2
37.1936,-112.6098,52482.6,-187.1
37.1936,-112.6103,52489.3,-180.9
37.1936,-112.6108,52483.3,-187.8
37.1936,-112.6114,52484.3,-188.0
37.1935,-112.6119,52481.6,-190.8
37.1935,-112.6125,52488.3,-184.6
37.1935,-112.613,52482.3,-190.8
37.1935,-112.6135,52488.1,-185.0
37.1935,-112.6141,52481.1,-192.0
37.1935,-112.6146,52483.6,-189.3
37.1935,-112.6152,52482.1,-190.5
37.1935,-112.6157,52481.8,-190.2
37.1935,-112.6162,52478.8,-193.0
37.1935,-112.6168,52480.8,-190.9
37.1935,-112.6173,52482.1,-189.9
37.1935,-112.6178,52484.3,-187.8
37.1936,-112.6184,52481.3,-191.1
37.1936,-112.6189,52483.1,-189.2
37.1936,-112.6195,52482.6,-189.4
37.1936,-112.62,52482.1,-189.9
37.1936,-112.6205,52483.1,-188.5
37.1936,-112.6211,52480.1,-191.3
37.1936,-112.6216,52478.8,-192.3
37.1936,-112.6221,52477.6,-193.4
37.1936,-112.6227,52482.1,-188.7
37.1936,-112.6232,52477.6,-193.2
37.1936,-112.6237,52484.6,-185.9
37.1936,-112.6243,52482.1,-187.3
37.1937,-112.6248,52478.6,-190.4
37.1937,-112.6254,52478.8,-190.2
37.1937,-112.6259,52484.3,-184.1
37.1937,-112.6264,52483.6,-184.8
37.1937,-112.627,52480.6,-187.1
37.1937,-112.6275,52485.3,-182.5
37.1937,-112.628,52482.1,-185.4
37.1937,-112.6286,52480.6,-187.0
37.1937,-112.6291,52483.8,-184.0
37.1937,-112.6296,52477.1,-190.9
37.1938,-112.6302,52477.1,-191.2
37.1938,-112.6307,52478.8,-189.4
37.1938,-112.6313,52481.8,-186.4
37.1938,-112.6318,52476.3,-191.1
37.1938,-112.6323,52482.8,-184.6
37.1938,-112.6329,52482.8,-185.1
37.1938,-112.6334,52480.6,-187.4
37.1938,-112.6339,52484.1,-183.7
37.1938,-112.6345,52475.1,-191.8
37.1938,-112.635,52481.1,-185.8
37.1939,-112.6356,52480.8,-186.3
37.1939,-112.6361,52479.3,-187.9
37.1939,-112.6366,52480.3,-187.2
37.1939,-112.6372,52478.8,-188.9
37.1939,-112.6377,52477.6,-190.1
37.1939,-112.6382,52478.8,-189.2
37.1939,-112.6388,52482.1,-186.2
37.1939,-112.6393,52482.8,-185.5
37.1939,-112.6398,52479.1,-188.9
37.1939,-112.6404,52481.3,-186.7
37.1939,-112.6409,52481.1,-186.7
37.194,-112.6415,52481.3,-186.6
37.194,-112.642,52480.3,-187.5
37.194,-112.6425,52483.8,-183.9
37.194,-112.6431,52480.6,-186.8
37.194,-112.6436,52480.3,-186.9
37.194,-112.6441,52478.3,-189.0
37.194,-112.6447,52482.3,-184.9
37.194,-112.6452,52478.6,-188.6
37.194,-112.6457,52479.8,-187.4
37.194,-112.6463,52477.3,-190.0
37.194,-112.6468,52478.3,-188.7
37.1941,-112.6474,52480.3,-186.6
37.1941,-112.6479,52479.1,-187.7
37.1941,-112.6484,52478.3,-188.7
37.1941,-112.649,52483.3,-183.7
37.1941,-112.6495,52482.8,-184.1
37.1941,-112.65,52479.8,-187.2
37.1941,-112.6506,52480.1,-186.7
37.1941,-112.6511,52480.1,-186.8
37.1941,-112.6517,52484.1,-182.6
37.1941,-112.6522,52477.1,-189.7
37.1941,-112.6527,52480.3,-186.2
37.1942,-112.6533,52478.3,-187.8
37.1942,-112.6538,52480.3,-185.7
37.1942,-112.6543,52477.8,-188.5
37.1942,-112.6549,52483.6,-182.6
37.1942,-112.6554,52481.3,-185.0
37.1942,-112.6559,52482.1,-183.9
37.1942,-112.6565,52478.8,-187.3
37.1942,-112.657,52480.6,-185.4
37.1942,-112.6576,52478.6,-187.2
37.1942,-112.6581,52477.8,-188.1
37.1943,-112.6586,52477.8,-188.0
37.1943,-112.6592,52476.8,-189.1
37.1943,-112.6597,52478.6,-187.3
37.1943,-112.6602,52478.8,-187.0
37.1943,-112.6608,52480.3,-185.1
37.1943,-112.6613,52479.8,-185.5
37.1943,-112.6619,52482.3,-182.7
37.1944,-112.6624,52481.3,-183.8
37.1944,-112.663,52479.6,-185.4
37.1944,-112.6636,52474.8,-190.0
37.1945,-112.6642,52476.8,-188.0
37.1945,-112.6648,52475.1,-189.5
37.1946,-112.6654,52473.1,-191.5
37.1946,-112.6659,52471.8,-192.6
37.1947,-112.6665,52468.8,-195.2
37.1947,-112.6671,52468.6,-195.6
37.1948,-112.6677,52470.1,-194.4
37.1948,-112.6683,52474.6,-190.2
37.1949,-112.6689,52469.3,-195.6
37.1949,-112.6694,52468.3,-197.0
37.195,-112.67,52468.3,-196.8
37.195,-112.6706,52466.9,-198.0
37.195,-112.6712,52468.6,-196.3
37.1951,-112.6718,52470.6,-194.2
37.1951,-112.6724,52463.1,-201.9
37.1952,-112.673,52466.1,-199.0
37.1952,-112.6735,52469.8,-195.1
37.1953,-112.6741,52466.9,-198.1
37.1953,-112.6747,52464.1,-200.5
37.1954,-112.6753,52464.1,-200.1
37.1954,-112.6759,52463.6,-200.0
37.1955,-112.6765,52470.8,-192.0
37.1955,-112.677,52466.6,-196.5
37.1956,-112.6776,52461.3,-202.3
37.1956,-112.6782,52454.1,-209.6
37.1957,-112.6788,52467.8,-195.5
37.1957,-112.6794,52462.1,-200.3
37.1957,-112.68,52460.1,-201.7
37.1958,-112.6806,52458.8,-202.7
37.1958,-112.6811,52464.8,-196.9
37.1959,-112.6817,52455.6,-206.3
37.1959,-112.6823,52462.6,-199.8
37.196,-112.6829,52453.8,-208.6
37.196,-112.6835,52456.8,-205.7
37.1961,-112.6841,52457.1,-205.1
37.1961,-112.6846,52452.6,-210.1
37.1962,-112.6852,52450.8,-212.3
37.1962,-112.6858,52451.1,-212.1
37.1963,-112.6864,52448.1,-215.2
37.1963,-112.687,52443.1,-220.0
37.1964,-112.6876,52448.6,-214.0
37.1964,-112.6881,52448.6,-214.0
37.1964,-112.6887,52446.3,-216.1
37.1965,-112.6893,52449.3,-212.6
37.1965,-112.6899,52448.3,-213.0
37.1966,-112.6905,52444.8,-216.1
37.1966,-112.6911,52443.1,-217.5
37.1967,-112.6917,52443.3,-216.8
37.1967,-112.6922,52438.6,-220.8
37.1968,-112.6928,52444.8,-213.8
37.1968,-112.6934,52432.8,-225.8
37.1969,-112.694,52435.8,-223.1
37.1969,-112.6946,52440.6,-219.3
37.197,-112.6952,52437.3,-223.1
37.197,-112.6957,52428.1,-232.8
37.197,-112.6963,52435.6,-226.2
37.1971,-112.6969,52438.6,-223.1
37.1971,-112.6975,52432.6,-229.0
37.1972,-112.6981,52433.6,-228.3
37.1972,-112.6987,52434.8,-227.1
37.1973,-112.6993,52428.1,-234.0
37.1973,-112.6998,52424.3,-237.2
37.1974,-112.7004,52428.8,-232.3
37.1974,-112.701,52425.3,-235.3
37.1975,-112.7016,52425.3,-235.7
37.1975,-112.7022,52428.3,-233.0
37.1976,-112.7028,52426.3,-235.3
37.1976,-112.7033,52425.6,-236.4
37.1977,-112.7039,52424.6,-237.2
37.1977,-112.7045,52422.1,-239.6
37.1977,-112.7051,52425.1,-236.3
37.1978,-112.7057,52420.6,-240.6
37.1978,-112.7063,52418.1,-243.4
37.1979,-112.7069,52422.6,-239.0
37.1979,-112.7074,52422.3,-239.4
37.198,-112.708,52415.8,-245.8
37.198,-112.7086,52415.6,-245.7
37.1981,-112.7092,52416.3,-244.8
37.1981,-112.7098,52416.8,-244.0
37.1982,-112.7104,52416.1,-244.6
37.1982,-112.7109,52414.3,-246.2
37.1983,-112.7115,52415.3,-244.9
37.1983,-112.7121,52416.3,-243.8
37.1984,-112.7127,52413.8,-246.2
37.1984,-112.7133,52413.6,-246.5
37.1984,-112.7139,52414.3,-245.6
37.1985,-112.7145,52411.1,-248.6
37.1985,-112.715,52414.1,-245.4
37.1986,-112.7156,52408.1,-250.4
37.1986,-112.7162,52411.1,-246.9
37.1987,-112.7168,52411.3,-246.1
37.1987,-112.7174,52410.3,-247.5
37.1988,-112.718,52412.6,-245.2
37.1988,-112.7185,52406.6,-251.0
37.1989,-112.7191,52407.8,-250.2
37.1989,-112.7197,52407.1,-251.5
37.199,-112.7203,52411.6,-247.4
37.199,-112.7209,52416.3,-242.5
37.199,-112.7215,52407.8,-251.1
37.1991,-112.7221,52406.6,-252.3
37.1991,-112.7226,52410.8,-247.9
37.1992,-112.7232,52413.3,-245.8
37.1992,-112.7238,52414.8,-244.4
37.1993,-112.7244,52412.1,-247.3
37.1993,-112.725,52403.6,-255.6
37.1994,-112.7256,52413.1,-245.6
37.1994,-112.7261,52406.1,-252.1
37.1995,-112.7267,52409.6,-248.3
37.1995,-112.7273,52412.8,-245.1
37.1996,-112.7279,52410.1,-247.4
37.1996,-112.7285,52411.3,-245.4
37.1997,-112.7291,52414.1,-242.6
37.1997,-112.7297,52408.1,-248.5
37.1998,-112.7302,52404.8,-252.4
37.1998,-112.7308,52411.3,-245.9
37.1998,-112.7314,52410.1,-247.2
37.1999,-112.732,52408.3,-249.0
37.1999,-112.7326,52410.3,-246.9
37.2,-112.7332,52414.8,-242.7
37.2,-112.7337,52413.3,-244.5
37.2001,-112.7343,52409.8,-248.3
37.2001,-112.7349,52408.3,-249.7
37.2002,-112.7355,52408.1,-249.5
37.2002,-112.7361,52410.6,-246.7
37.2003,-112.7367,52415.1,-242.2
37.2003,-112.7373,52412.8,-244.5
37.2004,-112.7378,52414.6,-242.9
37.2004,-112.7384,52418.8,-238.7
37.2004,-112.739,52414.3,-242.7
37.2005,-112.7396,52415.8,-240.8
37.2005,-112.7402,52413.6,-243.1
37.2006,-112.7408,52415.1,-241.8
37.2006,-112.7413,52416.6,-240.5
37.2007,-112.7419,52414.1,-242.9
37.2007,-112.7425,52418.8,-238.0
37.2008,-112.7431,52418.6,-238.3
37.2008,-112.7437,52418.8,-237.9
37.2009,-112.7443,52418.1,-238.6
37.2009,-112.7449,52420.1,-236.4
37.201,-112.7454,52416.6,-239.9
37.201,-112.746,52417.6,-238.6
37.201,-112.7466,52416.6,-239.5
37.2011,-112.7472,52417.8,-238.3
37.2011,-112.7478,52420.1,-235.4
37.2012,-112.7484,52415.8,-239.8
37.2012,-112.7489,52422.1,-233.6
37.2013,-112.7495,52422.6,-233.2
37.2013,-112.7501,52418.1,-237.7
37.2014,-112.7507,52415.8,-239.8
37.2014,-112.7513,52423.8,-231.8
37.2015,-112.7519,52421.3,-234.2
37.2015,-112.7525,52425.8,-230.0
37.2016,-112.753,52423.6,-232.1
37.2016,-112.7536,52426.3,-228.9
37.2017,-112.7542,52427.6,-227.4
37.2017,-112.7548,52423.1,-231.7
37.2018,-112.7554,52423.3,-231.5
37.2018,-112.756,52426.3,-228.2
37.2018,-112.7565,52426.3,-227.7
37.2019,-112.7571,52427.6,-226.3
37.2019,-112.7577,52427.8,-225.4
37.202,-112.7583,52425.3,-226.9
37.202,-112.7589,52427.8,-224.1
37.2021,-112.7595,52427.6,-223.4
37.2021,-112.7601,52430.6,-219.4
37.2022,-112.7606,52422.1,-228.6
37.2022,-112.7612,52431.1,-220.0
37.2023,-112.7618,52424.6,-226.4
37.2023,-112.7623,52427.6,-223.5
37.2023,-112.7629,52431.8,-219.6
37.2023,-112.7634,52424.6,-227.7
37.2023,-112.7638,52428.1,-224.5
37.2023,-112.7643,52429.1,-223.8
37.2023,-112.7648,52431.3,-221.4
37.2022,-112.7653,52429.6,-223.4
37.2022,-112.7658,52439.1,-214.0
37.2022,-112.7663,52431.6,-221.8
37.2022,-112.7667,52432.1,-220.8
37.2022,-112.7672,52428.8,-223.9
37.2022,-112.7677,52432.8,-219.5
37.2022,-112.7682,52431.6,-220.6
37.2021,-112.7687,52429.6,-222.1
37.2021,-112.7691,52432.1,-219.4
37.2021,-112.7696,52429.1,-222.4
37.2021,-112.7701,52429.3,-222.4
37.2021,-112.7706,52429.8,-221.8
37.2021,-112.7711,52430.6,-220.7
37.2021,-112.7715,52430.6,-220.4
37.202,-112.772,52433.1,-217.8
37.202,-112.7725,52428.1,-222.5
37.202,-112.773,52432.3,-217.9
37.202,-112.7735,52430.8,-219.0
37.202,-112.7739,52427.8,-220.8
37.202,-112.7744,52422.1,-226.1
37.202,-112.7749,52430.8,-217.6
37.202,-112.7754,52424.1,-224.6
37.2019,-112.7759,52429.3,-219.2
37.2019,-112.7764,52430.8,-217.9
37.2019,-112.7768,52423.1,-225.6
37.2019,-112.7773,52434.1,-215.0
37.2019,-112.7778,52431.8,-217.3
37.2019,-112.7783,52430.8,-218.6
37.2019,-112.7788,52423.8,-225.6
37.2018,-112.7792,52430.1,-219.5
37.2018,-112.7797,52432.3,-217.5
37.2018,-112.7802,52430.1,-219.9
37.2018,-112.7807,52428.8,-220.9
37.2018,-112.7812,52433.6,-215.7
37.2018,-112.7816,52429.3,-219.2
37.2018,-112.7821,52428.1,-219.9
37.2018,-112.7826,52430.6,-217.9
37.2017,-112.7831,52430.6,-213.9
37.2017,-112.7836,52426.8,-216.8
37.2017,-112.784,52435.3,-208.0
37.2017,-112.7845,52433.9,-210.9
37.2017,-112.785,52428.1,-217.8
37.2017,-112.7855,52425.6,-220.8
37.2017,-112.786,52428.6,-218.2
37.2016,-112.7865,52429.1,-217.9
37.2016,-112.7869,52429.1,-217.8
37.2016,-112.7874,52429.8,-216.4
37.2016,-112.7879,52423.6,-221.6
37.2016,-112.7884,52427.6,-217.5
37.2016,-112.7889,52426.1,-219.2
