Latitude(DD),Longitude(DD),TotMagField,CorrectedMag
37.0291,-111.9977,52685.8,-6.4
37.0291,-111.9982,52682.8,-9.3
37.029,-111.9988,52680.1,-11.9
37.029,-111.9988,52682.6,-9.8
37.029,-111.9993,52683.6,-9.1
37.029,-111.9999,52678.8,-13.9
37.029,-112.0005,52676.8,-16.2
37.0289,-112.0011,52678.8,-14.4
37.0289,-112.0016,52676.8,-16.2
37.0289,-112.0022,52677.1,-15.9
37.0288,-112.0028,52674.6,-18.2
37.0288,-112.0033,52676.3,-16.4
37.0288,-112.0039,52675.6,-16.8
37.0288,-112.0045,52674.3,-18.2
37.0287,-112.0051,52672.1,-20.4
37.0287,-112.0056,52671.6,-20.7
37.0287,-112.0062,52671.1,-21.0
37.0287,-112.0068,52671.6,-19.9
37.0286,-112.0074,52669.3,-21.7
37.0286,-112.0079,52671.3,-19.2
37.0286,-112.0085,52669.8,-20.6
37.0285,-112.0091,52668.3,-22.1
37.0285,-112.0097,52670.1,-20.1
37.0285,-112.0102,52667.1,-23.1
37.0285,-112.0108,52666.1,-24.0
37.0284,-112.0114,52665.3,-24.9
37.0284,-112.012,52666.6,-23.4
37.0284,-112.0125,52670.3,-19.7
37.0283,-112.0131,52666.1,-23.6
37.0283,-112.0137,52669.1,-20.2
37.0283,-112.0143,52668.1,-20.5
37.0283,-112.0148,52666.3,-21.7
37.0282,-112.0154,52669.3,-18.3
37.0282,-112.016,52667.6,-20.0
37.0282,-112.0166,52668.1,-19.5
37.0281,-112.0171,52666.6,-20.7
37.0281,-112.0177,52669.8,-16.7
37.0281,-112.0183,52667.1,-19.6
37.0281,-112.0188,52671.3,-15.4
37.028,-112.0194,52669.6,-16.9
37.028,-112.02,52669.1,-17.1
37.028,-112.0206,52673.1,-12.7
37.0279,-112.0211,52669.8,-15.5
37.0279,-112.0217,52671.1,-14.0
37.0279,-112.0223,52671.8,-13.7
37.0279,-112.0229,52670.1,-15.4
37.0278,-112.0234,52670.1,-15.5
37.0278,-112.024,52668.1,-17.0
37.0278,-112.0246,52668.6,-16.4
37.0278,-112.0252,52674.6,-10.3
37.0277,-112.0257,52671.6,-13.2
37.0277,-112.0263,52674.8,-10.0
37.0277,-112.0269,52674.3,-10.2
37.0276,-112.0275,52671.3,-13.1
37.0276,-112.028,52673.1,-11.6
37.0276,-112.0286,52676.3,-8.5
37.0276,-112.0292,52677.1,-8.3
37.0275,-112.0297,52672.6,-13.0
37.0275,-112.0303,52676.6,-9.8
37.0275,-112.0309,52679.3,-7.0
37.0274,-112.0315,52680.6,-5.9
37.0274,-112.032,52679.3,-6.9
37.0274,-112.0326,52680.8,-5.1
37.0274,-112.0332,52677.3,-8.6
37.0273,-112.0338,52678.8,-6.9
37.0273,-112.0343,52679.8,-5.8
37.0273,-112.0349,52680.3,-4.2
37.0273,-112.0355,52681.1,-3.2
37.0272,-112.0361,52680.8,-4.1
37.0272,-112.0366,52681.6,-3.6
37.0272,-112.0372,52682.8,-2.6
37.0271,-112.0378,52683.8,-1.5
37.0271,-112.0384,52682.6,-2.7
37.0271,-112.0389,52681.6,-3.5
37.0271,-112.0395,52681.3,-3.7
37.027,-112.0401,52684.3,-0.5
37.027,-112.0407,52689.1,4.8
37.027,-112.0412,52684.1,-0.3
37.0269,-112.0418,52682.6,-1.8
37.0269,-112.0424,52684.1,-0.1
37.0269,-112.0429,52686.3,2.7
37.0269,-112.0435,52686.3,2.8
37.0268,-112.0441,52688.8,5.5
37.0268,-112.0447,52685.3,2.0
37.0268,-112.0452,52686.8,3.5
37.0267,-112.0458,52686.3,3.6
37.0267,-112.0464,52686.6,4.3
37.0267,-112.047,52688.1,6.2
37.0267,-112.0475,52690.3,8.4
37.0266,-112.0481,52689.6,8.2
37.0266,-112.0487,52691.1,10.6
37.0266,-112.0493,52689.8,8.6
37.0266,-112.0498,52689.8,9.3
37.0265,-112.0504,52692.3,12.4
37.0265,-112.051,52689.8,10.8
37.0265,-112.0516,52691.3,12.8
37.0264,-112.0521,52691.3,12.4
37.0264,-112.0527,52689.6,10.3
37.0264,-112.0533,52692.1,12.9
37.0264,-112.0539,52693.1,13.9
37.0263,-112.0544,52691.8,12.8
37.0263,-112.055,52690.9,12.2
37.0263,-112.0556,52690.3,12.1
37.0262,-112.0562,52690.9,12.6
37.0262,-112.0567,52694.4,15.4
37.0262,-112.0573,52693.8,14.5
37.0262,-112.0579,52698.1,19.0
37.0261,-112.0584,52697.6,18.5
37.0261,-112.059,52692.8,13.8
37.0261,-112.0596,52694.1,15.0
37.0261,-112.0602,52697.6,18.2
37.026,-112.0607,52694.4,15.0
37.026,-112.0613,52698.8,19.3
37.026,-112.0619,52697.6,18.3
37.0259,-112.0625,52696.8,17.6
37.0259,-112.063,52695.8,16.8
37.0259,-112.0636,52693.3,14.5
37.0259,-112.0642,52696.8,18.0
37.0258,-112.0648,52696.3,17.8
37.0258,-112.0653,52698.6,20.2
37.0258,-112.0659,52694.8,16.6
37.0257,-112.0665,52696.6,18.8
37.0257,-112.0671,52697.8,20.1
37.0257,-112.0676,52698.1,20.6
37.0257,-112.0682,52696.6,19.2
37.0256,-112.0688,52695.6,18.6
37.0256,-112.0694,52696.8,20.2
37.0256,-112.0699,52699.1,23.2
37.0256,-112.0705,52696.3,20.5
37.0255,-112.0711,52700.1,24.4
37.0255,-112.0717,52698.3,22.6
37.0255,-112.0722,52697.1,21.6
37.0254,-112.0728,52695.3,19.9
37.0254,-112.0734,52699.6,24.3
37.0254,-112.0739,52697.8,22.9
37.0254,-112.0745,52701.1,25.9
37.0253,-112.0751,52698.3,22.9
37.0253,-112.0757,52697.8,22.6
37.0253,-112.0762,52695.3,20.1
37.0252,-112.0768,52695.1,20.3
37.0252,-112.0774,52695.3,20.5
37.0252,-112.078,52692.3,17.6
37.0252,-112.0785,52696.8,22.2
37.0251,-112.0791,52696.6,22.1
37.0251,-112.0797,52694.6,20.4
37.0251,-112.0803,52695.8,21.7
37.025,-112.0808,52699.1,25.3
37.025,-112.0814,52698.6,24.8
37.025,-112.082,52699.6,26.0
37.025,-112.0826,52696.6,23.2
37.0249,-112.0831,52695.6,22.2
37.0249,-112.0837,52692.3,19.0
37.0249,-112.0843,52697.6,24.4
37.0248,-112.0849,52698.3,25.4
37.0248,-112.0854,52695.1,22.2
37.0248,-112.086,52692.3,19.7
37.0248,-112.0866,52694.4,22.0
37.0247,-112.0872,52694.1,21.7
37.0247,-112.0877,52700.3,28.1
37.0247,-112.0883,52697.8,25.6
37.0247,-112.0889,52696.8,24.7
37.0246,-112.0894,52695.3,23.2
37.0246,-112.09,52698.8,26.9
37.0246,-112.0906,52694.1,22.4
37.0245,-112.0912,52697.3,25.7
37.0245,-112.0917,52696.3,24.9
37.0245,-112.0923,52694.8,23.4
37.0245,-112.0929,52697.1,25.9
37.0244,-112.0935,52697.1,26.3
37.0244,-112.094,52694.8,24.0
37.0244,-112.0946,52694.4,23.7
37.0243,-112.0952,52695.1,24.5
37.0243,-112.0958,52693.8,23.3
37.0243,-112.0963,52694.1,23.6
37.0243,-112.0969,52694.4,24.1
37.0242,-112.0975,52696.3,26.1
37.0242,-112.0981,52692.8,22.8
37.0242,-112.0986,52696.6,26.8
37.0242,-112.0992,52695.1,25.4
37.0241,-112.0998,52697.8,28.4
37.0241,-112.1003,52698.1,28.7
37.0241,-112.1009,52696.6,27.4
37.024,-112.1015,52696.3,27.3
37.024,-112.1021,52694.8,25.8
37.024,-112.1026,52693.1,24.2
37.024,-112.1032,52695.6,26.7
37.0239,-112.1038,52692.1,23.5
37.0239,-112.1044,52695.1,26.4
37.0239,-112.1049,52695.6,27.0
37.0238,-112.1055,52693.1,24.8
37.0238,-112.1061,52694.8,26.5
37.0238,-112.1067,52694.1,26.0
37.0238,-112.1072,52692.6,24.6
37.0237,-112.1078,52693.6,25.9
37.0237,-112.1084,52692.8,25.2
37.0237,-112.109,52694.1,26.7
37.0236,-112.1095,52693.1,25.8
37.0236,-112.1101,52693.3,26.2
37.0236,-112.1107,52694.8,28.0
37.0236,-112.1113,52692.6,25.8
37.0235,-112.1118,52691.3,24.8
37.0235,-112.1124,52692.1,25.6
37.0235,-112.113,52691.1,24.8
37.0235,-112.1136,52690.6,24.5
37.0234,-112.1141,52693.1,27.0
37.0234,-112.1147,52688.8,23.0
37.0234,-112.1153,52691.3,25.5
37.0233,-112.1158,52690.6,25.0
37.0233,-112.1164,52688.3,22.7
37.0233,-112.117,52690.1,24.7
37.0233,-112.1176,52688.6,23.4
37.0232,-112.1181,52692.3,27.2
37.0232,-112.1187,52691.3,26.4
37.0232,-112.1193,52687.3,22.5
37.0231,-112.1199,52694.4,29.9
37.0231,-112.1204,52690.3,25.9
37.0231,-112.121,52686.1,21.9
37.0231,-112.1216,52688.6,24.5
37.023,-112.1222,52686.3,22.3
37.023,-112.1227,52691.1,27.2
37.023,-112.1233,52694.1,30.2
37.023,-112.1239,52697.3,33.5
37.0229,-112.1245,52686.3,22.6
37.0229,-112.125,52685.1,21.6
37.0229,-112.1256,52687.3,24.0
37.0228,-112.1262,52685.8,22.6
37.0228,-112.1268,52688.8,25.8
37.0228,-112.1273,52688.3,25.5
37.0228,-112.1279,52691.1,28.5
37.0227,-112.1285,52688.3,26.2
37.0227,-112.1291,52683.1,20.9
37.0227,-112.1296,52685.1,23.2
37.0226,-112.1302,52684.8,23.0
37.0226,-112.1308,52687.6,26.0
37.0226,-112.1313,52682.3,20.6
37.0226,-112.1319,52681.6,19.9
37.0225,-112.1325,52683.3,21.6
37.0225,-112.1331,52682.6,21.1
37.0225,-112.1336,52683.1,21.8
37.0225,-112.1342,52683.8,22.5
37.0224,-112.1348,52683.8,22.7
37.0224,-112.1354,52683.3,22.0
37.0224,-112.1359,52683.3,22.0
37.0223,-112.1365,52679.6,18.1
37.0223,-112.1371,52680.1,18.8
37.0223,-112.1377,52675.8,14.8
37.0223,-112.1382,52679.1,18.0
37.0222,-112.1388,52684.1,23.1
37.0222,-112.1394,52679.6,18.5
37.0222,-112.14,52679.6,18.4
37.0221,-112.1405,52679.3,18.4
37.0221,-112.1411,52678.8,17.9
37.0221,-112.1417,52681.3,20.6
37.0221,-112.1423,52679.3,18.5
37.022,-112.1428,52676.8,16.3
37.022,-112.1434,52679.6,18.9
37.022,-112.144,52681.8,21.1
37.0219,-112.1446,52682.8,22.3
37.0219,-112.1451,52682.1,21.8
37.0219,-112.1457,52681.6,21.6
37.0219,-112.1463,52680.6,20.6
37.0218,-112.1468,52679.8,20.1
37.0218,-112.1474,52679.6,19.8
37.0218,-112.148,52676.8,17.2
37.0217,-112.1486,52680.1,20.6
37.0217,-112.1491,52679.8,20.1
37.0217,-112.1497,52679.1,19.6
37.0217,-112.1503,52680.1,20.6
37.0216,-112.1509,52678.6,19.3
37.0216,-112.1514,52681.3,22.0
37.0216,-112.152,52685.1,26.1
37.0216,-112.1526,52681.1,22.4
37.0215,-112.1532,52685.3,26.4
37.0215,-112.1537,52680.6,21.6
37.0215,-112.1543,52682.6,23.5
37.0214,-112.1549,52681.6,22.8
37.0214,-112.1555,52682.6,24.1
37.0214,-112.156,52687.1,28.7
37.0214,-112.1566,52686.1,27.9
37.0213,-112.1572,52684.8,26.8
37.0213,-112.1578,52686.1,28.5
37.0213,-112.1583,52690.1,32.7
37.0212,-112.1589,52688.1,31.0
37.0212,-112.1595,52689.6,32.5
37.0212,-112.16,52692.1,35.2
37.0212,-112.1606,52691.3,34.6
37.0211,-112.1612,52692.6,35.9
37.0211,-112.1618,52695.1,38.6
37.0211,-112.1623,52694.6,38.0
37.0211,-112.1629,52691.3,34.8
37.021,-112.1635,52697.3,40.9
37.021,-112.1641,52699.1,42.8
37.021,-112.1646,52697.6,41.5
37.0209,-112.1652,52695.8,39.8
37.0209,-112.1658,52699.8,44.0
37.0209,-112.1664,52699.8,43.9
37.0209,-112.1669,52699.8,44.1
37.0208,-112.1675,52703.6,48.1
37.0208,-112.1681,52705.3,49.8
37.0208,-112.1687,52703.6,48.2
37.0207,-112.1692,52706.1,50.7
37.0207,-112.1698,52708.1,52.9
37.0207,-112.1704,52706.3,51.1
37.0207,-112.1709,52708.3,53.3
37.0206,-112.1715,52714.1,59.0
37.0206,-112.1721,52711.8,56.9
37.0206,-112.1727,52709.1,54.2
37.0205,-112.1732,52716.1,61.2
37.0205,-112.1738,52718.6,63.9
37.0205,-112.1744,52717.1,62.3
37.0205,-112.175,52722.3,67.8
37.0204,-112.1755,52720.3,65.8
37.0204,-112.1761,52722.1,67.8
37.0204,-112.1767,52722.6,68.5
37.0204,-112.1773,52723.9,69.7
37.0203,-112.1778,52726.8,72.7
37.0203,-112.1784,52726.3,72.1
37.0203,-112.179,52727.6,73.6
37.0202,-112.1796,52730.6,76.8
37.0202,-112.1801,52732.6,78.8
37.0202,-112.1807,52730.1,76.4
37.0202,-112.1813,52735.1,81.4
37.0201,-112.1819,52732.6,79.2
37.0201,-112.1824,52735.6,82.2
37.0201,-112.183,52735.6,82.3
37.02,-112.1836,52734.1,81.1
37.02,-112.1842,52741.3,88.2
37.02,-112.1847,52742.1,89.2
37.02,-112.1853,52737.3,84.4
37.0199,-112.1859,52742.6,89.9
37.0199,-112.1864,52742.1,89.3
37.0199,-112.187,52742.8,90.1
37.0199,-112.1876,52742.3,89.8
37.0198,-112.1882,52741.3,88.9
37.0198,-112.1887,52744.3,92.0
37.0198,-112.1893,52741.6,89.2
37.0197,-112.1899,52744.1,92.0
37.0197,-112.1905,52746.3,94.4
37.0197,-112.191,52745.1,93.2
37.0197,-112.1916,52747.1,95.4
37.0196,-112.1922,52744.6,92.9
37.0196,-112.1928,52747.3,95.7
37.0196,-112.1933,52747.3,95.7
37.0195,-112.1939,52743.8,92.4
37.0195,-112.1945,52746.8,95.6
37.0195,-112.1951,52743.3,92.0
37.0195,-112.1956,52742.8,91.7
37.0194,-112.1962,52747.8,96.7
37.0194,-112.1968,52747.6,96.7
37.0194,-112.1974,52746.6,95.7
37.0194,-112.1979,52742.6,91.9
37.0193,-112.1985,52744.8,94.2
37.0193,-112.1991,52747.1,96.7
37.0193,-112.1997,52737.6,87.4
37.0192,-112.2002,52742.6,92.5
37.0192,-112.2008,52746.3,96.3
37.0192,-112.2014,52739.8,89.8
37.0192,-112.2019,52737.6,87.8
37.0191,-112.2025,52736.1,86.5
37.0191,-112.2031,52741.8,92.2
37.0191,-112.2037,52739.8,90.3
37.019,-112.2042,52734.3,84.9
37.019,-112.2048,52731.6,82.4
37.019,-112.2054,52735.3,86.2
37.019,-112.206,52732.8,83.9
37.0189,-112.2065,52734.8,86.2
37.0189,-112.2071,52730.6,81.9
37.0189,-112.2077,52729.3,80.9
37.0188,-112.2083,52724.1,75.7
37.0188,-112.2088,52725.6,77.5
37.0188,-112.2094,52719.3,71.2
37.0188,-112.21,52720.6,72.7
37.0187,-112.2106,52724.3,76.7
37.0187,-112.2111,52710.3,62.7
37.0187,-112.2117,52719.8,72.4
37.0187,-112.2123,52708.8,61.3
37.0186,-112.2129,52705.6,58.3
37.0186,-112.2134,52713.6,66.3
37.0186,-112.214,52707.8,60.7
37.0185,-112.2146,52706.3,59.4
37.0185,-112.2152,52700.6,53.7
37.0185,-112.2157,52697.8,51.1
37.0185,-112.2163,52693.3,46.6
37.0184,-112.2169,52696.8,50.3
37.0184,-112.2174,52684.6,38.1
37.0184,-112.218,52691.3,45.0
37.0183,-112.2186,52685.3,39.2
37.0183,-112.2192,52683.1,37.0
37.0183,-112.2197,52683.1,37.2
37.0183,-112.2203,52672.8,26.8
37.0182,-112.2209,52669.8,24.1
37.0182,-112.2215,52667.8,22.2
37.0182,-112.222,52669.1,23.5
37.0182,-112.2226,52665.8,20.4
37.0181,-112.2232,52661.4,16.0
37.0181,-112.2238,52658.1,12.9
37.0181,-112.2243,52649.6,4.4
37.018,-112.2249,52648.3,3.3
37.018,-112.2255,52651.8,6.8
37.018,-112.2261,52643.3,-1.5
37.018,-112.2266,52637.1,-7.4
37.0179,-112.2272,52634.6,-9.9
37.0179,-112.2278,52628.1,-16.2
37.0179,-112.2284,52630.3,-14.0
37.0178,-112.2289,52632.6,-11.5
37.0178,-112.2295,52623.3,-20.6
37.0178,-112.2301,52615.6,-28.2
37.0178,-112.2306,52611.3,-32.4
37.0177,-112.2312,52611.6,-31.9
37.0177,-112.2318,52609.3,-34.1
37.0177,-112.2324,52606.6,-36.8
37.0177,-112.2329,52601.1,-42.1
37.0177,-112.2335,52600.8,-42.2
37.0177,-112.234,52589.8,-53.2
37.0176,-112.2346,52586.3,-56.4
37.0176,-112.2351,52591.6,-51.2
37.0176,-112.2357,52589.6,-53.0
37.0176,-112.2362,52582.3,-60.3
37.0176,-112.2368,52572.6,-69.8
37.0176,-112.2373,52571.6,-70.7
37.0176,-112.2379,52564.1,-78.1
37.0176,-112.2384,52565.3,-76.9
37.0176,-112.239,52565.3,-76.8
37.0176,-112.2395,52555.6,-86.3
37.0176,-112.2401,52556.8,-85.0
37.0176,-112.2406,52548.3,-93.4
37.0176,-112.2412,52542.8,-98.9
37.0176,-112.2418,52541.3,-100.3
37.0176,-112.2423,52538.8,-102.7
37.0176,-112.2429,52539.1,-102.3
37.0176,-112.2434,52532.9,-108.4
37.0176,-112.244,52527.8,-113.4
37.0176,-112.2445,52524.1,-116.9
37.0176,-112.2451,52520.6,-120.3
37.0175,-112.2456,52517.3,-123.3
37.0175,-112.2462,52517.8,-122.9
37.0175,-112.2467,52512.8,-127.6
37.0175,-112.2473,52507.6,-132.8
37.0175,-112.2478,52507.6,-132.6
37.0175,-112.2484,52514.1,-126.2
37.0175,-112.2489,52511.6,-128.5
37.0175,-112.2495,52505.3,-134.9
37.0175,-112.25,52503.1,-137.0
37.0175,-112.2506,52500.3,-139.6
37.0175,-112.2511,52499.6,-140.4
37.0175,-112.2517,52500.6,-139.2
37.0175,-112.2522,52498.3,-141.5
37.0175,-112.2528,52498.3,-141.4
37.0175,-112.2533,52491.3,-148.4
37.0175,-112.2539,52491.1,-148.5
37.0175,-112.2544,52495.3,-144.3
37.0175,-112.255,52488.6,-150.9
37.0175,-112.2555,52493.8,-145.8
37.0175,-112.2561,52482.8,-156.6
37.0174,-112.2566,52483.3,-155.9
37.0174,-112.2572,52480.6,-158.6
37.0174,-112.2578,52486.3,-152.6
37.0174,-112.2583,52487.6,-151.4
37.0174,-112.2589,52484.8,-154.0
37.0174,-112.2594,52476.3,-162.5
37.0174,-112.26,52478.1,-160.5
37.0174,-112.2605,52477.8,-160.8
37.0174,-112.2611,52472.8,-165.6
37.0174,-112.2616,52479.3,-158.9
37.0174,-112.2622,52480.1,-158.1
37.0174,-112.2627,52470.6,-167.4
37.0174,-112.2633,52471.8,-166.3
37.0174,-112.2638,52468.1,-170.1
37.0174,-112.2644,52472.8,-165.7
37.0174,-112.2649,52467.3,-171.1
37.0174,-112.2655,52472.1,-166.1
37.0174,-112.266,52468.3,-169.9
37.0174,-112.2666,52469.3,-168.7
37.0174,-112.2671,52469.6,-168.4
37.0173,-112.2677,52468.8,-169.0
37.0173,-112.2682,52469.3,-168.5
37.0173,-112.2688,52460.8,-176.9
37.0173,-112.2693,52464.1,-173.5
37.0173,-112.2699,52463.8,-173.6
37.0173,-112.2704,52462.6,-174.8
37.0173,-112.271,52459.6,-177.6
37.0173,-112.2715,52466.6,-170.4
37.0173,-112.2721,52462.3,-174.7
37.0173,-112.2727,52465.8,-171.0
37.0173,-112.2732,52465.1,-171.8
37.0173,-112.2738,52459.8,-176.8
37.0173,-112.2743,52462.8,-173.7
37.0173,-112.2749,52458.6,-177.7
37.0173,-112.2754,52459.6,-176.7
37.0173,-112.276,52457.8,-178.2
37.0173,-112.2765,52458.3,-177.7
37.0173,-112.2771,52453.3,-182.5
37.0173,-112.2776,52454.8,-180.8
37.0172,-112.2782,52457.3,-178.2
37.0172,-112.2787,52454.3,-181.0
37.0172,-112.2793,52453.3,-182.0
37.0172,-112.2798,52457.8,-177.3
37.0172,-112.2804,52455.8,-179.3
37.0172,-112.2809,52458.1,-176.7
37.0172,-112.2815,52455.6,-179.2
37.0172,-112.282,52456.8,-177.8
37.0172,-112.2826,52460.1,-174.3
37.0172,-112.2831,52445.8,-188.6
37.0172,-112.2837,52450.1,-184.1
37.0172,-112.2842,52451.3,-182.9
37.0172,-112.2848,52455.8,-178.2
37.0172,-112.2853,52454.1,-179.9
37.0172,-112.2859,52455.6,-178.2
37.0172,-112.2864,52449.1,-184.7
37.0172,-112.287,52450.6,-183.0
37.0172,-112.2875,52445.6,-188.1
37.0172,-112.2881,52451.8,-181.6
37.0172,-112.2887,52451.8,-181.4
37.0171,-112.2892,52447.6,-185.6
37.0171,-112.2898,52447.8,-185.3
37.0171,-112.2903,52448.8,-184.2
37.0171,-112.2909,52449.8,-183.1
37.0171,-112.2914,52450.6,-182.4
37.0171,-112.292,52450.3,-182.4
37.0171,-112.2925,52450.8,-181.7
37.0171,-112.2931,52452.3,-180.2
37.0171,-112.2936,52446.3,-186.0
37.0171,-112.2942,52452.6,-179.7
37.0171,-112.2947,52451.3,-180.8
37.0171,-112.2953,52455.8,-176.3
37.0171,-112.2958,52453.1,-178.9
37.0171,-112.2964,52450.8,-181.0
37.0171,-112.2969,52447.8,-183.9
37.0171,-112.2975,52449.8,-181.8
37.0171,-112.298,52452.8,-178.6
37.0171,-112.2986,52452.1,-179.1
37.0171,-112.2991,52449.1,-182.1
37.0171,-112.2997,52451.3,-179.6
37.017,-112.3002,52447.6,-183.3
37.017,-112.3008,52452.8,-177.9
37.017,-112.3013,52447.8,-182.9
37.017,-112.3019,52444.6,-185.9
37.017,-112.3024,52452.1,-178.5
37.017,-112.303,52452.1,-178.3
37.017,-112.3035,52456.8,-173.7
37.017,-112.3041,52448.6,-181.7
37.017,-112.3047,52450.3,-179.8
37.017,-112.3052,52447.3,-182.8
37.017,-112.3058,52450.8,-179.1
37.017,-112.3063,52450.3,-179.6
37.017,-112.3069,52444.8,-185.0
37.017,-112.3074,52446.6,-183.2
37.017,-112.308,52447.1,-182.5
37.017,-112.3085,52441.1,-188.5
37.017,-112.3091,52450.8,-178.6
37.017,-112.3096,52447.1,-182.1
37.017,-112.3102,52446.8,-182.5
37.0169,-112.3107,52448.8,-180.2
37.0169,-112.3113,52449.8,-179.2
37.0169,-112.3118,52448.6,-180.2
37.0169,-112.3124,52449.8,-179.1
37.0169,-112.3129,52447.6,-181.0
37.0169,-112.3135,52444.1,-184.4
37.0169,-112.314,52446.8,-181.7
37.0169,-112.3146,52451.3,-177.1
37.0169,-112.3151,52445.6,-182.8
37.0169,-112.3157,52448.1,-180.1
37.0169,-112.3162,52450.8,-177.4
37.0169,-112.3168,52451.6,-176.4
37.0169,-112.3173,52452.1,-175.9
37.0169,-112.3179,52455.3,-172.5
37.0169,-112.3184,52449.8,-178.1
37.0169,-112.319,52450.8,-176.9
37.0169,-112.3195,52442.3,-185.1
37.0169,-112.3201,52447.3,-180.1
37.0169,-112.3207,52452.8,-174.4
37.0169,-112.3212,52450.6,-176.6
37.0168,-112.3218,52449.6,-177.4
37.0168,-112.3223,52455.1,-171.9
37.0168,-112.3229,52452.3,-174.5
37.0168,-112.3234,52454.8,-172.0
37.0168,-112.324,52455.8,-170.9
37.0168,-112.3245,52453.3,-173.1
37.0168,-112.3251,52456.3,-170.1
37.0168,-112.3256,52451.1,-175.1
37.0168,-112.3262,52445.3,-181.0
37.0168,-112.3267,52454.8,-171.3
37.0168,-112.3273,52453.3,-172.8
37.0168,-112.3278,52456.8,-169.1
37.0168,-112.3284,52460.1,-165.8
37.0168,-112.3289,52455.8,-169.9
37.0168,-112.3295,52454.1,-171.6
37.0168,-112.33,52460.8,-164.7
37.0168,-112.3306,52455.8,-169.6
37.0168,-112.3311,52452.8,-172.6
37.0168,-112.3317,52453.1,-172.2
37.0168,-112.3322,52453.1,-172.1
37.0167,-112.3328,52459.8,-165.2
37.0167,-112.3333,52460.8,-164.2
37.0167,-112.3339,52454.3,-170.6
37.0167,-112.3344,52459.8,-165.1
37.0167,-112.335,52455.8,-168.9
37.0167,-112.3356,52461.1,-163.4
37.0167,-112.3361,52451.3,-173.1
37.0167,-112.3367,52450.1,-174.2
37.0167,-112.3372,52461.3,-162.9
37.0167,-112.3378,52461.6,-162.4
37.0167,-112.3383,52458.3,-165.7
37.0167,-112.3389,52454.6,-169.3
37.0167,-112.3394,52457.1,-166.7
37.0167,-112.34,52455.6,-168.1
37.0167,-112.3405,52461.1,-162.4
37.0167,-112.3411,52461.1,-162.6
37.0167,-112.3416,52454.6,-169.0
37.0167,-112.3422,52461.1,-162.4
37.0167,-112.3427,52463.8,-159.6
37.0166,-112.3433,52462.6,-160.8
37.0166,-112.3438,52459.3,-163.9
37.0166,-112.3444,52466.6,-156.8
37.0166,-112.3449,52461.8,-161.4
37.0166,-112.3455,52461.3,-161.7
37.0166,-112.346,52463.1,-159.8
37.0166,-112.3466,52466.6,-156.2
37.0166,-112.3471,52464.3,-158.5
37.0166,-112.3477,52465.6,-157.1
37.0166,-112.3482,52471.1,-151.6
37.0166,-112.3488,52466.1,-156.3
37.0166,-112.3493,52463.4,-158.9
37.0166,-112.3499,52463.4,-158.9
37.0166,-112.3504,52467.6,-154.7
37.0166,-112.351,52470.6,-151.3
37.0166,-112.3516,52467.8,-153.9
37.0166,-112.3521,52475.6,-146.0
37.0166,-112.3527,52473.1,-148.1
37.0166,-112.3532,52466.3,-155.1
37.0166,-112.3538,52471.3,-149.6
37.0165,-112.3543,52469.6,-151.4
37.0165,-112.3549,52473.1,-147.8
37.0165,-112.3554,52466.6,-154.4
37.0165,-112.356,52465.6,-155.2
37.0165,-112.3565,52468.3,-152.4
37.0165,-112.3571,52478.6,-142.0
37.0165,-112.3576,52472.8,-147.6
37.0165,-112.3582,52466.6,-153.9
37.0165,-112.3587,52466.6,-153.7
37.0165,-112.3593,52470.6,-149.8
37.0165,-112.3598,52471.6,-148.9
37.0165,-112.3604,52470.8,-149.9
37.0165,-112.3609,52469.8,-150.7
37.0165,-112.3615,52476.1,-144.3
37.0165,-112.362,52478.1,-142.2
37.0165,-112.3626,52476.3,-143.9
37.0165,-112.3631,52471.1,-149.1
37.0165,-112.3637,52473.6,-146.4
37.0165,-112.3642,52470.1,-149.9
37.0165,-112.3648,52473.3,-146.5
37.0164,-112.3653,52477.6,-142.1
37.0164,-112.3659,52473.8,-145.7
37.0164,-112.3665,52477.1,-142.2
37.0164,-112.367,52474.3,-145.0
37.0164,-112.3676,52471.6,-147.6
37.0164,-112.3681,52466.3,-152.9
37.0164,-112.3687,52475.3,-143.8
37.0164,-112.3692,52476.8,-142.4
37.0164,-112.3698,52475.6,-143.5
37.0164,-112.3703,52471.6,-147.4
37.0164,-112.3709,52471.6,-147.3
37.0164,-112.3714,52477.8,-141.1
37.0164,-112.372,52475.6,-143.1
37.0164,-112.3725,52478.6,-139.9
37.0164,-112.3731,52477.6,-140.8
37.0164,-112.3736,52484.6,-133.6
37.0164,-112.3742,52484.3,-133.9
37.0164,-112.3747,52471.6,-146.4
37.0164,-112.3753,52483.8,-134.2
37.0164,-112.3758,52483.1,-134.7
37.0163,-112.3764,52482.8,-134.9
37.0163,-112.3769,52477.1,-140.5
37.0163,-112.3775,52476.3,-141.3
37.0163,-112.378,52478.3,-139.1
37.0163,-112.3786,52476.3,-140.9
37.0163,-112.3791,52481.3,-135.9
37.0163,-112.3797,52484.1,-132.9
37.0163,-112.3802,52482.1,-135.0
37.0163,-112.3808,52478.8,-138.1
37.0163,-112.3813,52476.6,-140.4
37.0163,-112.3819,52479.3,-137.5
37.0163,-112.3825,52474.8,-142.0
37.0163,-112.383,52483.6,-133.1
37.0163,-112.3836,52477.1,-139.4
37.0163,-112.3841,52476.3,-140.2
