X,Y,Measurement
-9999.9,JCA,-130.5
-9999.9,JCA,-132.6
-9999.9,JCA,-132.3
-9999.9,JCA,-133.1
-9999.9,JCA,-130.7
-9999.9,JCA,-135.6
-9999.9,JCA,-135.0
-9999.9,JCA,-135.1
-9999.9,JCA,-135.7
-9999.9,JCA,-136.7
-9999.9,JCA,-138.4
-9999.9,JCA,-135.0
-9999.9,JCA,-136.9
-9999.9,JCA,-137.5
-9999.9,JCA,-137.3
-9999.9,JCA,-139.1
-9999.9,JCA,-141.9
-9999.9,JCA,-142.2
-9999.9,JCA,-145.7
-9999.9,JCA,-139.5
-9999.9,JCA,-143.1
-9999.9,JCA,-140.1
-9999.9,JCA,-142.8
-9999.9,JCA,-144.2
-9999.9,JCA,-145.2
-9999.9,JCA,-146.5
-9999.9,JCA,-145.9
-9999.9,JCA,-143.8
-9999.9,JCA,-145.0
-9999.9,JNA,-143.9
-9999.9,JNA,-147.3
-9999.9,JNA,-147.9
-9999.9,JNA,-150.1
-9999.9,JNA,-152.4
-9999.9,JNA,-147.2
-9999.9,JNA,-146.8
-9999.9,JNA,-146.7
-9999.9,JNA,-150.1
-9999.9,JCA,-151.2
-9999.9,JCA,-148.8
-9999.9,JCA,-156.5
-9999.9,JCA,-150.4
-9999.9,JCA,-149.8
-9999.9,JCA,-149.0
-9999.9,JCA,-153.6
-9999.9,JCA,-148.4
-9999.9,JCA,-153.9
-9999.9,JCA,-153.6
-9999.9,JCA,-152.5
-9999.9,JCA,-152.5
-9999.9,JCA,-155.9
-9999.9,JCA,-154.3
-9999.9,JCA,-154.4
-9999.9,JCA,-157.5
-9999.9,JCA,-153.2
-9999.9,JCA,-157.0
-9999.9,JCA,-155.3
-9999.9,JCA,-156.7
-9999.9,JCA,-156.3
-9999.9,JCA,-156.1
-9999.9,JCA,-158.0
-9999.9,JCA,-152.8
-9999.9,JCA,-161.1
-9999.9,JCA,-159.5
-9999.9,JCA,-157.3
-9999.9,JCA,-157.6
-9999.9,JCA,-160.1
-9999.9,JCA,-156.8
-9999.9,JCA,-155.6
-9999.9,JCA,-157.0
-9999.9,JCA,-162.1
-9999.9,JCA,-159.3
-9999.9,JCA,-159.9
-9999.9,JCA,-156.6
-9999.9,JCA,-162.6
-9999.9,JCA,-165.7
-9999.9,JCA,-158.1
-9999.9,JCA,-165.3
-9999.9,JCA,-162.3
-9999.9,JCA,-162.9
-9999.9,JCA,-167.9
-9999.9,JCA,-164.5
-9999.9,JCA,-166.6
-9999.9,JCA,-164.4
-9999.9,JCA,-166.6
-9999.9,JCA,-162.6
-9999.9,JCA,-165.9
-9999.9,JCA,-164.0
-9999.9,JNA,-165.7
-9999.9,JNA,-166.6
-9999.9,JNA,-166.5
-9999.9,QA,-167.1
-9999.9,QA,-161.7
-9999.9,QA,-164.7
-9999.9,QA,-170.4
-9999.9,QA,-169.2
-9999.9,QA,-168.5
-9999.9,QA,-173.9
-9999.9,QA,-174.8
-9999.9,QA,-171.5
-9999.9,QA,-176.8
-9999.9,QA,-176.2
-9999.9,QA,-173.7
-9999.9,QA,-177.2
-9999.9,JNA,-174.2
-9999.9,JNA,-173.6
-9999.9,JNA,-162.7
-9999.9,JNA,-149.2
-9999.9,JNA,-137.8
-9999.9,JCA,-132.6
-9999.9,JCA,-129.5
-9999.9,JCA,-131.8
-9999.9,JCA,-147.8
-9999.9,JCA,-148.4
-9999.9,JCA,-154.9
-9999.9,JCA,-164.7
-9999.9,JCA,-166.5
-9999.9,JCA,-164.9
-9999.9,JCA,-168.9
-9999.9,QA,-168.7
-9999.9,QA,-171.0
-9999.9,QA,-173.2
-9999.9,QA,-170.4
-9999.9,QA,-167.2
-9999.9,QA,-174.9
-9999.9,QA,-175.4
-9999.9,QA,-170.4
-9999.9,QA,-171.8
-9999.9,QA,-171.8
-9999.9,JCA,-170.2
-9999.9,JCA,-173.2
-9999.9,JCA,-172.0
-9999.9,JCA,-176.4
-9999.9,JCA,-169.7
-9999.9,JCA,-172.1
-9999.9,JCA,-170.2
-9999.9,JCA,-173.1
-9999.9,JCA,-171.2
-9999.9,JCA,-174.1
-9999.9,JCA,-172.0
-9999.9,JCA,-171.5
-9999.9,JCA,-177.4
-9999.9,JCA,-175.6
-9999.9,JCA,-176.7
-9999.9,JCA,-172.2
-9999.9,JCA,-172.9
-9999.9,JCA,-175.2
-9999.9,JCA,-173.8
-9999.9,JCA,-173.4
-9999.9,JCA,-172.1
-9999.9,JCA,-175.0
-9999.9,JCA,-178.5
-9999.9,JCA,-177.6
-9999.9,JCA,-179.6
-9999.9,JCA,-177.1
-9999.9,JCA,-179.6
-9999.9,JCA,-179.0
-9999.9,JCA,-177.3
-9999.9,JCA,-179.5
-9999.9,JCA,-176.3
-9999.9,JCA,-173.9
-9999.9,JCA,-174.4
-9999.9,JCA,-172.4
-9999.9,JCA,-172.2
-9999.9,JCA,-178.6
-9999.9,JCA,-176.4
-9999.9,JCA,-175.8
-9999.9,JCA,-173.1
-9999.9,JCA,-171.8
-9999.9,JCA,-175.1
-9999.9,JCA,-174.9
-9999.9,JCA,-174.6
-9999.9,JCA,-172.7
-9999.9,JCA,-182.5
-9999.9,JCA,-180.8
-9999.9,JCA,-178.2
-9999.9,JCA,-176.6
-9999.9,JCA,-177.8
-9999.9,JCA,-183.2
-9999.9,JCA,-181.3
-9999.9,JCA,-180.0
-9999.9,JCA,-179.3
-9999.9,JCA,-186.1
-9999.9,JCA,-184.4
-9999.9,JCA,-184.1
-9999.9,JCA,-185.9
-9999.9,JCA,-185.8
-9999.9,JCA,-185.2
-9999.9,JCA,-186.5
-9999.9,JCA,-184.5
-9999.9,JCA,-186.9
-9999.9,JCA,-184.1
-9999.9,JCA,-185.0
-9999.9,JCA,-183.8
-9999.9,JCA,-184.9
-9999.9,JCA,-182.2
-9999.9,JCA,-184.2
-9999.9,JCA,-176.0
-9999.9,JCA,-181.4
-9999.9,JCA,-179.1
-9999.9,JCA,-178.0
-9999.9,JCA,-180.1
-9999.9,JCA,-183.8
-9999.9,JCA,-180.9
-9999.9,JCA,-179.9
-9999.9,JCA,-180.4
-9999.9,JCA,-183.8
-9999.9,JCA,-182.6
-9999.9,JCA,-186.1
-9999.9,JCA,-186.8
-9999.9,JCA,-188.5
-9999.9,JCA,-184.8
-9999.9,JCA,-188.1
-9999.9,JCA,-189.9
-9999.9,JCA,-188.0
-9999.9,JCA,-185.1
-9999.9,JCA,-185.9
-9999.9,JCA,-189.5
-9999.9,JCA,-188.6
-9999.9,JCA,-191.4
-9999.9,JCA,-187.5
-9999.9,JCA,-188.2
-9999.9,JCA,-188.5
-9999.9,JCA,-188.4
-9999.9,JCA,-186.5
-9999.9,JCA,-185.4
-9999.9,JCA,-196.0
-9999.9,JCA,-189.0
-9999.9,JCA,-193.4
-9999.9,JCA,-191.9
-9999.9,JCA,-193.3
-9999.9,JCA,-190.6
-9999.9,JCA,-189.8
-9999.9,JCA,-188.4
-9999.9,JCA,-189.2
-9999.9,JCA,-197.0
-9999.9,JCA,-192.9
-9999.9,JCA,-196.4
-9999.9,JCA,-198.2
-9999.9,JCA,-197.8
-9999.9,JCA,-205.2
-9999.9,JCA,-205.1
-9999.9,JCA,-202.4
-9999.9,JCA,-200.5
-9999.9,JCA,-198.6
-9999.9,JCA,-201.9
-9999.9,JCA,-197.4
-9999.9,JCA,-197.2
-9999.9,JCA,-191.2
-9999.9,JCA,-191.3
-9999.9,JCA,-193.0
-9999.9,JCA,-193.9
-9999.9,JCA,-194.9
-9999.9,JCA,-192.1
-9999.9,JCA,-192.6
-9999.9,JCA,-191.9
-9999.9,JCA,-195.3
-9999.9,JCA,-191.3
-9999.9,JCA,-190.1
-9999.9,JCA,-193.8
-9999.9,JCA,-193.4
-9999.9,JCA,-194.8
-9999.9,JCA,-189.5
-9999.9,JCA,-189.5
-9999.9,JCA,-189.8
-9999.9,JCA,-189.8
-9999.9,JCA,-186.6
-9999.9,JCA,-192.0
-9999.9,JCA,-190.5
-9999.9,JCA,-184.9
-9999.9,JCA,-185.5
-9999.9,JCA,-193.1
-9999.9,JCA,-187.2
-9999.9,JCA,-188.6
-9999.9,JCA,-189.3
-9999.9,JCA,-188.3
-9999.9,JCA,-190.3
-9999.9,JCA,-190.7
-9999.9,JCA,-189.5
-9999.9,JCA,-190.3
-9999.9,JCA,-196.5
-9999.9,JCA,-188.6
-9999.9,JCA,-189.2
-9999.9,JCA,-187.6
-9999.9,JCA,-188.4
-9999.9,JCA,-187.9
-9999.9,JCA,-190.1
-9999.9,JCA,-191.2
-9999.9,JCA,-189.8
-9999.9,JCA,-188.0
-9999.9,JCA,-192.6
-9999.9,JCA,-186.6
-9999.9,JCA,-189.9
-9999.9,JCA,-187.4
-9999.9,JCA,-188.5
-9999.9,JCA,-187.3
-9999.9,JCA,-189.6
-9999.9,JCA,-185.4
-9999.9,JCA,-181.8
-9999.9,JCA,-177.9
-9999.9,JCA,-173.7
-9999.9,JCA,-176.7
-9999.9,JCA,-175.8
-9999.9,JCA,-176.4
-9999.9,JCA,-176.5
-9999.9,JCA,-171.5
-9999.9,JCA,-176.8
-9999.9,JCA,-177.1
-9999.9,JCA,-172.9
-9999.9,JCA,-172.0
-9999.9,JCA,-166.6
-9999.9,JCA,-171.2
-9999.9,JCA,-167.5
-9999.9,JCA,-162.7
-9999.9,JCA,-167.8
-9999.9,JCA,-166.5
-9999.9,JCA,-162.2
-9999.9,JCA,-159.6
-9999.9,JCA,-162.6
-9999.9,JCA,-165.9
-9999.9,JCA,-165.9
-9999.9,JCA,-164.8
-9999.9,JCA,-163.2
-9999.9,JCA,-161.8
-9999.9,JCA,-163.9
-9999.9,JCA,-163.9
-9999.9,JCA,-163.2
-9999.9,JCA,-164.5
-9999.9,JCA,-159.9
-9999.9,JCA,-165.4
-9999.9,JCA,-160.3
-9999.9,JCA,-159.6
-9999.9,JCA,-160.2
-9999.9,JCA,-169.8
-9999.9,JCA,-161.6
-9999.9,JCA,-156.4
-9999.9,JCA,-154.5
-9999.9,JCA,-150.7
-9999.9,JCA,-148.2
-9999.9,JCA,-150.8
-9999.9,JCA,-149.6
-9999.9,JCA,-146.1
-9999.9,JCA,-146.9
-9999.9,JCA,-145.6
-9999.9,JCA,-144.9
-9999.9,JCA,-140.9
-9999.9,JCA,-150.7
-9999.9,JCA,-145.9
-9999.9,JCA,-144.4
-9999.9,JCA,-144.7
-9999.9,JCA,-143.2
-9999.9,JCA,-145.1
-9999.9,JCA,-145.6
-9999.9,JCA,-141.4
-9999.9,JCA,-137.1
-9999.9,JCA,-140.2
-9999.9,JCA,-138.7
-9999.9,JCA,-134.9
-9999.9,JCA,-141.0
-9999.9,JCA,-136.5
-9999.9,JCA,-135.5
-9999.9,JCA,-130.7
-9999.9,JCA,-131.5
-9999.9,JCA,-133.7
-9999.9,JCA,-132.6
-9999.9,JCA,-133.1
-9999.9,JCA,-131.6
-9999.9,JCA,-130.5
-9999.9,JCA,-128.3
-9999.9,JCA,-134.2
-9999.9,JCA,-127.3
-9999.9,JCA,-133.9
-9999.9,JCA,-130.6
-9999.9,JCA,-130.3
-9999.9,JCA,-129.3
-9999.9,JCA,-129.2
-9999.9,JCA,-130.0
-9999.9,JCA,-124.4
-9999.9,JCA,-125.6
-9999.9,JCA,-133.8
-9999.9,JCA,-132.6
-9999.9,JCA,-126.7
-9999.9,JCA,-122.1
-9999.9,JCA,-125.6
-9999.9,JCA,-122.0
-9999.9,JCA,-118.7
-9999.9,JCA,-122.1
-9999.9,JCA,-121.4
-9999.9,JCA,-122.8
-9999.9,JCA,-116.5
-9999.9,JCA,-121.9
-9999.9,JCA,-122.1
-9999.9,JCA,-116.1
-9999.9,JCA,-121.5
-9999.9,JCA,-116.7
-9999.9,JCA,-121.1
-9999.9,JCA,-114.6
-9999.9,JCA,-113.4
-9999.9,JCA,-113.8
-9999.9,JCA,-114.8
-9999.9,JCA,-114.3
-9999.9,JCA,-117.2
-9999.9,JCA,-113.4
-9999.9,JCA,-119.8
-9999.9,JCA,-119.4
-9999.9,JCA,-119.1
-9999.9,JCA,-119.9
-9999.9,JCA,-119.5
-9999.9,JCA,-117.0
-9999.9,JCA,-118.2
-9999.9,JCA,-120.9
-9999.9,JCA,-118.3
-9999.9,JCA,-114.8
-9999.9,JCA,-112.5
-9999.9,JCA,-115.9
-9999.9,JCA,-116.4
-9999.9,JCA,-116.2
-9999.9,JCA,-115.6
-9999.9,JCA,-115.2
-9999.9,JCA,-114.6
-9999.9,JCA,-114.4
-9999.9,JCA,-113.6
-9999.9,JCA,-111.9
-9999.9,JCA,-113.1
-9999.9,JCA,-109.7
-9999.9,JCA,-113.0
-9999.9,JCA,-111.0
-9999.9,JCA,-110.8
-9999.9,JCA,-113.3
-9999.9,JCA,-107.2
-9999.9,JCA,-105.5
-9999.9,JCA,-111.6
-9999.9,JCA,-106.8
-9999.9,JCA,-112.1
-9999.9,JCA,-107.5
-9999.9,JCA,-105.0
-9999.9,JCA,-103.9
-9999.9,JCA,-108.0
-9999.9,JCA,-105.5
-9999.9,JCA,-107.2
-9999.9,JCA,-108.6
-9999.9,JCA,-108.3
-9999.9,JCA,-108.0
-9999.9,JCA,-106.6
-9999.9,JCA,-107.4
-9999.9,JCA,-110.8
-9999.9,JCA,-102.9
-9999.9,JCA,-102.5
-9999.9,JCA,-108.2
-9999.9,JNA,-105.3
-9999.9,JNA,-104.6
-9999.9,JNA,-105.8
-9999.9,JNA,-104.6
-9999.9,JNA,-105.1
-9999.9,JNA,-107.2
-9999.9,JNA,-105.5
-9999.9,JNA,-102.1
-9999.9,JNA,-102.4
-9999.9,JNA,-103.4
-9999.9,JNA,-101.5
-9999.9,JNA,-104.1
-9999.9,JNA,-102.6
-9999.9,JNA,-107.6
-9999.9,JNA,-108.2
-9999.9,JNA,-101.4
-9999.9,JNA,-105.9
-9999.9,JNA,-103.6
-9999.9,JNA,-104.9
-9999.9,JNA,-102.8
-9999.9,JNA,-101.3
-9999.9,JNA,-102.9
-9999.9,JNA,-99.3
-9999.9,JNA,-102.2
-9999.9,JNA,-103.7
-9999.9,JNA,-98.1
-9999.9,JNA,-99.9
-9999.9,JNA,-96.1
-9999.9,JNA,-96.2
-9999.9,JNA,-82.2
-9999.9,QB,-72.7
-9999.9,QB,-64.2
-9999.9,QB,-64.5
-9999.9,QB,-75.9
-9999.9,QB,-78.2
-9999.9,QB,-83.7
-9999.9,QB,-82.9
-9999.9,QB,-86.7
-9999.9,QB,-91.0
-9999.9,QB,-91.8
-9999.9,JNA,-94.9
-9999.9,JNA,-95.6
-9999.9,JNA,-99.2
-9999.9,JNA,-99.4
-9999.9,JNA,-99.9
-9999.9,JNA,-91.8
-9999.9,JNA,-92.5
-9999.9,JNA,-93.0
-9999.9,JNA,-97.6
-9999.9,JNA,-99.1
-9999.9,JNA,-98.8
-9999.9,JNA,-96.3
-9999.9,JNA,-100.9
-9999.9,JNA,-98.8
-9999.9,JNA,-99.2
-9999.9,JNA,-105.9
-9999.9,JNA,-99.5
-9999.9,JNA,-104.8
-9999.9,JNA,-104.2
-9999.9,JNA,-100.2
-9999.9,JNA,-103.9
-9999.9,JNA,-107.2
-9999.9,JNA,-101.2
-9999.9,JNA,-104.2
-9999.9,JNA,-102.3
-9999.9,JNA,-102.2
-9999.9,JNA,-104.8
-9999.9,JNA,-102.1
-9999.9,JNA,-103.4
-9999.9,JNA,-100.2
-9999.9,JNA,-102.7
-9999.9,JNA,-102.9
-9999.9,JNA,-104.5
-9999.9,JNA,-103.6
-9999.9,JNA,-100.9
-9999.9,JNA,-99.4
-9999.9,JNA,-101.1
-9999.9,JNA,-104.7
-9999.9,JNA,-99.4
-9999.9,JNA,-103.2
-9999.9,JNA,-99.6
-9999.9,JNA,-106.7
-9999.9,JNA,-103.0
-9999.9,JNA,-103.0
-9999.9,JNA,-102.4
-9999.9,JNA,-102.7
-9999.9,JNA,-103.7
-9999.9,JNA,-110.1
-9999.9,JNA,-103.6
-9999.9,JNA,-106.9
-9999.9,JCA,-109.5
-9999.9,JCA,-106.1
-9999.9,JCA,-108.3
-9999.9,JCA,-105.6
-9999.9,JCA,-108.7
-9999.9,JCA,-110.9
-9999.9,JCA,-104.1
-9999.9,JCA,-104.1
-9999.9,JCA,-106.1
-9999.9,JCA,-108.3
-9999.9,JCA,-106.0
-9999.9,JCA,-109.0
-9999.9,JCA,-110.1
-9999.9,JCA,-109.5
-9999.9,JCA,-111.3
-9999.9,JCA,-112.9
-9999.9,JCA,-109.2
-9999.9,JCA,-116.2
-9999.9,JCA,-111.9
-9999.9,JCA,-113.2
-9999.9,JCA,-117.1
-9999.9,JCA,-121.1
-9999.9,JCA,-121.5
-9999.9,JCA,-117.1
-9999.9,JCA,-115.3
-9999.9,JCA,-119.2
-9999.9,JCA,-117.9
-9999.9,JCA,-116.5
-9999.9,JCA,-119.0
-9999.9,JCA,-120.3
-9999.9,JCA,-120.7
-9999.9,JCA,-126.0
-9999.9,JCA,-118.6
-9999.9,JCA,-123.0
-9999.9,JCA,-121.6
-9999.9,JCA,-122.9
-9999.9,JCA,-123.7
-9999.9,JCA,-122.2
-9999.9,JCA,-128.5
-9999.9,JCA,-123.9
-9999.9,JCA,-124.6
-9999.9,JCA,-121.4
-9999.9,JCA,-129.1
-9999.9,JCA,-128.0
-9999.9,JCA,-125.8
-9999.9,JCA,-130.9
-9999.9,JCA,-122.7
-9999.9,JCA,-128.2
-9999.9,JCA,-127.4
-9999.9,JCA,-125.9
-9999.9,JCA,-134.4
-9999.9,JCA,-134.8
-9999.9,JCA,-134.1
-9999.9,JCA,-136.3
-9999.9,JCA,-133.4
-9999.9,JCA,-133.8
-9999.9,JCA,-135.1
-9999.9,JCA,-134.5
-9999.9,JCA,-140.4
-9999.9,JCA,-138.0
-9999.9,JCA,-137.7
-9999.9,JCA,-135.8
-9999.9,JCA,-137.3
-9999.9,JCA,-140.7
-9999.9,JCA,-139.4
-9999.9,JCA,-141.1
-9999.9,JCA,-145.5
-9999.9,JCA,-140.4
-9999.9,JCA,-136.2
-9999.9,JCA,-138.8
-9999.9,JCA,-141.8
-9999.9,JCA,-140.0
-9999.9,JCA,-137.4
-9999.9,JCA,-139.6
-9999.9,JCA,-137.0
-9999.9,JCA,-137.1
-9999.9,JCA,-136.4
-9999.9,JCA,-134.8
-9999.9,JCA,-141.1
-9999.9,JCA,-142.4
-9999.9,JCA,-136.5
-9999.9,JCA,-139.7
-9999.9,JCA,-136.3
-9999.9,JCA,-138.2
-9999.9,JCA,-146.8
-9999.9,JCA,-143.5
-9999.9,JCA,-149.5
-9999.9,JCA,-149.5
-9999.9,JCA,-152.5
-9999.9,JCA,-155.2
-9999.9,JCA,-158.6
-9999.9,JCA,-154.4
-9999.9,JCA,-154.9
-9999.9,JCA,-155.8
-9999.9,JCA,-156.8
-9999.9,JCA,-156.3
-9999.9,JCA,-155.1
-9999.9,JCA,-155.1
-9999.9,JCA,-156.0
-9999.9,JCA,-156.0
-9999.9,JCA,-155.1
-9999.9,JCA,-160.4
-9999.9,JCA,-160.4
-9999.9,JCA,-158.2
-9999.9,JCA,-157.9
-9999.9,JCA,-159.9
-9999.9,JCA,-157.5
-9999.9,JCA,-160.0
-9999.9,JCA,-163.9
-9999.9,JCA,-158.2
-9999.9,JCA,-164.3
-9999.9,JCA,-165.4
-9999.9,JCA,-161.9
-9999.9,JCA,-159.4
-9999.9,JCA,-160.9
-9999.9,JCA,-158.4
-9999.9,JCA,-158.6
-9999.9,JCA,-162.8
-9999.9,JCA,-159.8
-9999.9,JCA,-168.4
-9999.9,JCA,-162.3
-9999.9,JCA,-165.6
-9999.9,JCA,-162.4
-9999.9,JCA,-167.1
-9999.9,JCA,-169.2
-9999.9,JCA,-167.8
-9999.9,JCA,-168.2
-9999.9,JCA,-167.5
-9999.9,JCA,-169.6
-9999.9,JCA,-171.4
-9999.9,JCA,-170.2
-9999.9,JCA,-173.0
-9999.9,JCA,-166.7
-9999.9,JCA,-165.3
-9999.9,JCA,-167.9
-9999.9,JCA,-171.3
-9999.9,JCA,-175.5
-9999.9,JCA,-167.5
-9999.9,JCA,-168.7
-9999.9,JCA,-167.2
-9999.9,JCA,-163.3
-9999.9,JCA,-169.8
-9999.9,JCA,-171.3
-9999.9,JCA,-168.9
-9999.9,JCA,-173.9
-9999.9,JNA,-178.0
-9999.9,JNA,-175.0
-9999.9,JNA,-179.2
-9999.9,JNA,-174.1
-9999.9,JNA,-174.1
-9999.9,JNA,-172.1
-9999.9,JNA,-170.1
-9999.9,JNA,-176.2
-9999.9,JNA,-176.4
-9999.9,JNA,-177.1
-9999.9,JNA,-175.5
-9999.9,JNA,-179.0
-9999.9,JNA,-176.2
-9999.9,JNA,-177.4
-9999.9,JNA,-177.1
-9999.9,JNA,-176.1
-9999.9,JNA,-178.9
-9999.9,JNA,-177.9
-9999.9,JNA,-179.5
-9999.9,JNA,-174.3
-9999.9,JNA,-180.9
-9999.9,JNA,-179.3
-9999.9,JW,-178.1
-9999.9,JW,-182.4
-9999.9,JW,-183.1
-9999.9,JW,-181.9
-9999.9,JW,-183.4
-9999.9,JW,-180.9
-9999.9,JW,-184.0
-9999.9,JW,-182.9
-9999.9,JW,-182.9
-9999.9,JW,-185.3
-9999.9,JW,-187.3
-9999.9,JW,-185.9
-9999.9,QGS,-185.3
-9999.9,QGS,-188.1
-9999.9,QGS,-187.7
-9999.9,QGS,-188.8
-9999.9,QGS,-184.4
-9999.9,QGS,-186.3
-9999.9,QGS,-186.0
-9999.9,QGS,-184.3
-9999.9,QGS,-193.0
-9999.9,QGS,-188.1
-9999.9,QGS,-188.7
-9999.9,QGS,-195.2
-9999.9,QGS,-190.5
-9999.9,QGS,-187.6
-9999.9,QGS,-191.5
-9999.9,QGS,-191.9
-9999.9,QGS,-193.6
-9999.9,QGS,-191.1
-9999.9,QGS,-195.6
-9999.9,QGS,-190.0
-9999.9,QGS,-191.8
-9999.9,QGS,-192.1
-9999.9,QGS,-199.2
-9999.9,QGS,-198.3
-9999.9,QGS,-195.2
-9999.9,QGS,-199.4
-9999.9,JW,-197.9
-9999.9,JW,-195.8
-9999.9,JW,-197.3
-9999.9,JW,-199.4
-9999.9,JW,-195.9
-9999.9,JW,-198.5
-9999.9,JW,-199.5
-9999.9,JW,-205.4
-9999.9,JW,-200.1
-9999.9,JW,-199.6
-9999.9,JW,-202.2
-9999.9,JW,-198.2
-9999.9,JW,-197.7
-9999.9,JW,-208.3
-9999.9,JCA,-205.6
-9999.9,JCA,-203.5
-9999.9,JCA,-207.8
-9999.9,JCA,-211.9
-9999.9,JCA,-209.4
-9999.9,JCA,-206.5
-9999.9,JCA,-207.0
-9999.9,JCA,-208.2
-9999.9,JCA,-213.9
-9999.9,JCA,-211.2
-9999.9,JCA,-210.7
-9999.9,JCA,-215.0
-9999.9,JCA,-217.4
-9999.9,JCA,-212.7
-9999.9,JCA,-221.9
-9999.9,JCA,-221.5
-9999.9,JCA,-223.9
-9999.9,JCA,-221.3
-9999.9,JCA,-222.4
-9999.9,JCA,-219.5
-9999.9,JCA,-215.2
-9999.9,JCA,-229.2
-9999.9,JCA,-226.4
-9999.9,JCA,-225.6
-9999.9,JCA,-225.7
-9999.9,JCA,-231.7
-9999.9,JCA,-230.9
-9999.9,JCA,-229.3
-9999.9,JCA,-229.4
-9999.9,JCA,-226.8
-9999.9,JCA,-228.0
-9999.9,JCA,-225.3
-9999.9,JCA,-226.2
-9999.9,JCA,-228.4
-9999.9,JCA,-230.6
-9999.9,JCA,-225.7
-9999.9,JCA,-225.7
-9999.9,JCA,-225.4
-9999.9,JCA,-227.6
-9999.9,JCA,-227.3
-9999.9,JCA,-233.0
-9999.9,JW,-228.1
-9999.9,JW,-230.9
-9999.9,JW,-230.4
-9999.9,JW,-232.8
-9999.9,JW,-233.3
-9999.9,JW,-237.8
-9999.9,JW,-234.0
-9999.9,JW,-230.6
-9999.9,JW,-238.7
-9999.9,JW,-233.3
-9999.9,JW,-233.0
-9999.9,JW,-234.9
-9999.9,JW,-234.3
-9999.9,JW,-236.2
-9999.9,JW,-238.4
-9999.9,JW,-232.5
-9999.9,JW,-239.9
-9999.9,JW,-240.5
-9999.9,JW,-239.5
-9999.9,JW,-237.6
-9999.9,JW,-239.4
-9999.9,JW,-242.1
-9999.9,JW,-240.0
-9999.9,JW,-240.9
-9999.9,JW,-240.4
-9999.9,JW,-241.0
-9999.9,JW,-244.1
-9999.9,JW,-240.8
-9999.9,JW,-239.9
-9999.9,JW,-246.1
-9999.9,JW,-242.5
-9999.9,JW,-240.6
-9999.9,JW,-241.7
-9999.9,JW,-243.7
-9999.9,JW,-245.2
-9999.9,JW,-244.2
-9999.9,JW,-241.1
-9999.9,JW,-242.0
-9999.9,JW,-243.4
-9999.9,JW,-242.7
-9999.9,JW,-241.3
-9999.9,JW,-239.6
-9999.9,JW,-249.6
-9999.9,JW,-246.6
-9999.9,JW,-243.8
-9999.9,JW,-246.7
-9999.9,JW,-246.8
-9999.9,JW,-246.8
-9999.9,JW,-246.9
-9999.9,JW,-245.4
-9999.9,JW,-247.6
-9999.9,JW,-250.4
-9999.9,JW,-248.2
-9999.9,JW,-247.3
-9999.9,JW,-245.4
-9999.9,JW,-249.3
-9999.9,JW,-247.8
-9999.9,JW,-243.8
-9999.9,JW,-248.9
-9999.9,JW,-252.1
-9999.9,JW,-250.6
-9999.9,JW,-253.4
-9999.9,JW,-249.6
-9999.9,JW,-250.5
-9999.9,JW,-250.5
-9999.9,JW,-251.9
-9999.9,JW,-246.3
-9999.9,JW,-249.8
-9999.9,JW,-249.1
-9999.9,JW,-248.0
-9999.9,JW,-253.3
-9999.9,JW,-251.6
-9999.9,JW,-246.2
-9999.9,JW,-253.0
-9999.9,JW,-245.7
-9999.9,JW,-246.4
-9999.9,JW,-249.2
-9999.9,JW,-248.5
-9999.9,JW,-250.8
-9999.9,JW,-246.8
-9999.9,JW,-247.8
-9999.9,JW,-249.8
-9999.9,JW,-253.8
-9999.9,JW,-253.3
-9999.9,JW,-253.5
-9999.9,JW,-254.0
-9999.9,JW,-256.5
-9999.9,JW,-258.4
-9999.9,JW,-252.6
-9999.9,JW,-256.8
-9999.9,JW,-253.3
-9999.9,JW,-256.1
-9999.9,JW,-255.4
-9999.9,JW,-254.1
-9999.9,JW,-259.1
-9999.9,JW,-259.6
-9999.9,JW,-252.5
-9999.9,JW,-253.0
-9999.9,JW,-252.4
-9999.9,JW,-255.4
-9999.9,JW,-253.5
-9999.9,JW,-250.1
-9999.9,JW,-245.8
-9999.9,JW,-252.5
-9999.9,JW,-254.2
-9999.9,JW,-252.3
-9999.9,JW,-252.9
-9999.9,JW,-251.7
-9999.9,JW,-254.2
-9999.9,JW,-263.0
-9999.9,JW,-256.1
-9999.9,JW,-256.9
-9999.9,JW,-256.3
-9999.9,JW,-257.8
-9999.9,JW,-257.9
-9999.9,JW,-259.3
-9999.9,JW,-258.6
-9999.9,JW,-258.0
-9999.9,JW,-249.8
-9999.9,JW,-262.2
-9999.9,JW,-253.6
-9999.9,JW,-257.5
-9999.9,JW,-253.9
-9999.9,JW,-255.3
-9999.9,JW,-259.8
-9999.9,JW,-256.3
-9999.9,JW,-256.6
-9999.9,JW,-257.5
-9999.9,JW,-251.7
-9999.9,JW,-258.3
-9999.9,JW,-256.1
-9999.9,JW,-255.5
-9999.9,JW,-247.2
-9999.9,JW,-256.3
-9999.9,JW,-251.3
-9999.9,JW,-254.2
-9999.9,JW,-254.2
-9999.9,JW,-254.3
-9999.9,JW,-257.3
-9999.9,JW,-254.4
-9999.9,JW,-252.0
-9999.9,JW,-250.6
-9999.9,JW,-260.9
-9999.9,JW,-253.5
-9999.9,JW,-257.5
-9999.9,JW,-254.1
-9999.9,JW,-254.2
