X,Y,Measurement
-9999.9,QAS,-166.6
-9999.9,QAS,-166.3
-9999.9,QAS,-169.5
-9999.9,QAS,-166.4
-9999.9,QAS,-169.3
-9999.9,QAS,-169.4
-9999.9,QAS,-166.0
-9999.9,QAS,-171.4
-9999.9,QAS,-169.4
-9999.9,QAS,-170.3
-9999.9,QAS,-171.9
-9999.9,QAS,-174.8
-9999.9,QAS,-173.4
-9999.9,QAS,-170.0
-9999.9,QAS,-171.3
-9999.9,QAS,-166.1
-9999.9,QAS,-163.6
-9999.9,QAS,-159.1
-9999.9,QAS,-156.4
-9999.9,QAS,-152.5
-9999.9,QAS,-152.5
-9999.9,QAS,-145.0
-9999.9,QAS,-139.1
-9999.9,QAS,-137.3
-9999.9,QAS,-136.1
-9999.9,QAS,-130.8
-9999.9,QAS,-127.3
-9999.9,QAS,-126.0
-9999.9,QAS,-117.1
-9999.9,QAS,-112.1
-9999.9,QAS,-110.9
-9999.9,QAS,-109.3
-9999.9,QAG,-112.1
-9999.9,QAG,-113.9
-9999.9,QAG,-118.1
-9999.9,QAG,-123.7
-9999.9,QAG,-124.9
-9999.9,QAG,-128.7
-9999.9,QAG,-126.5
-9999.9,QAG,-130.5
-9999.9,QAG,-126.8
-9999.9,QAG,-126.0
-9999.9,QAG,-131.8
-9999.9,QAG,-140.5
-9999.9,QAG,-150.1
-9999.9,QAG,-151.9
-9999.9,QAG,-159.7
-9999.9,QAG,-162.4
-9999.9,QAG,-163.9
-9999.9,QAG,-168.7
-9999.9,QAG,-169.0
-9999.9,QAG,-169.6
-9999.9,QAG,-172.1
-9999.9,QAG,-163.3
-9999.9,QAG,-157.9
-9999.9,QAG,-159.2
-9999.9,T1AI,-160.2
-9999.9,T1AI,-165.5
-9999.9,T1AI,-166.3
-9999.9,T1AI,-168.4
-9999.9,T1AI,-165.5
-9999.9,T1AI,-164.5
-9999.9,T1AI,-166.3
-9999.9,T1AI,-165.8
-9999.9,T1AI,-166.2
-9999.9,T1AI,-158.6
-9999.9,T1AI,-148.6
-9999.9,T1AI,-132.5
-9999.9,T1AI,-118.3
-9999.9,T1AI,-105.3
-9999.9,T1AI,-96.2
-9999.9,T1AI,-79.1
-9999.9,T1AI,-54.9
-9999.9,T1AI,-27.3
-9999.9,T1AI,-4.8
-9999.9,T1AI,16.0
-9999.9,T1AI,27.1
-9999.9,T1AI,28.5
-9999.9,T1AI,23.9
-9999.9,T1AI,14.3
-9999.9,T1AI,8.9
-9999.9,T1AI,4.9
-9999.9,T1AI,-4.6
-9999.9,T1AI,-7.7
-9999.9,T1AI,-9.5
-9999.9,T1AI,-7.5
-9999.9,T1AI,-0.3
-9999.9,T1AI,8.0
-9999.9,T1AI,0.6
-9999.9,T1AI,5.1
-9999.9,T1AI,5.5
-9999.9,T1AI,9.0
-9999.9,T1AI,19.3
-9999.9,T1AI,26.0
-9999.9,T2BF,30.6
-9999.9,T2BF,27.1
-9999.9,T2BF,23.1
-9999.9,T2BF,11.3
-9999.9,T2BF,-0.5
-9999.9,T2BF,-9.1
-9999.9,T2BF,-26.0
-9999.9,T2BF,-37.3
-9999.9,T2BF,-46.2
-9999.9,T2BF,-50.8
-9999.9,T2BF,-50.8
-9999.9,T2BF,-48.4
-9999.9,T2BF,-43.3
-9999.9,T2BF,-43.0
-9999.9,T2BF,-40.2
-9999.9,T2BF,-32.4
-9999.9,T2BF,-24.7
-9999.9,T2BF,-19.7
-9999.9,T2BF,-2.3
-9999.9,T2BF,13.8
-9999.9,T2BF,24.7
-9999.9,T2BF,28.7
-9999.9,T2BF,29.7
-9999.9,T2BF,22.3
-9999.9,T2BF,20.6
-9999.9,T2BF,28.7
-9999.9,T2BF,46.8
-9999.9,T2BF,71.6
-9999.9,T2BF,94.8
-9999.9,T2BF,102.5
-9999.9,T2BF,100.8
-9999.9,T2BF,83.1
-9999.9,T2BF,60.8
-9999.9,T2BF,33.8
-9999.9,T2BF,6.0
-9999.9,T2BF,-21.3
-9999.9,T2BF,-42.6
-9999.9,T2BF,-58.8
-9999.9,T2BF,-69.7
-9999.9,T2BF,-78.1
-9999.9,T2BF,-78.8
-9999.9,T2BF,-79.1
-9999.9,T1AI,-84.9
-9999.9,T1AI,-99.7
-9999.9,T1AI,-76.1
-9999.9,T1AI,-60.6
-9999.9,T1AI,-47.0
-9999.9,T1AI,-26.0
-9999.9,T1AI,-12.4
-9999.9,T1AI,4.6
-9999.9,T1AI,25.5
-9999.9,T1AI,49.8
-9999.9,T1AI,74.7
-9999.9,T1AI,98.0
-9999.9,T1AI,119.1
-9999.9,T1AI,141.2
-9999.9,T1AI,161.5
-9999.9,T1AI,179.1
-9999.9,T1AI,193.5
-9999.9,T1AI,210.9
-9999.9,T1AI,223.9
-9999.9,T1AI,250.1
-9999.9,T1AI,211.2
-9999.9,T1AI,188.5
-9999.9,T1AI,165.9
-9999.9,T1AI,147.6
-9999.9,T1AI,133.3
-9999.9,T1AI,114.2
-9999.9,QAG,91.2
-9999.9,QAG,67.5
-9999.9,QAG,45.8
-9999.9,QAG,28.4
-9999.9,QAG,16.1
-9999.9,QAG,1.9
-9999.9,QAG,-11.1
-9999.9,QAG,-27.7
-9999.9,QAG,-8.6
-9999.9,QAG,8.4
-9999.9,QAG,31.7
-9999.9,QAG,44.9
-9999.9,QAG,59.6
-9999.9,QAG,74.8
-9999.9,QAG,90.7
-9999.9,QAG,106.7
-9999.9,QAG,122.5
-9999.9,QAG,137.9
-9999.9,QAG,151.5
-9999.9,QAG,175.0
-9999.9,QAG,194.4
-9999.9,T2BF,207.8
-9999.9,T2BF,221.6
-9999.9,T2BF,268.8
-9999.9,T2BF,289.3
-9999.9,T2BF,290.9
-9999.9,T2BF,278.5
-9999.9,T2BF,258.2
-9999.9,T2BF,235.1
-9999.9,T2BF,219.9
-9999.9,T2BF,220.7
-9999.9,T2BF,236.7
-9999.9,T2BF,258.2
-9999.9,T2BF,239.9
-9999.9,T2BF,224.0
-9999.9,T2BF,211.5
-9999.9,T2BF,195.1
-9999.9,T2BF,177.4
-9999.9,T2BF,160.5
-9999.9,T2BF,146.2
-9999.9,T2BF,122.3
-9999.9,T2BF,108.7
-9999.9,T2BF,69.4
-9999.9,T2BF,28.5
-9999.9,T2BF,-1.6
-9999.9,T2BF,-23.6
-9999.9,QAG,-39.2
-9999.9,QAG,-44.5
-9999.9,QAG,-50.4
-9999.9,QAG,-51.1
-9999.9,QAG,-56.8
-9999.9,QAG,-57.4
-9999.9,QAG,-60.8
-9999.9,QAG,-57.8
-9999.9,QAG,-57.4
-9999.9,QAG,-63.2
-9999.9,QAG,-69.1
-9999.9,QAG,-68.9
-9999.9,QAG,-47.5
-9999.9,QAG,-25.0
-9999.9,T2RF,4.0
-9999.9,T2RF,26.2
-9999.9,T2RF,42.3
-9999.9,T2RF,45.0
-9999.9,T2RF,42.7
-9999.9,T2RF,31.5
-9999.9,T2RF,10.3
-9999.9,T2RF,-17.5
-9999.9,T2RF,-31.0
-9999.9,T2RF,-18.0
-9999.9,T2RF,-11.0
-9999.9,T2RF,-33.5
-9999.9,T2RF,-76.4
-9999.9,T2RF,-112.8
-9999.9,T2RF,-128.8
-9999.9,T2RF,-123.0
-9999.9,T2RF,-123.1
-9999.9,T2RF,-128.5
-9999.9,T2RF,-139.8
-9999.9,T2RF,-147.3
-9999.9,T2RF,-156.2
-9999.9,T2RF,-163.3
-9999.9,T2RF,-171.5
-9999.9,T2RF,-177.3
-9999.9,T2RF,-175.2
-9999.9,T2RF,-182.7
-9999.9,T2RF,-185.1
-9999.9,T2RF,-192.3
-9999.9,T2RF,-195.9
-9999.9,T2RF,-199.8
-9999.9,T2RF,-205.2
-9999.9,T2RF,-205.0
-9999.9,T2RF,-205.1
-9999.9,T2RF,-199.3
-9999.9,T2RF,-199.7
-9999.9,T2RF,-199.8
-9999.9,T2RF,-197.6
-9999.9,T2RF,-196.4
-9999.9,T2RF,-193.0
-9999.9,T2RF,-191.6
-9999.9,T2RF,-191.7
-9999.9,T2RF,-191.2
-9999.9,T2RF,-194.4
-9999.9,T2RF,-189.4
-9999.9,T2RF,-188.6
-9999.9,T2RF,-191.9
-9999.9,T2RF,-194.1
-9999.9,T2RF,-204.6
-9999.9,T2RF,-218.1
-9999.9,T2RF,-220.4
-9999.9,T2RF,-225.5
-9999.9,T2RF,-226.1
-9999.9,T2RF,-226.5
-9999.9,T2RF,-224.3
-9999.9,T2RF,-219.3
-9999.9,T2RF,-220.4
-9999.9,T2RF,-220.0
-9999.9,T2RF,-220.7
-9999.9,T2RF,-232.8
-9999.9,T2RF,-250.5
-9999.9,T2RF,-268.1
-9999.9,T2RF,-282.6
-9999.9,T2RF,-287.2
-9999.9,T2RF,-283.5
-9999.9,T2RF,-278.6
-9999.9,T2RF,-278.4
-9999.9,T2RF,-261.9
-9999.9,T2RF,-239.0
-9999.9,T2RF,-240.8
-9999.9,T2RF,-246.9
-9999.9,T2RF,-252.1
-9999.9,T2RF,-252.5
-9999.9,T2RF,-254.9
-9999.9,T2RF,-252.6
-9999.9,T2RF,-250.9
-9999.9,T2RF,-251.0
-9999.9,T2RF,-242.8
-9999.9,QB,-233.4
-9999.9,QB,-232.6
-9999.9,QB,-236.8
-9999.9,QB,-246.7
-9999.9,QB,-246.4
-9999.9,QB,-229.3
-9999.9,QB,-210.3
-9999.9,QB,-206.9
-9999.9,QB,-209.4
-9999.9,QB,-214.2
-9999.9,QB,-225.6
-9999.9,T2RF,-242.6
-9999.9,T2RF,-265.0
-9999.9,T2RF,-285.1
-9999.9,T2RF,-289.7
-9999.9,T2RF,-292.7
-9999.9,T2RF,-282.5
-9999.9,T2RF,-266.6
-9999.9,T2RF,-250.4
-9999.9,T2RF,-246.3
-9999.9,T2RF,-244.6
-9999.9,T2RF,-225.8
-9999.9,T2RF,-212.3
-9999.9,T2RF,-209.7
-9999.9,T2RF,-208.0
-9999.9,T2RF,-209.1
-9999.9,T2RF,-218.9
-9999.9,T2RF,-211.4
-9999.9,T2RF,-211.5
-9999.9,TMC,-214.1
-9999.9,TMC,-210.1
-9999.9,TMC,-189.9
-9999.9,TMC,-180.5
-9999.9,TMC,-169.7
-9999.9,TMC,-157.7
-9999.9,TMC,-152.6
-9999.9,TMC,-143.8
-9999.9,TMC,-131.0
-9999.9,TMC,-126.6
-9999.9,TMC,-127.3
-9999.9,TMC,-122.2
-9999.9,TMC,-111.8
-9999.9,TMC,-106.8
-9999.9,TMC,-96.2
-9999.9,TMC,-77.2
-9999.9,TMC,-59.4
-9999.9,TMC,-49.1
-9999.9,TMC,-42.8
-9999.9,TMC,-42.8
-9999.9,TMC,-38.7
-9999.9,TMC,-38.8
-9999.9,TMC,-38.7
-9999.9,TMC,-31.7
-9999.9,TMC,-26.8
-9999.9,TMC,-20.2
-9999.9,TMC,-13.8
-9999.9,TMC,-9.3
-9999.9,TMC,-1.0
-9999.9,TMC,6.0
-9999.9,TMC,12.2
-9999.9,TMC,20.7
-9999.9,TMC,30.8
-9999.9,TMC,38.2
-9999.9,TMC,49.7
-9999.9,TMC,52.1
-9999.9,TMC,56.8
-9999.9,TMC,61.2
-9999.9,TMC,61.5
-9999.9,TMC,65.0
-9999.9,TMC,62.8
-9999.9,TMC,63.7
-9999.9,TMC,62.8
-9999.9,TMC,63.3
-9999.9,TMC,60.8
-9999.9,TMC,65.0
-9999.9,TMC,61.2
-9999.9,TMC,60.9
-9999.9,TMC,61.2
-9999.9,TMC,62.1
-9999.9,TMC,64.4
-9999.9,TMC,63.6
-9999.9,TMC,67.8
-9999.9,TMC,65.2
-9999.9,TMC,69.9
-9999.9,TMC,72.5
-9999.9,TMC,75.9
-9999.9,TMC,79.7
-9999.9,TMC,82.8
-9999.9,TMC,81.7
-9999.9,TMC,83.4
-9999.9,TMC,84.7
-9999.9,TMC,88.6
-9999.9,TMC,93.7
-9999.9,TMC,98.3
-9999.9,TMC,99.4
-9999.9,TMC,104.6
-9999.9,TVQ,105.7
-9999.9,TVQ,109.6
-9999.9,TVQ,111.8
-9999.9,TVQ,116.9
-9999.9,TVQ,119.2
-9999.9,TVQ,122.3
-9999.9,TVQ,137.6
-9999.9,TVQ,153.1
-9999.9,TVQ,165.7
-9999.9,TVQ,175.1
-9999.9,TVQ,185.2
-9999.9,TVQ,193.4
-9999.9,TVQ,200.1
-9999.9,TVQ,203.1
-9999.9,TVQ,207.8
-9999.9,TVQ,207.5
-9999.9,TVQ,208.6
-9999.9,TVQ,205.9
-9999.9,TVQ,206.9
-9999.9,TVQ,206.5
-9999.9,TVQ,204.7
-9999.9,TVQ,204.6
-9999.9,TVQ,202.3
-9999.9,TVQ,196.8
-9999.9,TVQ,191.3
-9999.9,TVQ,188.5
-9999.9,TVQ,186.8
-9999.9,TVQ,183.2
-9999.9,TVQ,183.4
-9999.9,TVQ,193.5
-9999.9,TVQ,201.1
-9999.9,TVQ,209.9
-9999.9,TVQ,216.9
-9999.9,TVQ,222.8
-9999.9,TVQ,219.1
-9999.9,TVQ,213.6
-9999.9,TVQ,210.6
-9999.9,TVQ,209.1
-9999.9,TVQ,204.0
-9999.9,TVQ,207.5
-9999.9,TVQ,208.3
-9999.9,TVQ,212.2
-9999.9,TVQ,215.4
-9999.9,TVQ,218.8
-9999.9,TVQ,221.1
-9999.9,TVQ,223.9
-9999.9,TVQ,229.8
-9999.9,TVQ,229.9
-9999.9,QB,229.5
-9999.9,QB,230.6
-9999.9,QB,236.2
-9999.9,QB,241.5
-9999.9,QB,246.6
-9999.9,QB,250.8
-9999.9,QB,250.5
-9999.9,QB,258.7
-9999.9,QB,269.2
-9999.9,QB,286.5
-9999.9,QB,298.9
-9999.9,QB,311.1
-9999.9,QB,314.2
-9999.9,QB,316.3
-9999.9,QB,321.4
-9999.9,QB,334.1
-9999.9,T1AI,336.0
-9999.9,T1AI,327.4
-9999.9,T1AI,314.0
-9999.9,T1AI,313.9
-9999.9,T1AI,345.4
-9999.9,T1AI,387.5
-9999.9,T1AI,414.6
-9999.9,T1AI,426.4
-9999.9,T1AI,419.1
-9999.9,T1AI,391.2
-9999.9,T1AI,373.7
-9999.9,T1AI,387.3
-9999.9,T1AI,397.0
-9999.9,TMC,387.1
-9999.9,TMC,369.3
-9999.9,TMC,358.8
-9999.9,TMC,345.7
-9999.9,TMC,332.0
-9999.9,TMC,326.3
-9999.9,TMC,314.4
-9999.9,TMC,306.2
-9999.9,TMC,297.3
-9999.9,TMC,290.6
-9999.9,TMC,282.8
-9999.9,TMC,276.3
-9999.9,TMC,272.4
-9999.9,TMC,266.4
-9999.9,TMC,260.9
-9999.9,TMC,249.5
-9999.9,TMC,238.4
-9999.9,TMC,229.2
-9999.9,TMC,222.2
-9999.9,TMC,216.7
-9999.9,TMC,212.5
-9999.9,TMC,208.9
-9999.9,TMC,207.2
-9999.9,TMC,207.0
-9999.9,TMC,211.6
-9999.9,TMC,211.1
-9999.9,TMC,212.9
-9999.9,TMC,214.6
-9999.9,TMC,213.8
-9999.9,TMC,217.9
-9999.9,TMC,223.2
-9999.9,TMC,225.6
-9999.9,TMC,227.8
-9999.9,TMC,230.4
-9999.9,TMC,230.3
-9999.9,TMC,229.8
-9999.9,TMC,226.2
-9999.9,TMC,222.6
-9999.9,TMC,218.8
-9999.9,TMC,215.2
-9999.9,TMC,211.5
-9999.9,TMC,213.3
-9999.9,TMC,221.5
-9999.9,TMC,226.3
-9999.9,TMC,232.1
-9999.9,TMC,234.6
-9999.9,TMC,233.4
-9999.9,TMC,228.1
-9999.9,TMC,220.4
-9999.9,TMC,210.6
-9999.9,TMC,201.3
-9999.9,TMC,195.9
-9999.9,TMC,188.2
-9999.9,TMC,182.3
-9999.9,TMC,178.6
-9999.9,TMC,173.3
-9999.9,TMC,171.9
-9999.9,TMC,171.6
-9999.9,TMC,171.2
-9999.9,TMC,171.1
-9999.9,TMC,163.3
-9999.9,TMC,160.0
-9999.9,T2BF,149.6
-9999.9,T2BF,141.1
-9999.9,T2BF,132.1
-9999.9,T2BF,123.9
-9999.9,T2BF,110.2
-9999.9,T2BF,103.1
-9999.9,T2BF,94.7
-9999.9,T2BF,87.7
-9999.9,T2BF,81.7
-9999.9,T2BF,76.0
-9999.9,T2BF,72.5
-9999.9,T2BF,67.8
-9999.9,T2BF,67.0
-9999.9,T2BF,65.1
-9999.9,T2BF,68.9
-9999.9,T2BF,70.7
-9999.9,T2BF,66.6
-9999.9,T2BF,62.0
-9999.9,T2BF,59.8
-9999.9,T2BF,55.5
-9999.9,T2BF,46.9
-9999.9,T2BF,43.1
-9999.9,T2BF,36.8
-9999.9,T2BF,34.2
-9999.9,T2BF,21.7
-9999.9,T2BF,13.2
-9999.9,T2BF,4.8
-9999.9,T2BF,-10.4
-9999.9,T2BF,-14.3
-9999.9,T2BF,-16.1
-9999.9,T2BF,-20.4
-9999.9,T2BF,-20.4
-9999.9,T2BF,-18.8
-9999.9,T2BF,-20.6
-9999.9,T2BF,-19.9
-9999.9,T2BF,-20.9
-9999.9,T2BF,-21.0
-9999.9,T2BF,-26.0
-9999.9,T2BF,-30.8
-9999.9,T2BF,-42.1
-9999.9,T2BF,-50.7
-9999.9,T2BF,-58.1
-9999.9,T2BF,-65.6
-9999.9,T2BF,-61.5
-9999.9,T2BF,-49.2
-9999.9,T2BF,-48.0
-9999.9,T2BF,-58.8
-9999.9,T2BF,-71.2
-9999.9,T2BF,-81.1
-9999.9,T2BF,-92.6
-9999.9,T2BF,-102.0
-9999.9,T2BF,-113.3
-9999.9,T2BF,-125.8
-9999.9,T2BF,-136.0
-9999.9,T2BF,-146.7
-9999.9,T2BF,-152.4
-9999.9,T2BF,-151.8
-9999.9,T2BF,-149.3
-9999.9,T2BF,-143.7
-9999.9,T2BF,-141.3
-9999.9,ZNA,-143.2
-9999.9,ZNA,-143.5
-9999.9,ZNA,-152.2
-9999.9,ZNA,-159.6
-9999.9,ZNA,-160.6
-9999.9,ZNA,-160.0
-9999.9,ZNA,-160.0
-9999.9,ZNA,-155.7
-9999.9,ZNA,-155.8
-9999.9,ZNA,-150.4
-9999.9,ZNA,-147.4
-9999.9,ZNA,-150.2
-9999.9,ZNA,-156.8
-9999.9,ZNA,-159.6
-9999.9,ZNA,-170.8
-9999.9,ZNA,-177.5
-9999.9,ZNA,-184.4
-9999.9,ZNA,-188.6
-9999.9,ZNA,-184.3
-9999.9,ZNA,-183.1
-9999.9,ZNA,-181.5
-9999.9,ZNA,-179.5
-9999.9,ZNA,-179.0
-9999.9,ZNA,-173.2
-9999.9,ZNA,-170.5
-9999.9,ZNA,-164.6
-9999.9,ZNA,-161.4
-9999.9,ZNA,-158.9
-9999.9,ZNA,-153.6
-9999.9,ZNA,-159.4
-9999.9,ZNA,-164.8
-9999.9,ZNA,-174.3
-9999.9,ZNA,-183.4
-9999.9,ZNA,-194.1
-9999.9,ZNA,-197.7
-9999.9,ZNA,-206.9
-9999.9,ZNA,-210.5
-9999.9,ZNA,-212.5
-9999.9,ZNA,-206.8
-9999.9,ZNA,-200.7
-9999.9,ZNA,-189.3
-9999.9,ZNA,-182.7
-9999.9,ZNA,-171.2
-9999.9,ZNA,-161.9
-9999.9,ZNA,-155.2
-9999.9,ZNA,-143.8
-9999.9,ZNA,-131.4
-9999.9,ZNA,-124.2
-9999.9,ZNA,-114.4
-9999.9,ZNA,-112.0
-9999.9,ZNA,-110.2
-9999.9,ZNA,-108.0
-9999.9,ZNA,-102.6
-9999.9,ZNA,-89.9
-9999.9,ZNA,-76.9
-9999.9,ZNA,-64.9
-9999.9,ZNA,-47.9
-9999.9,ZNA,-36.5
-9999.9,ZNA,-16.0
-9999.9,ZNA,8.0
-9999.9,ZNA,35.1
-9999.9,ZNA,60.5
-9999.9,ZNA,88.6
-9999.9,ZNA,115.6
-9999.9,ZNA,140.8
-9999.9,ZNA,167.3
-9999.9,ZNA,190.6
-9999.9,ZNA,206.1
-9999.9,ZNA,203.1
-9999.9,ZNA,190.1
-9999.9,ZNA,174.9
-9999.9,ZNA,171.5
-9999.9,ZNA,170.7
-9999.9,ZNA,175.6
-9999.9,ZNA,194.4
-9999.9,ZNA,210.9
-9999.9,ZNA,233.2
-9999.9,ZNA,248.5
-9999.9,ZNA,260.5
-9999.9,ZNA,280.5
-9999.9,ZNA,300.4
-9999.9,ZNA,316.4
-9999.9,ZNA,319.6
-9999.9,ZNA,323.1
-9999.9,ZNA,330.0
-9999.9,ZNA,337.8
-9999.9,ZNA,338.5
-9999.9,ZNA,334.3
-9999.9,ZNA,338.9
-9999.9,ZNA,343.4
-9999.9,ZNA,352.3
-9999.9,ZNA,358.8
-9999.9,ZNA,369.1
-9999.9,ZNA,381.3
-9999.9,ZNA,398.4
-9999.9,ZNA,419.4
-9999.9,ZNA,441.2
-9999.9,ZNA,448.0
-9999.9,ZNA,469.3
-9999.9,ZNA,487.2
-9999.9,ZNA,510.3
-9999.9,ZNA,532.6
-9999.9,ZNA,553.2
-9999.9,ZNA,573.6
-9999.9,ZNA,592.8
-9999.9,ZNA,607.7
-9999.9,ZNA,612.2
-9999.9,ZNA,611.9
-9999.9,ZNA,607.9
-9999.9,ZNA,603.9
-9999.9,ZNA,596.9
-9999.9,ZNA,593.7
-9999.9,ZNA,585.0
-9999.9,ZNA,577.8
-9999.9,ZNA,563.0
-9999.9,ZNA,539.5
-9999.9,ZNA,519.0
-9999.9,ZNA,496.6
-9999.9,ZNA,475.4
-9999.9,ZNA,459.1
-9999.9,ZNA,448.0
-9999.9,ZNA,442.4
-9999.9,ZNA,442.8
-9999.9,ZNA,446.6
-9999.9,ZNA,444.0
-9999.9,ZNA,442.8
-9999.9,ZNA,439.7
-9999.9,ZNA,432.0
-9999.9,ZNA,423.4
-9999.9,ZNA,414.7
-9999.9,ZNA,409.5
-9999.9,ZNA,412.5
-9999.9,ZNA,422.7
-9999.9,ZNA,436.2
-9999.9,ZNA,449.1
-9999.9,ZNA,458.1
-9999.9,ZNA,455.4
-9999.9,ZNA,447.3
-9999.9,ZNA,437.4
-9999.9,ZNA,426.4
-9999.9,ZNA,417.7
-9999.9,ZNA,410.7
-9999.9,ZNA,397.9
-9999.9,ZNA,384.8
-9999.9,ZNA,368.3
-9999.9,ZNA,349.2
-9999.9,ZNA,326.8
-9999.9,ZNA,302.4
-9999.9,ZNA,276.9
-9999.9,ZNA,251.0
-9999.9,ZNA,220.2
-9999.9,ZNA,195.1
-9999.9,ZNA,166.7
-9999.9,ZNA,140.3
-9999.9,ZNA,113.4
-9999.9,ZNA,89.2
-9999.9,ZNA,66.6
-9999.9,ZNA,45.1
-9999.9,ZNA,24.9
-9999.9,ZNA,5.9
-9999.9,ZNA,28.0
-9999.9,ZNA,33.8
-9999.9,ZNA,30.4
-9999.9,ZNA,34.2
-9999.9,ZNA,31.6
-9999.9,ZNA,30.3
-9999.9,ZNA,32.5
-9999.9,ZNA,32.6
-9999.9,ZNA,32.5
-9999.9,ZNA,32.0
-9999.9,ZNA,31.1
-9999.9,ZNA,31.6
-9999.9,ZNA,33.7
-9999.9,ZNA,31.1
-9999.9,ZNA,32.7
-9999.9,ZNA,32.3
-9999.9,ZNA,33.5
-9999.9,ZNA,27.4
-9999.9,ZNA,30.5
-9999.9,ZNA,30.3
-9999.9,ZNA,28.8
-9999.9,ZNA,30.9
-9999.9,ZNA,30.9
-9999.9,ZNA,27.0
-9999.9,ZNA,28.5
-9999.9,ZNA,27.6
-9999.9,ZNA,24.8
-9999.9,ZNA,23.4
-9999.9,ZNA,24.2
-9999.9,ZNA,26.9
-9999.9,ZNA,25.4
-9999.9,ZNA,23.0
-9999.9,ZNA,23.8
-9999.9,ZNA,22.0
-9999.9,ZNA,23.9
-9999.9,ZNA,24.5
-9999.9,ZNA,22.3
-9999.9,ZNA,26.3
-9999.9,ZNA,27.2
-9999.9,ZNA,27.3
-9999.9,ZNA,29.7
-9999.9,ZNA,28.3
-9999.9,ZNA,30.0
-9999.9,ZNA,25.9
-9999.9,ZNA,29.7
-9999.9,ZNA,30.0
-9999.9,ZNA,30.8
-9999.9,ZNA,26.7
-9999.9,ZNA,26.4
-9999.9,ZNA,31.6
-9999.9,ZNA,27.2
-9999.9,ZNA,26.7
-9999.9,ZNA,30.2
-9999.9,ZNA,32.0
-9999.9,ZNA,28.3
-9999.9,ZNA,27.9
-9999.9,ZNA,27.9
-9999.9,ZNA,29.4
-9999.9,ZNA,26.3
-9999.9,ZNA,26.5
-9999.9,ZNA,27.3
-9999.9,ZNA,29.7
-9999.9,ZNA,27.0
-9999.9,ZNA,30.3
-9999.9,ZNA,26.4
-9999.9,ZNA,32.9
-9999.9,ZNA,29.4
-9999.9,ZNA,31.0
-9999.9,ZNA,32.2
-9999.9,ZNA,26.6
-9999.9,ZNA,25.0
-9999.9,ZNA,25.7
-9999.9,ZNA,26.4
-9999.9,ZNA,28.9
-9999.9,ZNA,28.6
-9999.9,ZNA,24.8
-9999.9,ZNA,23.5
-9999.9,ZNA,22.1
-9999.9,ZNA,21.0
-9999.9,ZNA,23.8
-9999.9,ZNA,24.5
-9999.9,ZNA,22.1
-9999.9,ZNA,21.6
-9999.9,ZNA,20.4
-9999.9,ZNA,19.1
-9999.9,ZNA,21.0
-9999.9,ZNA,22.3
-9999.9,ZNA,16.0
-9999.9,ZNA,20.1
-9999.9,ZNA,20.7
-9999.9,ZNA,16.2
-9999.9,KWA,17.6
-9999.9,KWA,15.3
-9999.9,KWA,12.2
-9999.9,KWA,14.2
-9999.9,KWA,13.6
-9999.9,KWA,14.4
-9999.9,KWA,13.9
-9999.9,KWA,12.9
-9999.9,KWA,9.6
-9999.9,KWA,8.5
-9999.9,KWA,11.1
-9999.9,KWA,8.0
-9999.9,KWA,9.4
-9999.9,KWA,8.9
-9999.9,KWA,10.6
-9999.9,KWA,3.5
-9999.9,KWA,7.2
-9999.9,KWA,5.1
-9999.9,KWA,4.9
-9999.9,KWA,4.0
-9999.9,KWA,5.9
-9999.9,KWA,4.9
-9999.9,KWA,4.9
-9999.9,KWA,6.3
-9999.9,KWA,4.5
-9999.9,KWA,6.7
-9999.9,KWA,6.8
-9999.9,KWA,6.6
-9999.9,KWA,4.7
-9999.9,KWA,-0.9
-9999.9,KWA,4.2
-9999.9,KWA,-1.3
-9999.9,KWA,-1.1
-9999.9,KWA,-0.2
-9999.9,KWA,1.7
-9999.9,KWA,1.2
-9999.9,KWA,3.0
-9999.9,KWA,-0.3
-9999.9,KWA,-0.6
-9999.9,KWA,-1.1
-9999.9,KWA,0.9
-9999.9,KWA,-3.0
-9999.9,KWA,-0.5
-9999.9,KWA,-6.5
-9999.9,KWA,-5.3
-9999.9,KWA,-8.0
-9999.9,KWA,-6.6
-9999.9,KWA,-8.6
-9999.9,KWA,-8.3
-9999.9,KWA,-10.3
-9999.9,KWA,-9.1
-9999.9,KWA,-10.8
-9999.9,KWA,-12.1
-9999.9,KWA,-14.9
-9999.9,KWA,-13.3
-9999.9,KWA,-15.3
-9999.9,KWA,-13.8
-9999.9,KWA,-12.7
-9999.9,KWA,-12.6
-9999.9,KDT,-15.5
-9999.9,KDT,-14.3
-9999.9,KDT,-13.6
-9999.9,KDT,-14.8
-9999.9,KDT,-14.3
-9999.9,KDT,-18.4
-9999.9,KDT,-17.9
-9999.9,KDT,-21.1
-9999.9,KDT,-19.1
-9999.9,KDT,-22.6
-9999.9,KDT,-22.6
-9999.9,KDT,-24.0
-9999.9,KDT,-25.2
-9999.9,KDT,-24.8
-9999.9,KDT,-27.3
-9999.9,KDT,-24.0
-9999.9,KDT,-30.6
-9999.9,KDT,-29.0
-9999.9,KDT,-27.4
-9999.9,KDT,-27.8
-9999.9,KDT,-31.9
-9999.9,KDT,-31.6
-9999.9,KDT,-30.5
-9999.9,KDT,-33.4
-9999.9,KDT,-34.8
-9999.9,KDT,-34.8
