lat,long,corrected_magnetic
37.2344,-112.2573,-37.3
37.2345,-112.2578,-37.7
37.2345,-112.2583,-42.5
37.2345,-112.2588,-44.1
37.2345,-112.2593,-44.8
37.2345,-112.2598,-48.0
37.2345,-112.2602,-47.4
37.2346,-112.2607,-47.8
37.2346,-112.2612,-50.3
37.2346,-112.2617,-51.3
37.2346,-112.2622,-50.6
37.2346,-112.2626,-48.5
37.2347,-112.2631,-53.5
37.2347,-112.2636,-52.3
37.2347,-112.2641,-56.1
37.2347,-112.2646,-56.4
37.2347,-112.265,-55.4
37.2347,-112.2655,-56.7
37.2348,-112.266,-57.3
37.2348,-112.2665,-61.1
37.2348,-112.267,-61.6
37.2348,-112.2675,-64.7
37.2348,-112.2679,-67.5
37.2348,-112.2684,-67.2
37.2349,-112.2689,-70.1
37.2349,-112.2694,-67.7
37.2349,-112.2699,-68.9
37.2349,-112.2703,-70.1
37.2349,-112.2708,-71.2
37.235,-112.2713,-68.8
37.235,-112.2718,-75.6
37.235,-112.2723,-76.3
37.235,-112.2727,-77.1
37.235,-112.2732,-76.6
37.235,-112.2737,-75.4
37.2351,-112.2742,-79.9
37.2351,-112.2747,-82.9
37.2351,-112.2751,-86.2
37.2351,-112.2756,-86.0
37.2351,-112.2761,-82.6
37.2351,-112.2766,-83.8
37.2352,-112.2771,-84.8
37.2352,-112.2776,-86.3
37.2352,-112.278,-83.1
37.2352,-112.2785,-89.8
37.2352,-112.279,-90.9
37.2353,-112.2795,-89.1
37.2353,-112.28,-89.4
37.2353,-112.2804,-89.7
37.2353,-112.2809,-93.2
37.2353,-112.2814,-98.4
37.2353,-112.2819,-88.8
37.2354,-112.2824,-95.0
37.2354,-112.2828,-92.3
37.2354,-112.2833,-99.3
37.2354,-112.2838,-101.3
37.2354,-112.2843,-103.6
37.2354,-112.2848,-99.9
37.2355,-112.2853,-103.7
37.2355,-112.2857,-101.0
37.2355,-112.2862,-100.5
37.2355,-112.2867,-99.8
37.2355,-112.2872,-105.8
37.2356,-112.2877,-105.7
37.2356,-112.2881,-104.7
37.2356,-112.2886,-104.2
37.2356,-112.2891,-103.7
37.2356,-112.2896,-107.2
37.2356,-112.2901,-108.2
37.2357,-112.2905,-109.0
37.2357,-112.291,-104.9
37.2357,-112.2915,-112.2
37.2357,-112.292,-108.0
37.2357,-112.2925,-113.2
37.2357,-112.293,-111.4
37.2358,-112.2934,-112.2
37.2358,-112.2939,-110.8
37.2358,-112.2944,-108.5
37.2358,-112.2949,-114.2
37.2358,-112.2954,-114.3
37.2359,-112.2958,-113.7
37.2359,-112.2963,-116.9
37.2359,-112.2968,-115.9
37.2359,-112.2973,-118.6
37.2359,-112.2978,-120.2
37.2359,-112.2982,-116.7
37.236,-112.2987,-117.6
37.236,-112.2992,-123.6
37.236,-112.2997,-119.3
37.236,-112.3002,-121.4
37.236,-112.3007,-121.2
37.236,-112.3011,-123.9
37.2361,-112.3016,-123.2
37.2361,-112.3021,-123.2
37.2361,-112.3026,-120.2
37.2361,-112.3031,-125.8
37.2361,-112.3035,-122.7
37.2361,-112.304,-120.9
37.2362,-112.3045,-127.0
37.2362,-112.305,-125.6
37.2362,-112.3055,-128.9
37.2362,-112.3059,-127.2
37.2362,-112.3064,-130.4
37.2363,-112.3069,-124.5
37.2363,-112.3074,-129.2
37.2363,-112.3079,-128.4
37.2363,-112.3084,-125.5
37.2363,-112.3088,-126.8
37.2363,-112.3093,-129.7
37.2364,-112.3098,-129.7
37.2364,-112.3103,-132.0
37.2364,-112.3108,-130.5
37.2364,-112.3112,-132.6
37.2364,-112.3117,-132.3
37.2365,-112.3122,-133.1
37.2365,-112.3127,-130.7
37.2365,-112.3132,-135.6
37.2365,-112.3136,-135.0
37.2365,-112.3141,-135.1
37.2365,-112.3146,-135.7
37.2366,-112.3151,-136.7
37.2366,-112.3156,-138.4
37.2366,-112.3161,-135.0
37.2366,-112.3165,-136.9
37.2366,-112.317,-137.5
37.2366,-112.3175,-137.3
37.2367,-112.318,-139.1
37.2367,-112.3185,-141.9
37.2367,-112.3189,-142.2
37.2367,-112.3194,-145.7
37.2367,-112.3199,-139.5
37.2368,-112.3204,-143.1
37.2368,-112.3209,-140.1
37.2368,-112.3213,-142.8
37.2368,-112.3218,-144.2
37.2368,-112.3223,-145.2
37.2368,-112.3228,-146.5
37.2369,-112.3233,-145.9
37.2369,-112.3238,-143.8
37.2369,-112.3242,-145.0
37.2369,-112.3247,-143.9
37.2369,-112.3252,-147.3
37.2369,-112.3257,-147.9
37.237,-112.3262,-150.1
37.237,-112.3266,-152.4
37.237,-112.3271,-147.2
37.237,-112.3276,-146.8
37.237,-112.3281,-146.7
37.2371,-112.3286,-150.1
37.2371,-112.329,-151.2
37.2371,-112.3295,-148.8
37.2371,-112.33,-156.5
37.2371,-112.3305,-150.4
37.2371,-112.331,-149.8
37.2372,-112.3315,-149.0
37.2372,-112.3319,-153.6
37.2372,-112.3324,-148.4
37.2372,-112.3329,-153.9
37.2372,-112.3334,-153.6
37.2372,-112.3339,-152.5
37.2373,-112.3343,-152.5
37.2373,-112.3348,-155.9
37.2373,-112.3353,-154.3
37.2373,-112.3358,-154.4
37.2373,-112.3363,-157.5
37.2374,-112.3367,-153.2
37.2374,-112.3372,-157.0
37.2374,-112.3377,-155.3
37.2374,-112.3382,-156.7
37.2374,-112.3387,-156.3
37.2374,-112.3392,-156.1
37.2375,-112.3396,-158.0
37.2375,-112.3401,-152.8
37.2375,-112.3406,-161.1
37.2375,-112.3411,-159.5
37.2375,-112.3416,-157.3
37.2375,-112.342,-157.6
37.2376,-112.3425,-160.1
37.2376,-112.343,-156.8
37.2376,-112.3435,-155.6
37.2376,-112.344,-157.0
37.2376,-112.3444,-162.1
37.2377,-112.3449,-159.3
37.2377,-112.3454,-159.9
37.2377,-112.3459,-156.6
37.2377,-112.3464,-162.6
37.2377,-112.3469,-165.7
37.2377,-112.3473,-158.1
37.2378,-112.3478,-165.3
37.2378,-112.3483,-162.3
37.2378,-112.3488,-162.9
37.2378,-112.3493,-167.9
37.2378,-112.3497,-164.5
37.2378,-112.3502,-166.6
37.2379,-112.3507,-164.4
37.2379,-112.3512,-166.6
37.2379,-112.3517,-162.6
37.2379,-112.3521,-165.9
37.2379,-112.3526,-164.0
37.2379,-112.3531,-165.7
37.238,-112.3536,-166.6
37.238,-112.3541,-166.5
37.238,-112.3545,-167.1
37.238,-112.355,-161.7
37.238,-112.3555,-164.7
37.2381,-112.356,-170.4
37.2381,-112.3565,-169.2
37.2381,-112.357,-168.5
37.2381,-112.3574,-173.9
37.2381,-112.3579,-174.8
37.2381,-112.3584,-171.5
37.2382,-112.3589,-176.8
37.2382,-112.3594,-176.2
37.2382,-112.3598,-173.7
37.2382,-112.3603,-177.2
37.2382,-112.3608,-174.2
37.2382,-112.3613,-173.6
37.2383,-112.3618,-162.7
37.2383,-112.3622,-149.2
37.2383,-112.3627,-137.8
37.2383,-112.3632,-132.6
37.2383,-112.3637,-129.5
37.2384,-112.3642,-131.8
37.2384,-112.3647,-147.8
37.2384,-112.3651,-148.4
37.2384,-112.3656,-154.9
37.2384,-112.3661,-164.7
37.2384,-112.3666,-166.5
37.2384,-112.367,-164.9
37.2384,-112.3675,-168.9
37.2384,-112.368,-168.7
37.2384,-112.3685,-171.0
37.2384,-112.3689,-173.2
37.2384,-112.3694,-170.4
37.2384,-112.3699,-167.2
37.2384,-112.3704,-174.9
37.2384,-112.3708,-175.4
37.2384,-112.3713,-170.4
37.2384,-112.3718,-171.8
37.2384,-112.3723,-171.8
37.2384,-112.3727,-170.2
37.2384,-112.3732,-173.2
37.2384,-112.3737,-172.0
37.2384,-112.3742,-176.4
37.2384,-112.3746,-169.7
37.2384,-112.3751,-172.1
37.2384,-112.3756,-170.2
37.2384,-112.3761,-173.1
37.2384,-112.3765,-171.2
37.2384,-112.377,-174.1
37.2384,-112.3775,-172.0
37.2384,-112.378,-171.5
37.2384,-112.3784,-177.4
37.2384,-112.3789,-175.6
37.2384,-112.3794,-176.7
37.2384,-112.3799,-172.2
37.2384,-112.3803,-172.9
37.2384,-112.3808,-175.2
37.2384,-112.3813,-173.8
37.2384,-112.3818,-173.4
37.2384,-112.3822,-172.1
37.2384,-112.3827,-175.0
37.2384,-112.3832,-178.5
37.2384,-112.3837,-177.6
37.2384,-112.3841,-179.6
37.2384,-112.3846,-177.1
37.2384,-112.3851,-179.6
37.2384,-112.3856,-179.0
37.2384,-112.386,-177.3
37.2384,-112.3865,-179.5
37.2384,-112.387,-176.3
37.2384,-112.3875,-173.9
37.2384,-112.3879,-174.4
37.2384,-112.3884,-172.4
37.2384,-112.3889,-172.2
37.2384,-112.3894,-178.6
37.2384,-112.3898,-176.4
37.2384,-112.3903,-175.8
37.2384,-112.3908,-173.1
37.2384,-112.3913,-171.8
37.2384,-112.3917,-175.1
37.2384,-112.3922,-174.9
37.2384,-112.3927,-174.6
37.2384,-112.3931,-172.7
37.2384,-112.3936,-182.5
37.2384,-112.3941,-180.8
37.2384,-112.3946,-178.2
37.2384,-112.3951,-176.6
37.2384,-112.3955,-177.8
37.2384,-112.396,-183.2
37.2384,-112.3965,-181.3
37.2384,-112.3969,-180.0
37.2384,-112.3974,-179.3
37.2384,-112.3979,-186.1
37.2384,-112.3984,-184.4
37.2384,-112.3988,-184.1
37.2384,-112.3993,-185.9
37.2384,-112.3998,-185.8
37.2384,-112.4003,-185.2
37.2384,-112.4007,-186.5
37.2384,-112.4012,-184.5
37.2384,-112.4017,-186.9
37.2384,-112.4022,-184.1
37.2384,-112.4026,-185.0
37.2384,-112.4031,-183.8
37.2384,-112.4036,-184.9
37.2384,-112.4041,-182.2
37.2384,-112.4045,-184.2
37.2384,-112.405,-176.0
37.2384,-112.4055,-181.4
37.2384,-112.406,-179.1
37.2384,-112.4064,-178.0
37.2384,-112.4069,-180.1
37.2384,-112.4074,-183.8
37.2384,-112.4079,-180.9
37.2384,-112.4083,-179.9
37.2384,-112.4088,-180.4
37.2384,-112.4093,-183.8
37.2384,-112.4098,-182.6
37.2384,-112.4102,-186.1
37.2384,-112.4107,-186.8
37.2384,-112.4112,-188.5
37.2384,-112.4117,-184.8
37.2384,-112.4121,-188.1
37.2384,-112.4126,-189.9
37.2384,-112.4131,-188.0
37.2384,-112.4136,-185.1
37.2384,-112.414,-185.9
37.2384,-112.4145,-189.5
37.2384,-112.415,-188.6
37.2384,-112.4155,-191.4
37.2384,-112.4159,-187.5
37.2384,-112.4164,-188.2
37.2384,-112.4169,-188.5
37.2384,-112.4174,-188.4
37.2384,-112.4178,-186.5
37.2384,-112.4183,-185.4
37.2384,-112.4188,-196.0
37.2384,-112.4193,-189.0
37.2384,-112.4197,-193.4
37.2384,-112.4202,-191.9
37.2384,-112.4207,-193.3
37.2384,-112.4212,-190.6
37.2384,-112.4216,-189.8
37.2384,-112.4221,-188.4
37.2384,-112.4226,-189.2
37.2384,-112.4231,-197.0
37.2384,-112.4235,-192.9
37.2384,-112.424,-196.4
37.2384,-112.4245,-198.2
37.2384,-112.425,-197.8
37.2384,-112.4254,-205.2
37.2384,-112.4259,-205.1
37.2384,-112.4264,-202.4
37.2384,-112.4269,-200.5
37.2384,-112.4273,-198.6
37.2384,-112.4278,-201.9
37.2384,-112.4283,-197.4
37.2384,-112.4288,-197.2
37.2384,-112.4292,-191.2
37.2384,-112.4297,-191.3
37.2384,-112.4302,-193.0
37.2384,-112.4306,-193.9
37.2384,-112.4311,-194.9
37.2384,-112.4316,-192.1
37.2384,-112.4321,-192.6
37.2384,-112.4326,-191.9
37.2384,-112.433,-195.3
37.2384,-112.4335,-191.3
37.2384,-112.434,-190.1
37.2384,-112.4344,-193.8
37.2384,-112.4349,-193.4
37.2384,-112.4354,-194.8
37.2384,-112.4359,-189.5
37.2384,-112.4363,-189.5
37.2384,-112.4368,-189.8
37.2384,-112.4373,-189.8
37.2384,-112.4378,-186.6
37.2384,-112.4382,-192.0
37.2384,-112.4387,-190.5
37.2384,-112.4392,-184.9
37.2384,-112.4397,-185.5
37.2384,-112.4401,-193.1
37.2384,-112.4406,-187.2
37.2384,-112.4411,-188.6
37.2384,-112.4416,-189.3
37.2384,-112.442,-188.3
37.2384,-112.4425,-190.3
37.2384,-112.443,-190.7
37.2384,-112.4435,-189.5
37.2384,-112.4439,-190.3
37.2384,-112.4444,-196.5
37.2384,-112.4449,-188.6
37.2384,-112.4454,-189.2
37.2384,-112.4458,-187.6
37.2384,-112.4463,-188.4
37.2384,-112.4468,-187.9
37.2384,-112.4473,-190.1
37.2384,-112.4477,-191.2
37.2384,-112.4482,-189.8
37.2384,-112.4487,-188.0
37.2384,-112.4492,-192.6
37.2384,-112.4496,-186.6
37.2384,-112.4501,-189.9
37.2384,-112.4506,-187.4
37.2384,-112.4511,-188.5
37.2384,-112.4515,-187.3
37.2384,-112.452,-189.6
37.2384,-112.4525,-185.4
37.2384,-112.453,-181.8
37.2384,-112.4534,-177.9
37.2384,-112.4539,-173.7
37.2384,-112.4544,-176.7
37.2384,-112.4549,-175.8
37.2384,-112.4553,-176.4
37.2384,-112.4558,-176.5
37.2384,-112.4563,-171.5
37.2384,-112.4568,-176.8
37.2384,-112.4572,-177.1
37.2384,-112.4577,-172.9
37.2384,-112.4582,-172.0
37.2384,-112.4587,-166.6
37.2384,-112.4591,-171.2
37.2384,-112.4596,-167.5
37.2384,-112.4601,-162.7
37.2384,-112.4606,-167.8
37.2384,-112.461,-166.5
37.2384,-112.4615,-162.2
37.2384,-112.462,-159.6
37.2384,-112.4625,-162.6
37.2384,-112.4629,-165.9
37.2384,-112.4634,-165.9
37.2384,-112.4639,-164.8
37.2384,-112.4644,-163.2
37.2384,-112.4648,-161.8
37.2384,-112.4653,-163.9
37.2384,-112.4658,-163.9
37.2384,-112.4662,-163.2
37.2384,-112.4667,-164.5
37.2384,-112.4672,-159.9
37.2384,-112.4677,-165.4
37.2384,-112.4682,-160.3
37.2384,-112.4686,-159.6
37.2384,-112.4691,-160.2
37.2384,-112.4696,-169.8
37.2384,-112.47,-161.6
37.2384,-112.4705,-156.4
37.2384,-112.471,-154.5
37.2384,-112.4715,-150.7
37.2384,-112.4719,-148.2
37.2384,-112.4724,-150.8
37.2384,-112.4729,-149.6
37.2384,-112.4734,-146.1
37.2384,-112.4738,-146.9
37.2384,-112.4743,-145.6
37.2384,-112.4748,-144.9
37.2384,-112.4753,-140.9
37.2384,-112.4757,-150.7
37.2384,-112.4762,-145.9
37.2384,-112.4767,-144.4
37.2384,-112.4772,-144.7
37.2384,-112.4776,-143.2
37.2384,-112.4781,-145.1
37.2384,-112.4786,-145.6
37.2384,-112.4791,-141.4
37.2384,-112.4795,-137.1
37.2384,-112.48,-140.2
37.2384,-112.4805,-138.7
37.2384,-112.481,-134.9
37.2384,-112.4814,-141.0
37.2384,-112.4819,-136.5
37.2384,-112.4824,-135.5
37.2384,-112.4829,-130.7
37.2384,-112.4833,-131.5
37.2384,-112.4838,-133.7
37.2384,-112.4843,-132.6
37.2384,-112.4848,-133.1
37.2384,-112.4852,-131.6
37.2384,-112.4857,-130.5
37.2384,-112.4862,-128.3
37.2384,-112.4867,-134.2
37.2384,-112.4871,-127.3
37.2384,-112.4876,-133.9
37.2384,-112.4881,-130.6
37.2384,-112.4886,-130.3
37.2384,-112.489,-129.3
37.2384,-112.4895,-129.2
37.2384,-112.49,-130.0
37.2384,-112.4905,-124.4
37.2384,-112.4909,-125.6
37.2384,-112.4914,-133.8
37.2384,-112.4919,-132.6
37.2384,-112.4924,-126.7
37.2384,-112.4928,-122.1
37.2384,-112.4933,-125.6
37.2384,-112.4938,-122.0
37.2384,-112.4943,-118.7
37.2384,-112.4947,-122.1
37.2384,-112.4952,-121.4
37.2384,-112.4957,-122.8
37.2384,-112.4962,-116.5
37.2384,-112.4966,-121.9
37.2384,-112.4971,-122.1
37.2384,-112.4976,-116.1
37.2384,-112.4981,-121.5
37.2384,-112.4985,-116.7
37.2384,-112.499,-121.1
37.2384,-112.4995,-114.6
37.2384,-112.5,-113.4
37.2384,-112.5004,-113.8
37.2384,-112.5009,-114.8
37.2384,-112.5014,-114.3
37.2384,-112.5018,-117.2
37.2384,-112.5023,-113.4
37.2384,-112.5028,-119.8
37.2384,-112.5033,-119.4
37.2384,-112.5038,-119.1
37.2384,-112.5042,-119.9
37.2384,-112.5047,-119.5
37.2384,-112.5052,-117.0
37.2384,-112.5056,-118.2
37.2384,-112.5061,-120.9
37.2384,-112.5066,-118.3
37.2384,-112.5071,-114.8
37.2384,-112.5075,-112.5
37.2384,-112.508,-115.9
37.2384,-112.5085,-116.4
37.2384,-112.509,-116.2
37.2384,-112.5094,-115.6
37.2384,-112.5099,-115.2
37.2384,-112.5104,-114.6
37.2384,-112.5109,-114.4
37.2384,-112.5113,-113.6
37.2384,-112.5118,-111.9
37.2384,-112.5123,-113.1
37.2384,-112.5128,-109.7
37.2384,-112.5132,-113.0
37.2384,-112.5137,-111.0
37.2384,-112.5142,-110.8
37.2384,-112.5147,-113.3
37.2384,-112.5151,-107.2
37.2384,-112.5156,-105.5
37.2384,-112.5161,-111.6
37.2384,-112.5166,-106.8
37.2384,-112.517,-112.1
37.2384,-112.5175,-107.5
37.2384,-112.518,-105.0
37.2384,-112.5185,-103.9
37.2384,-112.5189,-108.0
37.2384,-112.5194,-105.5
37.2384,-112.5199,-107.2
37.2384,-112.5204,-108.6
37.2384,-112.5208,-108.3
37.2384,-112.5213,-108.0
37.2384,-112.5218,-106.6
37.2384,-112.5223,-107.4
37.2384,-112.5227,-110.8
37.2384,-112.5232,-102.9
37.2384,-112.5237,-102.5
37.2384,-112.5242,-108.2
37.2384,-112.5246,-105.3
37.2384,-112.5251,-104.6
37.2384,-112.5256,-105.8
37.2384,-112.5261,-104.6
37.2384,-112.5265,-105.1
37.2384,-112.527,-107.2
37.2384,-112.5275,-105.5
37.2384,-112.528,-102.1
37.2384,-112.5284,-102.4
37.2384,-112.5289,-103.4
37.2384,-112.5294,-101.5
37.2384,-112.5299,-104.1
37.2384,-112.5303,-102.6
37.2384,-112.5308,-107.6
37.2384,-112.5313,-108.2
37.2384,-112.5317,-101.4
37.2384,-112.5322,-105.9
37.2384,-112.5326,-103.6
37.2384,-112.533,-104.9
37.2384,-112.5335,-102.8
37.2385,-112.5339,-101.3
37.2385,-112.5343,-102.9
37.2385,-112.5348,-99.3
37.2385,-112.5352,-102.2
37.2386,-112.5356,-103.7
37.2386,-112.5361,-98.1
37.2386,-112.5365,-99.9
37.2386,-112.5369,-96.1
37.2386,-112.5374,-96.2
37.2387,-112.5378,-82.2
37.2387,-112.5382,-72.7
37.2387,-112.5386,-64.2
37.2387,-112.5391,-64.5
37.2388,-112.5395,-75.9
37.2388,-112.5399,-78.2
37.2388,-112.5404,-83.7
37.2388,-112.5408,-82.9
37.2388,-112.5412,-86.7
37.2389,-112.5417,-91.0
37.2389,-112.5421,-91.8
37.2389,-112.5425,-94.9
37.2389,-112.543,-95.6
37.239,-112.5434,-99.2
37.239,-112.5438,-99.4
37.239,-112.5442,-99.9
37.239,-112.5447,-91.8
37.239,-112.5451,-92.5
37.2391,-112.5455,-93.0
37.2391,-112.546,-97.6
37.2391,-112.5464,-99.1
37.2391,-112.5468,-98.8
37.2391,-112.5473,-96.3
37.2392,-112.5477,-100.9
37.2392,-112.5481,-98.8
37.2392,-112.5486,-99.2
37.2392,-112.549,-105.9
37.2393,-112.5494,-99.5
37.2393,-112.5499,-104.8
37.2393,-112.5503,-104.2
37.2393,-112.5507,-100.2
37.2393,-112.5511,-103.9
37.2394,-112.5516,-107.2
37.2394,-112.552,-101.2
37.2394,-112.5524,-104.2
37.2394,-112.5529,-102.3
37.2395,-112.5533,-102.2
37.2395,-112.5537,-104.8
37.2395,-112.5542,-102.1
37.2395,-112.5546,-103.4
37.2395,-112.555,-100.2
37.2396,-112.5555,-102.7
37.2396,-112.5559,-102.9
37.2396,-112.5563,-104.5
37.2396,-112.5567,-103.6
37.2397,-112.5572,-100.9
37.2397,-112.5576,-99.4
37.2397,-112.558,-101.1
37.2397,-112.5585,-104.7
37.2397,-112.5589,-99.4
37.2398,-112.5593,-103.2
37.2398,-112.5598,-99.6
37.2398,-112.5602,-106.7
37.2398,-112.5606,-103.0
37.2399,-112.5611,-103.0
37.2399,-112.5615,-102.4
37.2399,-112.5619,-102.7
37.2399,-112.5624,-103.7
37.2399,-112.5628,-110.1
37.24,-112.5632,-103.6
37.24,-112.5636,-106.9
37.24,-112.5641,-109.5
37.24,-112.5645,-106.1
37.24,-112.5649,-108.3
37.2401,-112.5654,-105.6
37.2401,-112.5658,-108.7
37.2401,-112.5662,-110.9
37.2401,-112.5667,-104.1
37.2402,-112.5671,-104.1
37.2402,-112.5675,-106.1
37.2402,-112.568,-108.3
37.2402,-112.5684,-106.0
37.2402,-112.5688,-109.0
37.2403,-112.5693,-110.1
37.2403,-112.5697,-109.5
37.2403,-112.5701,-111.3
37.2403,-112.5705,-112.9
37.2404,-112.571,-109.2
37.2404,-112.5714,-116.2
37.2404,-112.5718,-111.9
37.2404,-112.5723,-113.2
37.2404,-112.5727,-117.1
37.2405,-112.5731,-121.1
37.2405,-112.5736,-121.5
37.2405,-112.574,-117.1
37.2405,-112.5744,-115.3
37.2406,-112.5749,-119.2
37.2406,-112.5753,-117.9
37.2406,-112.5757,-116.5
37.2406,-112.5762,-119.0
37.2406,-112.5766,-120.3
37.2407,-112.577,-120.7
37.2407,-112.5774,-126.0
37.2407,-112.5779,-118.6
37.2407,-112.5783,-123.0
37.2408,-112.5787,-121.6
37.2408,-112.5792,-122.9
37.2408,-112.5796,-123.7
37.2408,-112.58,-122.2
37.2408,-112.5805,-128.5
37.2409,-112.5809,-123.9
37.2409,-112.5813,-124.6
37.2409,-112.5818,-121.4
37.2409,-112.5822,-129.1
37.241,-112.5826,-128.0
37.241,-112.583,-125.8
37.241,-112.5835,-130.9
37.241,-112.5839,-122.7
37.241,-112.5843,-128.2
37.2411,-112.5848,-127.4
37.2411,-112.5852,-125.9
37.2411,-112.5856,-134.4
37.2411,-112.5861,-134.8
37.2412,-112.5865,-134.1
37.2412,-112.5869,-136.3
37.2412,-112.5874,-133.4
37.2412,-112.5878,-133.8
37.2412,-112.5882,-135.1
37.2413,-112.5887,-134.5
37.2413,-112.5891,-140.4
37.2413,-112.5895,-138.0
37.2413,-112.5899,-137.7
37.2413,-112.5904,-135.8
37.2414,-112.5908,-137.3
37.2414,-112.5912,-140.7
37.2414,-112.5917,-139.4
37.2414,-112.5921,-141.1
37.2415,-112.5925,-145.5
37.2415,-112.593,-140.4
37.2415,-112.5934,-136.2
37.2415,-112.5938,-138.8
37.2415,-112.5943,-141.8
37.2416,-112.5947,-140.0
37.2416,-112.5951,-137.4
37.2416,-112.5955,-139.6
37.2416,-112.596,-137.0
37.2417,-112.5964,-137.1
37.2417,-112.5968,-136.4
37.2417,-112.5973,-134.8
37.2417,-112.5977,-141.1
37.2417,-112.5981,-142.4
37.2418,-112.5986,-136.5
37.2418,-112.599,-139.7
37.2418,-112.5994,-136.3
37.2418,-112.5999,-138.2
37.2419,-112.6003,-146.8
37.2419,-112.6007,-143.5
37.2419,-112.6012,-149.5
37.2419,-112.6016,-149.5
37.2419,-112.602,-152.5
37.242,-112.6024,-155.2
37.242,-112.6029,-158.6
37.242,-112.6033,-154.4
37.242,-112.6037,-154.9
37.2421,-112.6042,-155.8
37.2421,-112.6046,-156.8
37.2421,-112.605,-156.3
37.2421,-112.6055,-155.1
37.2421,-112.6059,-155.1
37.2422,-112.6063,-156.0
37.2422,-112.6068,-156.0
37.2422,-112.6072,-155.1
37.2422,-112.6076,-160.4
37.2423,-112.608,-160.4
37.2423,-112.6085,-158.2
37.2423,-112.6089,-157.9
37.2423,-112.6093,-159.9
37.2423,-112.6098,-157.5
37.2424,-112.6102,-160.0
37.2424,-112.6106,-163.9
37.2424,-112.6111,-158.2
37.2424,-112.6115,-164.3
37.2424,-112.6119,-165.4
37.2425,-112.6124,-161.9
37.2425,-112.6128,-159.4
37.2425,-112.6132,-160.9
37.2425,-112.6136,-158.4
37.2426,-112.6141,-158.6
37.2426,-112.6145,-162.8
37.2426,-112.6149,-159.8
37.2426,-112.6154,-168.4
37.2426,-112.6158,-162.3
37.2427,-112.6162,-165.6
37.2427,-112.6167,-162.4
37.2427,-112.6171,-167.1
37.2427,-112.6175,-169.2
37.2428,-112.618,-167.8
37.2428,-112.6184,-168.2
37.2428,-112.6188,-167.5
37.2428,-112.6193,-169.6
37.2428,-112.6197,-171.4
37.2429,-112.6201,-170.2
37.2429,-112.6205,-173.0
37.2429,-112.621,-166.7
37.2429,-112.6214,-165.3
37.243,-112.6218,-167.9
37.243,-112.6223,-171.3
37.243,-112.6227,-175.5
37.243,-112.6231,-167.5
37.243,-112.6236,-168.7
37.2431,-112.624,-167.2
37.2431,-112.6244,-163.3
37.2431,-112.6249,-169.8
37.2431,-112.6253,-171.3
37.2432,-112.6257,-168.9
37.2432,-112.6261,-173.9
37.2432,-112.6266,-178.0
37.2432,-112.627,-175.0
37.2432,-112.6274,-179.2
37.2433,-112.6279,-174.1
37.2433,-112.6283,-174.1
37.2433,-112.6287,-172.1
37.2433,-112.6292,-170.1
37.2433,-112.6296,-176.2
37.2434,-112.63,-176.4
37.2434,-112.6305,-177.1
37.2434,-112.6309,-175.5
37.2434,-112.6313,-179.0
37.2435,-112.6318,-176.2
37.2435,-112.6322,-177.4
37.2435,-112.6326,-177.1
37.2435,-112.633,-176.1
37.2436,-112.6335,-178.9
37.2436,-112.6339,-177.9
37.2436,-112.6343,-179.5
37.2436,-112.6348,-174.3
37.2436,-112.6352,-180.9
37.2437,-112.6356,-179.3
37.2437,-112.6361,-178.1
37.2437,-112.6365,-182.4
37.2437,-112.6369,-183.1
37.2437,-112.6374,-181.9
37.2438,-112.6378,-183.4
37.2438,-112.6382,-180.9
37.2438,-112.6387,-184.0
37.2438,-112.6391,-182.9
37.2439,-112.6395,-182.9
37.2439,-112.6399,-185.3
37.2439,-112.6404,-187.3
37.2439,-112.6408,-185.9
37.2439,-112.6412,-185.3
37.244,-112.6417,-188.1
37.244,-112.6421,-187.7
37.244,-112.6425,-188.8
37.244,-112.643,-184.4
37.2441,-112.6434,-186.3
37.2441,-112.6438,-186.0
37.2441,-112.6443,-184.3
37.2441,-112.6447,-193.0
37.2441,-112.6451,-188.1
37.2442,-112.6455,-188.7
37.2442,-112.646,-195.2
37.2442,-112.6464,-190.5
37.2442,-112.6468,-187.6
37.2443,-112.6473,-191.5
37.2443,-112.6477,-191.9
37.2443,-112.6481,-193.6
37.2443,-112.6486,-191.1
37.2443,-112.649,-195.6
37.2444,-112.6494,-190.0
37.2444,-112.6499,-191.8
37.2444,-112.6503,-192.1
37.2444,-112.6507,-199.2
37.2445,-112.6512,-198.3
37.2445,-112.6516,-195.2
37.2445,-112.652,-199.4
37.2445,-112.6524,-197.9
37.2445,-112.6529,-195.8
37.2446,-112.6533,-197.3
37.2446,-112.6537,-199.4
37.2446,-112.6542,-195.9
37.2446,-112.6546,-198.5
37.2446,-112.655,-199.5
37.2447,-112.6555,-205.4
37.2447,-112.6559,-200.1
37.2447,-112.6563,-199.6
37.2447,-112.6568,-202.2
37.2448,-112.6572,-198.2
37.2448,-112.6576,-197.7
37.2448,-112.6581,-208.3
37.2448,-112.6585,-205.6
37.2448,-112.6589,-203.5
37.2449,-112.6593,-207.8
37.2449,-112.6598,-211.9
37.2449,-112.6602,-209.4
37.2449,-112.6606,-206.5
37.2449,-112.661,-207.0
37.2448,-112.6614,-208.2
37.2448,-112.6618,-213.9
37.2448,-112.6622,-211.2
37.2447,-112.6626,-210.7
37.2447,-112.663,-215.0
37.2447,-112.6634,-217.4
