lat,long,corrected_magnetic
38.3768,-112.6454,-122.8
38.3767,-112.646,-122.3
38.3766,-112.6465,-122.1
38.3765,-112.6471,-121.9
38.3764,-112.6476,-121.3
38.3763,-112.6482,-122.4
38.3762,-112.6488,-121.6
38.376,-112.6493,-122.3
38.3759,-112.6499,-123.0
38.3758,-112.6505,-122.2
38.3757,-112.651,-121.8
38.3756,-112.6516,-120.9
38.3755,-112.6521,-120.3
38.3754,-112.6527,-122.9
38.3753,-112.6533,-123.5
38.3752,-112.6538,-124.6
38.3751,-112.6544,-124.2
38.375,-112.655,-123.2
38.3748,-112.6555,-123.2
38.3747,-112.6561,-124.6
38.3746,-112.6566,-125.5
38.3745,-112.6572,-125.2
38.3744,-112.6578,-124.1
38.3743,-112.6583,-124.7
38.3742,-112.6589,-124.6
38.3741,-112.6595,-124.1
38.374,-112.66,-123.3
38.3739,-112.6606,-121.3
38.3738,-112.6611,-120.1
38.3736,-112.6617,-117.2
38.3735,-112.6623,-116.9
38.3734,-112.6628,-113.9
38.3733,-112.6634,-108.4
38.3732,-112.6639,-104.6
38.3731,-112.6645,-99.6
38.373,-112.6651,-94.1
38.3729,-112.6656,-87.9
38.3728,-112.6662,-83.4
38.3727,-112.6668,-79.1
38.3726,-112.6673,-75.2
38.3725,-112.6679,-71.5
38.3723,-112.6684,-65.7
38.3722,-112.669,-60.1
38.3721,-112.6696,-56.7
38.372,-112.6701,-53.3
38.3719,-112.6707,-50.3
38.3718,-112.6713,-45.7
38.3717,-112.6718,-42.4
38.3716,-112.6724,-38.4
38.3715,-112.6729,-34.3
38.3714,-112.6735,-28.6
38.3713,-112.6741,-25.9
38.3711,-112.6746,-23.2
38.371,-112.6752,-22.6
38.3709,-112.6758,-20.6
38.3708,-112.6763,-17.5
38.3707,-112.6769,-16.1
38.3706,-112.6774,-15.0
38.3705,-112.678,-14.9
38.3704,-112.6786,-14.5
38.3703,-112.6791,-12.3
38.3702,-112.6797,-10.2
38.3701,-112.6802,-5.5
38.3699,-112.6808,-1.9
38.3698,-112.6814,2.0
38.3697,-112.6819,3.0
38.3696,-112.6825,3.2
38.3695,-112.6831,7.2
38.3694,-112.6836,10.0
38.3693,-112.6842,12.3
38.3692,-112.6847,14.8
38.3691,-112.6853,14.9
38.369,-112.6859,16.7
38.3689,-112.6864,18.0
38.3688,-112.687,19.6
38.3686,-112.6876,19.6
38.3685,-112.6881,21.2
38.3684,-112.6887,20.8
38.3683,-112.6892,21.5
38.3682,-112.6898,21.5
38.3681,-112.6904,21.6
38.368,-112.6909,21.9
38.3679,-112.6915,20.6
38.3678,-112.6921,20.3
38.3677,-112.6926,19.0
38.3676,-112.6932,19.4
38.3674,-112.6937,20.0
38.3673,-112.6943,19.7
38.3672,-112.6949,21.6
38.3671,-112.6954,20.3
38.367,-112.696,19.7
38.3669,-112.6965,19.1
38.3668,-112.6971,19.3
38.3667,-112.6977,19.9
38.3666,-112.6982,17.4
38.3665,-112.6988,16.4
38.3663,-112.6993,13.4
38.3662,-112.6998,11.0
38.3661,-112.7003,9.9
38.366,-112.7007,6.1
38.3659,-112.7012,4.5
38.3657,-112.7017,6.2
38.3656,-112.7022,12.7
38.3655,-112.7027,31.4
38.3654,-112.7032,71.8
38.3653,-112.7037,118.9
38.3652,-112.7042,160.9
38.365,-112.7047,190.2
38.3649,-112.7051,175.4
38.3648,-112.7056,114.9
38.3647,-112.7061,52.8
38.3646,-112.7066,21.0
38.3644,-112.7071,12.0
38.3643,-112.7076,12.8
38.3642,-112.7081,13.1
38.3641,-112.7086,13.4
38.364,-112.709,15.1
38.3638,-112.7095,18.2
38.3637,-112.71,22.4
38.3636,-112.7105,23.4
38.3635,-112.711,24.8
38.3634,-112.7115,25.3
38.3632,-112.712,24.0
38.3631,-112.7125,24.7
38.363,-112.7129,28.0
38.3629,-112.7134,32.8
38.3628,-112.7139,34.1
38.3626,-112.7144,35.3
38.3625,-112.7149,36.4
38.3624,-112.7154,38.3
38.3623,-112.7159,37.3
38.3622,-112.7164,38.4
38.362,-112.7168,40.8
38.3619,-112.7173,43.5
38.3618,-112.7178,45.9
38.3617,-112.7183,47.4
38.3616,-112.7188,47.9
38.3614,-112.7193,47.8
38.3613,-112.7198,47.8
38.3613,-112.7203,45.6
38.3614,-112.7209,44.8
38.3614,-112.7215,44.0
38.3614,-112.7221,43.0
38.3614,-112.7226,43.7
38.3615,-112.7232,44.0
38.3615,-112.7238,43.0
38.3615,-112.7244,42.7
38.3615,-112.7249,41.1
38.3616,-112.7255,38.6
38.3616,-112.7261,38.4
38.3616,-112.7266,38.1
38.3616,-112.7272,36.4
38.3616,-112.7278,35.2
38.3617,-112.7284,32.6
38.3617,-112.7289,30.3
38.3617,-112.7295,27.6
38.3617,-112.7301,25.2
38.3618,-112.7306,23.7
38.3618,-112.7312,21.1
38.3618,-112.7318,18.6
38.3618,-112.7324,14.7
38.3619,-112.7329,10.9
38.3619,-112.7335,7.8
38.3619,-112.7341,6.1
38.3619,-112.7346,4.4
38.362,-112.7352,1.4
38.362,-112.7358,-1.9
38.362,-112.7364,-5.7
38.362,-112.7369,-8.5
38.362,-112.7375,-10.5
38.3621,-112.7381,-12.9
38.3621,-112.7387,-13.3
38.3621,-112.7392,-16.5
38.3621,-112.7398,-18.6
38.3622,-112.7404,-20.7
38.3622,-112.7409,-22.0
38.3622,-112.7415,-23.0
38.3622,-112.7421,-23.3
38.3623,-112.7427,-23.6
38.3623,-112.7432,-24.9
38.3623,-112.7438,-26.9
38.3623,-112.7444,-29.3
38.3624,-112.7449,-32.3
38.3624,-112.7455,-34.0
38.3624,-112.7461,-35.5
38.3624,-112.7467,-38.0
38.3624,-112.7472,-38.9
38.3625,-112.7478,-41.0
38.3625,-112.7484,-41.8
38.3625,-112.7489,-41.9
38.3625,-112.7495,-42.6
38.3626,-112.7501,-42.4
38.3626,-112.7507,-42.8
38.3626,-112.7512,-42.8
38.3626,-112.7518,-42.6
38.3627,-112.7524,-43.3
38.3627,-112.753,-43.7
38.3627,-112.7535,-45.7
38.3627,-112.7541,-45.4
38.3627,-112.7547,-45.4
38.3628,-112.7552,-47.9
38.3628,-112.7558,-52.1
38.3628,-112.7564,-56.0
38.3628,-112.757,-57.8
38.3629,-112.7575,-56.8
38.3629,-112.7581,-57.8
38.3629,-112.7587,-60.2
38.3629,-112.7592,-61.8
38.363,-112.7598,-63.2
38.363,-112.7604,-62.9
38.363,-112.761,-61.1
38.363,-112.7615,-60.2
38.3631,-112.7621,-59.7
38.3631,-112.7627,-58.4
38.3631,-112.7632,-59.3
38.3631,-112.7638,-60.0
38.3631,-112.7644,-60.7
38.3632,-112.765,-60.6
38.3632,-112.7655,-60.9
38.3632,-112.7661,-60.8
38.3632,-112.7667,-61.2
38.3633,-112.7673,-62.5
38.3633,-112.7678,-64.7
38.3633,-112.7684,-66.1
38.3633,-112.769,-68.1
38.3634,-112.7695,-72.1
38.3634,-112.7701,-75.7
38.3634,-112.7707,-82.4
38.3634,-112.7713,-87.4
38.3635,-112.7718,-91.0
38.3635,-112.7724,-92.1
38.3635,-112.773,-94.1
38.3635,-112.7735,-98.7
38.3635,-112.7741,-100.9
38.3636,-112.7747,-101.4
38.3636,-112.7753,-99.9
38.3636,-112.7758,-99.2
38.3636,-112.7764,-97.7
38.3637,-112.777,-96.6
38.3637,-112.7775,-93.0
38.3637,-112.7781,-89.1
38.3637,-112.7787,-84.6
38.3638,-112.7793,-79.5
38.3638,-112.7798,-73.3
38.3638,-112.7804,-65.9
38.3638,-112.781,-55.6
38.3638,-112.7816,-45.4
38.3639,-112.7821,-37.7
38.3639,-112.7827,-29.2
38.3639,-112.7833,-22.0
38.3639,-112.7838,-10.8
38.364,-112.7844,0.9
38.364,-112.785,19.1
38.364,-112.7856,47.5
38.364,-112.7861,87.4
38.3641,-112.7867,126.1
38.3641,-112.7873,155.6
38.3641,-112.7878,171.2
38.3641,-112.7884,180.6
38.3642,-112.789,187.1
38.3642,-112.7896,186.9
38.3642,-112.7901,180.9
38.3642,-112.7907,168.3
38.3642,-112.7913,155.5
38.3643,-112.7918,146.8
38.3643,-112.7924,144.9
38.3643,-112.793,147.8
38.3643,-112.7936,140.8
38.3644,-112.7941,127.0
38.3644,-112.7947,114.7
38.3644,-112.7953,111.4
38.3644,-112.7959,116.8
38.3645,-112.7964,126.6
38.3645,-112.797,135.3
38.3645,-112.7976,139.6
38.3645,-112.7981,141.1
38.3646,-112.7987,142.0
38.3646,-112.7993,140.7
38.3646,-112.7999,134.1
38.3646,-112.8004,126.3
38.3646,-112.801,126.0
38.3647,-112.8016,129.9
38.3647,-112.8021,132.5
38.3647,-112.8027,136.0
38.3647,-112.8033,139.5
38.3648,-112.8039,143.1
38.3648,-112.8044,148.6
38.3648,-112.805,151.6
38.3648,-112.8056,156.6
38.3649,-112.8061,161.7
38.3649,-112.8067,167.0
38.3649,-112.8073,170.7
38.3649,-112.8079,175.4
38.3649,-112.8084,183.2
38.365,-112.809,188.3
38.365,-112.8096,193.9
38.365,-112.8102,198.8
38.365,-112.8107,203.8
38.3651,-112.8113,212.2
38.3651,-112.8119,224.2
38.3651,-112.8124,236.4
38.3651,-112.813,249.4
38.3652,-112.8136,259.6
38.3652,-112.8142,268.3
38.3652,-112.8147,274.1
38.3652,-112.8153,279.6
38.3653,-112.8159,288.0
38.3653,-112.8164,295.0
38.3653,-112.817,300.2
38.3653,-112.8176,307.6
38.3653,-112.8182,313.8
38.3654,-112.8187,318.8
38.3654,-112.8193,321.6
38.3654,-112.8199,323.1
38.3654,-112.8204,322.8
38.3655,-112.821,322.6
38.3655,-112.8216,320.2
38.3655,-112.8219,312.8
38.3655,-112.8222,305.0
38.3656,-112.8224,294.0
38.3656,-112.8227,286.4
38.3656,-112.823,279.1
38.3656,-112.8233,272.1
38.3657,-112.8236,265.1
38.3657,-112.8239,262.7
38.3657,-112.8241,262.0
38.3657,-112.8244,263.5
38.3657,-112.8247,267.8
38.3658,-112.825,273.1
38.3658,-112.8253,275.5
38.3658,-112.8256,275.8
38.3658,-112.8259,274.2
38.3659,-112.8261,272.4
38.3659,-112.8264,270.8
38.3659,-112.8267,270.1
38.3659,-112.827,269.0
38.366,-112.8273,268.6
38.366,-112.8276,269.7
38.366,-112.8278,270.6
38.366,-112.8281,272.3
38.3661,-112.8284,271.9
38.3661,-112.8287,270.2
38.3661,-112.829,266.4
38.3661,-112.8293,264.1
38.3662,-112.8295,264.1
38.3662,-112.8298,265.2
38.3662,-112.8301,268.7
38.3662,-112.8304,273.1
38.3662,-112.8307,276.4
38.3663,-112.831,277.9
38.3663,-112.8313,277.9
38.3663,-112.8315,278.1
38.3663,-112.8318,277.0
38.3664,-112.8321,278.9
38.3664,-112.8324,279.9
38.3664,-112.8327,282.9
38.3664,-112.833,286.4
38.3665,-112.8332,289.9
38.3665,-112.8335,294.5
38.3665,-112.8338,296.2
38.3665,-112.8341,299.9
38.3666,-112.8344,299.7
38.3666,-112.8347,301.4
38.3666,-112.8349,300.5
38.3666,-112.8352,299.9
38.3667,-112.8355,301.9
38.3667,-112.8358,303.7
38.3667,-112.8361,308.5
38.3667,-112.8364,311.0
38.3667,-112.8367,314.9
38.3668,-112.8369,317.1
38.3668,-112.8372,318.6
38.3668,-112.8375,320.6
38.3668,-112.8378,317.4
38.3669,-112.8381,308.0
38.3669,-112.8384,291.8
38.3669,-112.8386,273.0
38.3669,-112.8389,256.6
38.367,-112.8392,243.1
38.367,-112.8395,232.8
38.367,-112.8398,222.4
38.367,-112.8401,211.6
38.3671,-112.8403,198.6
38.3671,-112.8406,189.1
38.3671,-112.8409,182.2
38.3671,-112.8412,173.6
38.3672,-112.8415,171.1
38.3672,-112.8418,167.6
38.3672,-112.842,164.9
38.3672,-112.8423,163.2
38.3672,-112.8426,159.7
38.3673,-112.8429,158.5
38.3673,-112.8432,155.5
38.3673,-112.8435,153.1
38.3673,-112.8438,150.3
38.3674,-112.844,149.1
38.3674,-112.8443,144.4
38.3674,-112.8446,146.1
38.3674,-112.8449,144.6
38.3675,-112.8452,142.2
38.3675,-112.8455,149.9
38.3675,-112.8457,142.7
38.3675,-112.846,146.3
38.3676,-112.8463,143.3
38.3676,-112.8466,142.5
38.3676,-112.8469,142.2
38.3676,-112.8472,140.0
38.3676,-112.8474,140.3
38.3677,-112.8477,135.9
38.3677,-112.848,134.6
38.3677,-112.8483,135.1
38.3677,-112.8486,130.2
38.3678,-112.8489,130.4
38.3678,-112.8492,127.8
38.3678,-112.8494,130.4
38.3678,-112.8497,129.5
38.3679,-112.85,134.2
38.3679,-112.8503,136.7
38.3679,-112.8506,141.1
38.3679,-112.8509,145.6
38.368,-112.8511,150.0
38.368,-112.8514,154.5
38.368,-112.8517,158.6
38.368,-112.852,161.7
38.3681,-112.8523,165.6
38.3681,-112.8526,168.3
38.3681,-112.8528,170.6
38.3681,-112.8531,172.6
38.3681,-112.8534,174.1
38.3682,-112.8537,176.4
38.3682,-112.854,174.9
38.3682,-112.8543,175.8
38.3682,-112.8546,173.2
38.3683,-112.8548,173.7
38.3683,-112.8551,173.9
38.3683,-112.8554,175.4
38.3683,-112.8557,179.7
38.3684,-112.856,183.9
38.3684,-112.8563,186.1
38.3684,-112.8565,191.9
38.3684,-112.8568,199.5
38.3685,-112.8571,203.7
38.3685,-112.8574,210.5
38.3685,-112.8577,219.4
38.3685,-112.858,226.2
38.3686,-112.8582,230.1
38.3686,-112.8585,233.6
38.3686,-112.8588,235.9
38.3686,-112.8591,238.9
38.3686,-112.8594,240.5
38.3687,-112.8597,243.9
38.3687,-112.86,249.1
38.3687,-112.8602,253.7
38.3687,-112.8605,259.3
38.3688,-112.8608,264.7
38.3688,-112.8611,269.5
38.3688,-112.8614,274.3
38.3688,-112.8617,279.1
38.3689,-112.8619,283.9
38.3689,-112.8622,287.9
38.3689,-112.8625,291.1
38.3689,-112.8628,295.0
38.369,-112.8631,297.8
38.369,-112.8634,301.2
38.369,-112.8636,307.5
38.369,-112.8639,310.7
38.3691,-112.8642,313.6
38.3691,-112.8645,318.0
38.3691,-112.8648,318.9
38.3691,-112.8651,320.1
38.3691,-112.8654,320.3
38.3692,-112.8656,320.1
38.3692,-112.8659,321.6
38.3692,-112.8662,325.5
38.3692,-112.8665,330.7
38.3693,-112.8668,333.8
38.3693,-112.8671,338.5
38.3693,-112.8673,339.0
38.3693,-112.8676,341.0
38.3694,-112.8679,340.9
38.3694,-112.8682,338.2
38.3694,-112.8685,337.9
38.3694,-112.8688,338.8
38.3695,-112.869,337.0
38.3695,-112.8693,337.7
38.3695,-112.8696,336.7
38.3695,-112.8699,336.5
38.3695,-112.8702,335.8
38.3696,-112.8705,335.8
38.3696,-112.8707,333.8
38.3696,-112.871,330.9
38.3696,-112.8713,330.2
38.3697,-112.8716,330.5
38.3697,-112.8719,328.9
38.3697,-112.8722,328.9
38.3697,-112.8725,325.8
38.3698,-112.8727,322.5
38.3698,-112.873,319.2
38.3698,-112.8733,312.7
38.3698,-112.8736,309.1
38.3699,-112.8739,302.6
38.3699,-112.8742,294.2
38.3699,-112.8744,285.5
38.3699,-112.8747,277.7
38.37,-112.875,270.2
38.37,-112.8753,261.6
38.37,-112.8756,250.8
38.37,-112.8759,241.4
38.37,-112.8761,230.9
38.3701,-112.8764,219.6
38.3701,-112.8767,208.9
38.3701,-112.877,197.3
38.3701,-112.8773,188.1
38.3702,-112.8776,181.7
38.3702,-112.8779,177.4
38.3702,-112.8781,176.4
38.3702,-112.8784,178.2
38.3703,-112.8787,182.0
38.3703,-112.879,188.5
38.3703,-112.8793,194.5
38.3703,-112.8796,198.4
38.3704,-112.8798,200.2
38.3704,-112.8801,200.2
38.3704,-112.8804,201.0
38.3704,-112.8807,201.2
38.3705,-112.881,202.6
38.3705,-112.8813,209.9
38.3705,-112.8815,218.8
38.3705,-112.8818,227.3
38.3705,-112.8821,235.8
38.3706,-112.8824,240.8
38.3706,-112.8827,240.4
38.3706,-112.883,237.7
38.3706,-112.8833,232.5
38.3707,-112.8835,224.1
38.3707,-112.8838,213.8
38.3707,-112.8841,204.2
38.3707,-112.8844,194.5
38.3708,-112.8847,183.4
38.3708,-112.885,175.9
38.3708,-112.8852,170.1
38.3708,-112.8855,163.5
38.3709,-112.8858,157.1
38.3709,-112.8861,150.7
38.3709,-112.8864,145.6
38.3709,-112.8867,141.6
38.371,-112.8869,138.9
38.371,-112.8872,140.7
38.371,-112.8875,140.9
38.371,-112.8881,139.8
38.371,-112.8887,138.7
38.371,-112.8892,136.9
38.371,-112.8898,136.2
38.371,-112.8904,136.4
38.371,-112.891,136.4
38.371,-112.8915,137.2
38.371,-112.8921,136.9
38.371,-112.8927,136.2
38.371,-112.8932,134.9
38.371,-112.8938,133.3
38.371,-112.8944,133.1
38.371,-112.895,134.0
38.371,-112.8955,134.1
38.3711,-112.8961,135.5
38.3711,-112.8967,132.3
38.3711,-112.8972,126.6
38.3711,-112.8978,120.9
38.3711,-112.8984,114.4
38.3711,-112.899,108.2
38.3711,-112.8995,103.2
38.3711,-112.9001,95.7
38.3711,-112.9007,89.4
38.3711,-112.9013,84.6
38.3711,-112.9018,79.1
38.3711,-112.9024,76.2
38.3711,-112.903,74.9
38.3711,-112.9035,73.0
38.3711,-112.9041,69.6
38.3711,-112.9047,67.7
38.3711,-112.9053,63.9
38.3711,-112.9058,64.0
38.3711,-112.9064,58.2
38.3711,-112.907,54.8
38.3711,-112.9076,51.4
38.3711,-112.9081,46.9
38.3711,-112.9087,44.0
38.3711,-112.9093,44.3
38.3711,-112.9098,44.8
38.3711,-112.9104,47.9
38.3711,-112.911,52.2
38.3711,-112.9116,57.6
38.3712,-112.9121,61.8
38.3712,-112.9127,64.8
38.3712,-112.9133,67.3
38.3712,-112.9139,68.4
38.3712,-112.9144,70.9
38.3712,-112.915,74.1
38.3712,-112.9156,75.5
38.3712,-112.9161,77.8
38.3712,-112.9167,79.4
38.3712,-112.9173,78.1
38.3712,-112.9179,79.2
38.3712,-112.9184,79.7
38.3712,-112.919,80.3
38.3712,-112.9196,80.7
38.3712,-112.9202,80.8
38.3712,-112.9207,80.0
38.3712,-112.9213,77.6
38.3712,-112.9219,76.0
38.3712,-112.9224,74.4
38.3712,-112.923,71.9
38.3712,-112.9236,69.8
38.3712,-112.9242,67.9
38.3712,-112.9247,65.9
38.3712,-112.9253,63.9
38.3712,-112.9259,62.8
38.3712,-112.9265,61.5
38.3712,-112.927,59.0
38.3712,-112.9276,56.7
38.3713,-112.9282,56.3
38.3713,-112.9287,56.0
38.3713,-112.9293,56.0
38.3713,-112.9299,54.9
38.3713,-112.9305,53.8
38.3713,-112.931,52.6
38.3713,-112.9316,50.0
38.3713,-112.9322,48.7
38.3713,-112.9328,47.3
38.3713,-112.9333,45.9
38.3713,-112.9339,44.2
38.3713,-112.9345,42.6
38.3713,-112.935,40.3
38.3713,-112.9356,37.1
38.3713,-112.9362,33.1
38.3713,-112.9368,30.0
38.3713,-112.9373,26.1
38.3713,-112.9379,23.2
38.3713,-112.9385,20.8
38.3713,-112.939,16.9
38.3713,-112.9396,12.6
38.3713,-112.9402,8.4
38.3713,-112.9408,5.1
38.3713,-112.9413,3.0
38.3713,-112.9419,0.9
38.3713,-112.9425,-1.2
38.3713,-112.9431,-2.9
38.3713,-112.9436,-5.3
38.3714,-112.9442,-8.4
38.3714,-112.9448,-9.6
38.3713,-112.9454,-11.0
38.3713,-112.9459,-13.1
38.3712,-112.9465,-13.1
38.3712,-112.9471,-14.5
38.3711,-112.9477,-15.3
38.3711,-112.9482,-16.9
38.371,-112.9488,-19.0
38.371,-112.9494,-20.0
38.371,-112.95,-20.5
38.3709,-112.9505,-21.6
38.3709,-112.9511,-23.0
38.3708,-112.9517,-24.7
38.3708,-112.9522,-25.3
38.3707,-112.9528,-27.8
38.3707,-112.9534,-27.6
38.3706,-112.954,-27.0
38.3706,-112.9546,-27.3
38.3705,-112.9551,-28.3
38.3705,-112.9557,-29.2
38.3705,-112.9563,-30.8
38.3704,-112.9569,-33.7
38.3704,-112.9574,-33.3
38.3703,-112.958,-34.4
38.3703,-112.9586,-35.5
38.3702,-112.9592,-37.8
38.3702,-112.9597,-39.4
38.3701,-112.9603,-41.6
38.3701,-112.9609,-42.2
38.3701,-112.9615,-43.6
38.37,-112.962,-45.4
38.37,-112.9626,-47.4
38.3699,-112.9632,-48.9
38.3699,-112.9638,-51.3
38.3698,-112.9643,-50.3
38.3698,-112.9649,-49.7
38.3697,-112.9655,-52.3
38.3697,-112.9661,-54.1
38.3696,-112.9666,-55.2
38.3696,-112.9672,-57.3
38.3696,-112.9678,-57.6
38.3695,-112.9684,-57.5
38.3695,-112.9689,-57.8
38.3694,-112.9695,-58.0
38.3694,-112.9701,-57.4
38.3693,-112.9707,-56.1
38.3693,-112.9712,-56.6
38.3692,-112.9718,-55.5
38.3692,-112.9724,-53.5
38.3692,-112.973,-52.5
38.3691,-112.9735,-51.8
38.3691,-112.9741,-52.9
38.369,-112.9747,-53.2
38.369,-112.9753,-55.8
38.3689,-112.9758,-57.0
38.3689,-112.9764,-57.7
38.3688,-112.977,-59.7
38.3688,-112.9776,-60.5
38.3688,-112.9781,-61.7
38.3687,-112.9787,-62.3
38.3687,-112.9793,-63.2
38.3686,-112.9799,-63.7
38.3686,-112.9804,-64.3
38.3685,-112.981,-65.0
38.3685,-112.9816,-65.4
38.3684,-112.9822,-66.7
38.3684,-112.9827,-67.1
38.3683,-112.9833,-67.1
38.3683,-112.9839,-67.2
38.3683,-112.9845,-68.8
38.3682,-112.985,-68.8
38.3682,-112.9856,-68.1
38.3681,-112.9862,-66.6
38.3681,-112.9868,-65.5
38.368,-112.9873,-65.0
38.368,-112.9879,-65.8
38.3679,-112.9885,-65.6
38.3679,-112.9891,-65.0
38.3679,-112.9896,-66.7
38.3678,-112.9902,-67.8
38.3678,-112.9908,-69.3
38.3677,-112.9914,-70.8
38.3745,-112.9918,-69.5
38.3745,-112.9923,-66.9
38.3745,-112.9928,-72.5
38.3745,-112.9933,-76.1
38.3744,-112.9938,-76.8
38.3744,-112.9942,-79.2
38.3744,-112.9947,-80.2
38.3744,-112.9952,-81.8
38.3744,-112.9957,-82.2
38.3744,-112.9962,-84.4
38.3744,-112.9967,-85.4
38.3744,-112.9972,-85.2
38.3744,-112.9977,-86.4
38.3744,-112.9982,-86.7
38.3744,-112.9987,-86.9
38.3744,-112.9992,-87.0
38.3743,-112.9996,-88.2
38.3743,-113.0001,-88.4
38.3743,-113.0006,-87.5
38.3743,-113.0011,-87.3
38.3743,-113.0016,-87.9
38.3743,-113.0021,-89.4
38.3743,-113.0026,-89.8
38.3743,-113.0031,-89.1
38.3743,-113.0036,-88.8
38.3743,-113.0041,-89.6
38.3743,-113.0046,-89.1
38.3743,-113.005,-90.2
38.3743,-113.0055,-89.4
38.3742,-113.006,-90.0
38.3742,-113.0065,-88.1
38.3742,-113.007,-86.7
38.3742,-113.0075,-85.7
38.3742,-113.008,-81.9
38.3742,-113.0085,-80.8
38.3742,-113.009,-84.6
38.3742,-113.0095,-82.1
38.3742,-113.01,-80.2
38.3742,-113.0105,-78.9
38.3742,-113.0109,-74.5
38.3742,-113.0114,-70.8
38.3741,-113.0119,-68.3
38.3741,-113.0124,-70.0
38.3741,-113.0129,-69.6
38.3741,-113.0134,-68.4
38.3741,-113.0139,-66.1
38.3741,-113.0144,-63.2
38.3741,-113.0149,-58.7
38.3741,-113.0154,-59.5
38.3741,-113.0159,-56.0
38.3741,-113.0163,-56.6
38.3741,-113.0168,-51.1
38.3741,-113.0173,-47.6
38.3741,-113.0178,-41.0
38.374,-113.0183,-36.0
38.374,-113.0188,-34.3
38.374,-113.0193,-34.1
38.374,-113.0198,-33.1
38.374,-113.0203,-30.6
38.374,-113.0208,-27.0
38.374,-113.0213,-25.3
38.374,-113.0217,-21.7
38.374,-113.0222,-22.2
38.374,-113.0227,-19.5
38.374,-113.0232,-17.8
38.374,-113.0237,-15.8
38.3739,-113.0242,-14.2
38.3739,-113.0247,-10.3
38.3739,-113.0252,-8.0
38.3739,-113.0257,-5.3
38.3739,-113.0262,-4.8
38.3739,-113.0267,-2.4
38.3739,-113.0272,1.4
38.3739,-113.0277,5.2
38.3739,-113.0282,10.1
38.3739,-113.0287,10.8
38.3739,-113.0292,12.2
38.3739,-113.0296,15.2
38.3739,-113.0301,18.5
38.3739,-113.0306,20.7
38.3739,-113.0311,26.5
38.3739,-113.0316,26.4
38.3739,-113.0321,27.5
38.3739,-113.0326,30.2
38.3739,-113.0331,32.3
38.3739,-113.0336,36.0
38.3739,-113.0341,38.1
38.3739,-113.0346,41.7
38.3739,-113.0351,44.2
38.3739,-113.0356,44.5
38.3739,-113.0361,47.6
38.3739,-113.0366,48.1
38.3739,-113.0371,51.4
38.3739,-113.0376,54.2
38.3739,-113.0381,55.2
38.3739,-113.0386,55.8
38.3739,-113.0391,55.8
38.3739,-113.0396,57.8
38.3739,-113.04,59.1
38.3739,-113.0405,61.4
38.3739,-113.041,61.9
38.3739,-113.0415,64.2
38.3739,-113.042,62.9
38.3739,-113.0425,66.1
38.3739,-113.043,63.5
38.3739,-113.0435,62.3
38.3739,-113.044,62.6
38.3739,-113.0445,62.9
38.3739,-113.045,63.1
38.3739,-113.0455,61.8
38.3739,-113.046,62.0
38.3739,-113.0465,58.7
38.3739,-113.047,59.5
38.3739,-113.0475,57.0
38.3739,-113.048,57.0
38.3739,-113.0485,57.1
38.374,-113.049,57.4
38.374,-113.0495,59.6
38.374,-113.05,64.1
38.374,-113.0504,67.8
38.374,-113.0509,69.9
38.374,-113.0514,73.2
38.374,-113.0519,77.5
38.374,-113.0524,82.9
38.374,-113.0529,90.2
38.374,-113.0534,96.5
38.374,-113.0539,101.4
38.374,-113.0544,103.7
38.374,-113.0549,108.4
38.374,-113.0554,113.4
38.374,-113.0559,119.0
38.374,-113.0564,125.6
38.374,-113.0569,131.5
38.374,-113.0574,137.9
38.374,-113.0579,145.2
38.374,-113.0584,151.9
38.374,-113.0589,160.3
38.374,-113.0594,169.4
38.374,-113.0599,179.6
38.374,-113.0604,192.2
38.374,-113.0608,207.9
38.374,-113.0613,218.5
38.374,-113.0618,230.7
38.374,-113.0623,241.6
38.374,-113.0628,255.0
38.374,-113.0633,268.1
38.374,-113.0638,281.0
38.374,-113.0643,290.4
38.374,-113.0648,298.2
38.374,-113.0653,306.3
38.374,-113.0657,310.7
38.3739,-113.0661,316.0
38.3739,-113.0665,320.2
38.3739,-113.0669,325.8
38.3739,-113.0673,331.3
38.3739,-113.0677,337.4
38.3739,-113.0681,345.8
38.3739,-113.0685,356.3
38.3739,-113.0689,367.5
38.3739,-113.0693,378.3
38.3739,-113.0697,390.0
38.3739,-113.0701,398.3
38.3739,-113.0705,407.1
38.3739,-113.0709,414.8
38.3738,-113.0713,423.7
38.3738,-113.0717,434.7
38.3738,-113.0721,448.0
38.3738,-113.0725,463.8
38.3738,-113.0729,475.4
38.3738,-113.0733,482.2
38.3738,-113.0737,486.8
38.3738,-113.0741,488.4
38.3738,-113.0745,488.4
38.3738,-113.0749,489.1
38.3738,-113.0753,491.1
38.3738,-113.0757,493.6
38.3738,-113.0761,495.8
38.3738,-113.0765,495.8
38.3737,-113.0769,494.9
38.3737,-113.0773,490.0
38.3737,-113.0777,484.4
38.3737,-113.0781,477.2
38.3737,-113.0785,470.4
38.3737,-113.0789,464.2
38.3737,-113.0793,460.8
38.3737,-113.0797,461.2
38.3737,-113.0801,466.0
38.3737,-113.0805,477.0
38.3737,-113.0809,493.5
38.3737,-113.0813,509.0
38.3737,-113.0817,509.8
38.3737,-113.0821,488.3
38.3736,-113.0825,448.8
38.3736,-113.0829,398.7
38.3736,-113.0833,349.5
38.3736,-113.0837,310.7
